ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2916953,wholesale bank,批發銀行,,批发银行,財務管理組,2017-03-23
2916954,Wiener process,Wiener過程,,维纳过程,財務管理組,2017-03-23
2916955,wild card option,外卡選擇權,,,財務管理組,2017-03-23
2916956,window guidance,窗口指導,,窗口指导,財務管理組,2017-03-23
2916957,withholding taxes,預扣稅,,,財務管理組,2017-03-23
2916958,working capital,營運資金,,,財務管理組,2017-03-23
2916959,working capital financing policy,營運資金融資政策,,,財務管理組,2017-03-23
2916960,working capital management,營運資金管理,,,財務管理組,2017-03-23
2916961,working capital policy,營運資金政策,,,財務管理組,2017-03-23
2916962,worst-case analysis,最壞情境分析,,最坏情景分析,財務管理組,2017-03-23
2916963,Yankee bond,洋基債券,,扬基债券,財務管理組,2017-03-23
2916964,yield,殖利率；良率,,,財務管理組,2020-04-10
2916965,yield curve,殖利率曲線,,收益曲线,財務管理組,2017-03-23
2916966,yield ratio model,殖利率模型,,收益率模型,財務管理組,2017-03-23
2916967,yield spread,收益率差,,,財務管理組,2017-03-23
2916968,yield to call {=YTC},贖回收益率,,,財務管理組,2020-04-10
2916970,Z bond,Z型債券,,增值债券,財務管理組,2017-03-23
2916971,zero coupon bond,零息債券,,零息债券,財務管理組,2017-03-23
2916972,zero growth stock,零成長股,,,財務管理組,2017-03-23
2916973,zero-coupon yield,零息債券收益率,,,財務管理組,2017-03-23
2916974,zero-investment portfolio,零投資組合,,零投资资产组合,財務管理組,2017-03-23
2916975,α value、 alpha value,α值,,α值,財務管理組,2017-03-23
2916976,β coefficient、 beta coefficient、,β係數,,β系数,財務管理組,2017-03-23
2916977,γ model,γ模型,,γ类模型,財務管理組,2017-03-23
2916978,"γ, gamma",γ,,γ值,財務管理組,2017-03-23
2916979,δ model,δ模型,,δ类模型,財務管理組,2017-03-23
2916980,"δ, delta",δ,,δ值,財務管理組,2017-03-23
2916981,"θ, theta",θ,,θ值,財務管理組,2017-03-23
2916982,"ρ, rho",ρ,,ρ比率,財務管理組,2017-03-23
2916983,A/B Testing,A/B測試,,,行銷管理組,2017-03-23
2916984,abandonment rate,放棄率,,,行銷管理組,2017-03-23
2916985,ABC analysis,ABC分析,,,行銷管理組,2017-03-23
2916986,ABC inventory classification,ABC存貨分類,,,行銷管理組,2017-03-23
2916987,above-the-line cost,預算內廣告製作成本,,,行銷管理組,2017-03-23
2916988,absolute advantage,絕對利益；絕對優勢,,,行銷管理組,2017-03-23
2916989,accelerated development stage,加速發展階段,,,行銷管理組,2017-03-23
2916990,accelerated purchase,提前購買,,,行銷管理組,2017-03-23
2916991,accelerating growth,加速成長,,,行銷管理組,2017-03-23
2916992,acceleration principle,加速原理,,,行銷管理組,2017-03-23
2916993,acceptable price range,可接受價格範圍,,,行銷管理組,2017-03-23
2916994,access barriers,接近障礙,,,行銷管理組,2017-03-23
2916995,accessible,可接近性,,,行銷管理組,2017-03-23
2916996,account executive {=AE},業務專員,,,行銷管理組,2017-03-23
2916997,accountable marketing,責任型行銷；當責行銷,,责任型营销,行銷管理組,2017-03-23
2916998,acculturation,涵化,,,行銷管理組,2017-03-23
2916999,ACM,自動結帳機,,,行銷管理組,2017-03-23
2917000,actionable,可行動性,,,行銷管理組,2017-03-23
2917001,active exporting,主動出口,,,行銷管理組,2017-03-23
2917002,"activities, interests, and opinions {=AIO)",活動，興趣，意見,,,行銷管理組,2017-03-23
2917003,activity based costing {=ABC},活動基礎成本法,,,行銷管理組,2017-03-23
2917004,activity-based cost accounting,活動基礎的成本會計,,,行銷管理組,2017-03-23
2917005,actual product,實質產品,,形式产品；有形产品,行銷管理組,2017-03-23
2917006,actual self-concept,真實自我概念,,,行銷管理組,2017-03-23
2917007,Ad Clicks,廣告點閱次數,,,行銷管理組,2017-03-23
2917008,Ad Copy,廣告文案,,,行銷管理組,2017-03-23
2917009,Ad Scheduling,廣告排程,,,行銷管理組,2017-03-23
2917010,ad valorem duty,從價稅,,,行銷管理組,2017-03-23
2917011,Ad Views [Impressions],廣告瀏覽次數,,,行銷管理組,2017-03-23
2917012,adapted global marketing,調適的全球行銷,,,行銷管理組,2017-03-23
2917013,adapted marketing mix,調適的行銷組合,,适应性营销组合,行銷管理組,2017-03-23
2917014,adapter,調適者,,,行銷管理組,2017-03-23
2917015,adaptive control budgeting,調適性的控制預算編列,,,行銷管理組,2017-03-23
2917016,adaptive criteria,調適性準則,,,行銷管理組,2017-03-23
2917017,adaptive experimentation,調適性實驗方法,,,行銷管理組,2017-03-23
2917018,adaptive planning,調適性規劃,,,行銷管理組,2017-03-23
2917019,administered vertical marketing system {=administered VMS},管理式垂直行銷通路系統,,管理式垂直营销系统,行銷管理組,2017-03-23
2917020,adopter categories in Diffusion of Innovations,創新採用者類別,,,行銷管理組,2017-03-23
2917021,adoption,採用,,,行銷管理組,2017-03-23
2917022,adoption process of innovations,創新應用過程,,创新应用过程,行銷管理組,2017-03-23
2917023,advertisement,廣告作品,,,行銷管理組,2017-03-23
2917024,advertiser,廣告主,,广告主,行銷管理組,2017-03-23
2917026,advertising agency,廣告代理商；廣告公司,,广告代理,行銷管理組,2017-03-23
2917027,advertising allowance,廣告折讓；廣告津貼,,,行銷管理組,2017-03-23
2917028,advertising appropriation,廣告預算,,,行銷管理組,2017-03-23
2917029,advertising budget,廣告預算,,广告预算,行銷管理組,2017-03-23
2917030,advertising campaign,廣告活動,,广告运动,行銷管理組,2017-03-23
2917031,advertising claim,廣告論點,,,行銷管理組,2017-03-23
2917032,advertising clutter,廣告干擾,,,行銷管理組,2017-03-23
2917033,advertising concept,廣告概念,,,行銷管理組,2017-03-23
2917034,advertising copy,廣告文案,,,行銷管理組,2017-03-23
2917035,advertising effectiveness,廣告效果,,,行銷管理組,2017-03-23
2917036,advertising exposure,廣告曝光,,,行銷管理組,2017-03-23
2917037,advertising goal,廣告目標,,,行銷管理組,2017-03-23
2917038,advertising idea,廣告構想,,,行銷管理組,2017-03-23
2917039,advertising jingle,廣告音樂標語,,广告音乐,行銷管理組,2017-03-23
2917040,advertising media,廣告媒體,,广告媒体,行銷管理組,2017-03-23
2917041,advertising message,廣告訊息,,,行銷管理組,2017-03-23
2917042,advertising model,廣告模式,,,行銷管理組,2017-03-23
2917043,advertising objective,廣告目標,,广告目标,行銷管理組,2017-03-23
2917044,advertising penetration,廣告滲透,,,行銷管理組,2017-03-23
2917045,advertising rate,廣告費率,,广告费率,行銷管理組,2017-03-23
2917046,advertising space,廣告版面,,广告版面,行銷管理組,2017-03-23
2917047,advertising strategy,廣告策略,,广告策略,行銷管理組,2017-03-23
2917048,advertising theme,廣告主題,,,行銷管理組,2017-03-23
2917049,advertising wearout,廣告疲乏,,,行銷管理組,2017-03-23
2917050,advertorial,編輯式廣告,,,行銷管理組,2017-03-23
2917051,advocacy advertising,宣導式廣告,,,行銷管理組,2017-03-23
2917052,advocate channel,宣導者通路；宣導者管道,,,行銷管理組,2017-03-23
2917054,affiliate marketing,連結行銷；聯盟行銷,,,行銷管理組,2017-03-23
2917055,affiliate program,引薦方案,,,行銷管理組,2017-03-23
2917056,affinities,群聚傾向,,,行銷管理組,2017-03-23
2917057,affordable method,量入為出法,,量力而行法,行銷管理組,2017-03-23
2917058,after sales support,售後支援,,,行銷管理組,2017-03-23
2917059,after-market,後續市場,,,行銷管理組,2017-03-23
2917062,agent,代理人；代理商,,代理商,行銷管理組,2017-03-23
2917063,agent middlemen,代理中間商,,,行銷管理組,2017-03-23
2917064,AIDA,知曉-興趣-慾望-行動模式,,,行銷管理組,2017-03-23
2917065,aided recall,輔助回憶,,,行銷管理組,2017-03-23
2917066,airtruck,空陸聯運,,空卡运输,行銷管理組,2017-03-23
2917067,alliance,聯盟,,,行銷管理組,2017-03-23
2917068,allowance,折讓；津貼；寬放,,价格折让,行銷管理組,2020-04-10
2917069,all-you-can-afford budgeting,傾囊所有預算法,,,行銷管理組,2017-03-23
2917070,alpha error,型一錯誤,,,行銷管理組,2017-03-23
2917071,alternative evaluation,可行方案評估,,可选择方案评价,行銷管理組,2017-03-23
2917072,ambush marketing,突擊行銷,,埋伏营销,行銷管理組,2017-03-23
2917073,analog approach,類比法,,,行銷管理組,2017-03-23
2917074,anchoring and adjustment heuristic,定錨與調整經驗法則,,,行銷管理組,2017-03-23
2917076,anticipatory pricing,預應訂價,,,行銷管理組,2017-03-23
2917077,antidumping duties,反傾銷稅,,,行銷管理組,2017-03-23
2917078,appeal,訴求,,,行銷管理組,2017-03-23
2917079,arbitrage pricing theory {=APT},套利訂價理論,,,行銷管理組,2017-03-23
2917080,arbitration,仲裁,,,行銷管理組,2017-03-23
2917081,area market potential,區域市場潛量,,,行銷管理組,2017-03-23
2917082,area sampling,地區抽樣,,,行銷管理組,2017-03-23
2917083,Arm's-length price,議定價格,,,行銷管理組,2017-03-23
2917084,aspirational group,崇拜群體,,,行銷管理組,2017-03-23
2917085,asset turn-over,資產週轉率,,,行銷管理組,2017-03-23
2917086,asset-specific activity,資產專屬活動,,,行銷管理組,2017-03-23
2917087,association test,聯想測試,,,行銷管理組,2017-03-23
2917088,assortment,分類,,,行銷管理組,2017-03-23
2917089,assurance,保證,,,行銷管理組,2017-03-23
2917090,at-home shopping channel,居家購物頻道,,,行銷管理組,2017-03-23
2917091,attention,注意,,,行銷管理組,2017-03-23
2917092,attitude,態度,,,行銷管理組,2017-03-23
2917093,attribute,屬性,,,行銷管理組,2017-03-23
2917094,attribute positioning,屬性定位法,,,行銷管理組,2017-03-23
2917096,auction-type pricing,拍賣型訂價,,,行銷管理組,2017-03-23
2917097,audience,閱聽眾,,,行銷管理組,2017-03-23
2917098,audiometer,視聽記錄儀,,,行銷管理組,2017-03-23
2917099,augmented product,擴增產品,,附加产品,行銷管理組,2017-03-23
2917100,automatic vending,自動販賣,,,行銷管理組,2017-03-23
2917101,available market,有效市場,,,行銷管理組,2017-03-23
2917102,average frequency,平均頻率,,,行銷管理組,2017-03-23
2917103,average-cost pricing,平均成本訂價法,,,行銷管理組,2017-03-23
2917104,"awareness, interest, desire, action {=AIDA} model",知曉-興趣-慾望-行動模式,,认知-兴趣-愿望-行动模型,行銷管理組,2017-03-23
2917105,awareness-trial-repeat model,知曉-試用-重覆模式,,,行銷管理組,2017-03-23
2917106,B2B,企業對企業,,,行銷管理組,2017-03-23
2917107,B2C,企業對消費者,,,行銷管理組,2017-03-23
2917109,backward invention,向後發明,,,行銷管理組,2017-03-23
2917110,bait advertising,釣餌廣告,,,行銷管理組,2017-03-23
2917111,balance theory,平衡理論,,,行銷管理組,2017-03-23
2917113,banner ad,橫幅廣告,,,行銷管理組,2017-03-23
2917114,bar code,條碼,,,行銷管理組,2017-03-23
2917115,bargain,特價品,,特价品,行銷管理組,2017-03-23
2917116,bargain hunter,特價品搜尋者,,特价品搜寻者,行銷管理組,2017-03-23
2917117,barter,易貨貿易；以物易物,,,行銷管理組,2020-04-10
2917118,basic product,基本產品,,,行銷管理組,2017-03-23
2917119,basing-point pricing,基準點訂價法,,基点定价,行銷管理組,2017-03-23
2917120,Bayesian probability,貝式機率,,,行銷管理組,2017-03-23
2917121,BCG Growth-Share Matrix,BCG成長-占有率矩陣,,,行銷管理組,2017-03-23
2917122,behavioral segmentation,行為區隔,,行为细分,行銷管理組,2017-03-23
2917123,belief,信念,,,行銷管理組,2017-03-23
2917124,below-the-line cost,廣告製作隱藏成本,,,行銷管理組,2017-03-23
2917126,benefit positioning,利益定位,,,行銷管理組,2017-03-23
2917128,best seller,暢銷品,,畅销品,行銷管理組,2017-03-23
2917129,beta error,型二錯誤,,,行銷管理組,2017-03-23
2917130,bidding,投標,,,行銷管理組,2017-03-23
2917131,bill of lading {= B/L},提單,,,行銷管理組,2017-03-23
2917132,black market,黑市,,,行銷管理組,2017-03-23
2917134,bleed advertisement,滿版廣告,,,行銷管理組,2017-03-23
2917136,brand,品牌,,品牌,行銷管理組,2017-03-23
2917137,brand asset,品牌資產,,,行銷管理組,2017-03-23
2917139,brand attribute,品牌屬性,,,行銷管理組,2017-03-23
2917140,brand audit,品牌稽核,,,行銷管理組,2017-03-23
2917142,brand battle,品牌戰爭,,,行銷管理組,2017-03-23
2917143,brand belief,品牌信念,,,行銷管理組,2017-03-23
2917144,Brand Development Index {=BDI},品牌發展指數,,品牌发展指数,行銷管理組,2017-03-23
2917145,brand dilution,品牌稀釋,,品牌稀释,行銷管理組,2017-03-23
2917146,brand element,品牌要素,,,行銷管理組,2017-03-23
2917147,brand equity,品牌權益,,品牌资产；品牌权益,行銷管理組,2017-03-23
