ID,英文名稱,中文名稱,圖片,中國大陸譯名,國籍,專長,生歿年,更新日期
3541894,"Šulek, Stjepan",許雷克,,舒雷克,克羅埃西亞,作曲,1914-1986,2018-05-30
3541895,"Sullivan, Arthur",薩利文,,沙利文,英國,作曲；指揮,1842-1900,2018-05-30
3541896,"Suppé, Franz von",蘇佩,,苏佩,奧地利,作曲；指揮,1819-1895,2018-05-30
3541897,"Surinach, Carlos",蘇里納奇,,苏里纳查,西班牙,作曲；指揮,1915-1997,2018-05-30
3541898,"Susa, Conrad",蘇薩,,苏萨,美國,作曲,1935-2013,2018-05-30
3541899,"Susskind, Walter",蘇斯金德,,萨斯坎德,英國,指揮,1913-1980,2018-05-30
3541900,"Süssmayr, Franz Xaver",居斯麥耶,,苏斯麦耶,奧地利,作曲,1766-1803,2018-05-30
3541901,"Suthaus, Ludwig",祖陶斯,,祖特豪斯,德國,男高音,1906-1971,2018-05-30
3541902,"Sutherland, Joan",薩瑟蘭,,萨瑟兰,澳大利亞,女高音,1926-2010,2018-05-30
3541903,"Suzuki, Shinichi",鈴木鎮一,,铃木镇一,日本,音樂教育；提琴製作,1898-1998,2018-05-30
3541904,"Svanholm, Set",史旺宏,,斯万霍尔姆,瑞典,男高音,1904-1964,2018-05-30
3541905,"Svendsen, Johan",史溫森,,斯文森,挪威,小提琴； 作曲；指揮,1840-1911,2018-05-30
3541906,"Svetlanov, Yevgeny",斯威特拉諾夫,,斯韦特拉诺夫,俄國,指揮；作曲,1928-2002,2018-05-30
3541907,"Sviridov, Georgi Vasilievich",斯維利朵夫,,斯维利朵夫,俄國,作曲；鋼琴,1915-1998,2018-05-30
3541908,"Svoboda, Tomas",史沃伯達,,斯沃博达,美國,作曲,1939-,2018-05-30
3541909,"Swarowsky, Hans",史瓦洛夫斯基,,施瓦洛夫斯基,奧地利,指揮,1899-1975,2018-05-30
3541910,"Sweelinck, Jan Pieterszoon",史維林克,,斯韦林克,荷蘭,作曲；管風琴,1562-1621,2018-05-30
3541911,"Sygietynski, Antoni",許基廷斯基,,西基埃廷斯基,波蘭,音樂學,1850-1923,2018-05-30
3541912,"Szabó, Ferenc",薩伯,,沙博,匈牙利,作曲,1902-1969,2018-05-30
3541913,"Szalowski, Antoni",薩洛夫斯基,,夏洛夫斯基,波蘭,作曲,1907-1973,2018-05-30
3541914,"Sze, Yi-Kwei",斯義桂,,斯义桂,美國,低男中音,1919-1994,2018-05-30
3541915,"Székely, Zoltán",塞克宜，佐坦,,塞凯伊,匈牙利,小提琴,1903-2001,2018-05-30
3541916,"Szelenyi, Istvan",塞倫宜,,塞伦尼,匈牙利,作曲,1904-1972,2018-05-30
3541917,"Szeligowski, Tadeusz",謝里勾夫斯基,,谢里戈夫斯基,波蘭,作曲；音樂學,1896-1963,2018-05-30
3541918,"Szell, Georg(e)",塞爾,,塞尔,美國,指揮,1897-1970,2018-05-30
3541919,"Szeryng, Henryk",謝霖,,谢林,墨西哥,小提琴,1918-1988,2018-05-30
3541920,"Szigeti, Joseph",席格悌,,西盖蒂,美國,小提琴,1892-1973,2018-05-30
3541921,"Szymanowska, Maria",齊瑪諾夫斯卡,,希曼诺夫斯卡,波蘭,作曲,1789-1831,2018-05-30
3541922,"Szymanowski, Karol",齊馬諾夫斯基,,希曼诺夫斯基,波蘭,作曲,1882-1937,2018-05-30
3541923,"Taddei, Giuseppe",塔代伊,,塔代伊,義大利,男中音,1916-2010,2018-05-30
3541924,"Tagliavini, Ferruccio",塔利亞維尼,,塔利亚维尼,義大利,男高音,1913-1995,2018-05-30
3541925,"Tailleferre, Germaine",戴耶費爾,,塔耶费尔,法國,作曲,1892-1983,2018-05-30
3541926,"Takemitsu, Toru",武滿徹,,武满彻,日本,作曲,1930-1996,2018-05-30
3541927,"Taktakishvili, Otar",塔克塔基什維利,,塔克塔基什维利,俄國,作曲,1924-1989,2018-05-30
3541928,"Tal, Josef",塔爾,,塔尔,以色列,作曲；指揮,1910-2008,2018-05-30
3541929,"Talich, Vaclav",塔利希,,塔利赫,捷克,指揮；小提琴,1883-1961,2018-05-30
3541930,"Talvela, Martti",塔威拉,,塔尔韦拉,芬蘭,男低音,1935-1989,2018-05-30
3541931,"Talyan, Gousan",塔揚,,塔良,亞美尼亞,作曲,1857-1938,2018-05-30
3541932,"Tan, Dun",譚盾,,谭盾,美國（華裔）,作曲,1957-,2018-05-30
3541933,"Taneyev, Alexander",塔涅耶夫，亞力山大,,"塔涅耶夫,亚历山大",俄國,作曲,1850-1918,2018-05-30
3541934,"Taneyev, Sergey",塔捏耶夫，謝爾蓋,,"塔涅耶夫,谢尔盖",俄國,作曲,1856-1915,2018-05-30
3541935,"Tansman, Alexender",湯斯曼,,唐斯曼,法國,鋼琴；作曲,1897-1986,2018-05-30
3541936,"Tartini, Giuseppe",塔悌尼,,塔蒂尼,義大利,小提琴；作曲,1692-1770,2018-05-30
3541937,"Tattermuschová, Helena",塔特慕絲霍娃,,塔特穆斯霍娃,捷克,女高音,1933-,2018-05-30
3541938,"Tauber, Richard",陶伯,,陶伯,英國,男高音,1892-1948,2018-05-30
3541939,"Taubman, Howard",陶布曼,,陶布曼,美國,樂評,1907-1996,2018-05-30
3541940,"Tausig, Carl",陶吉希,,陶西格,波蘭,鋼琴；作曲,1841-1871,2018-05-30
3541941,"Tausky, Vilém",陶斯基,,陶斯基,捷克,指揮；作曲,1910-2004,2018-05-30
3541942,"Tautenhahn, Gunther",陶滕罕,,陶腾哈恩,立陶宛,作曲,1938-,2018-05-30
3541943,"Taverner, John",塔維爾納,,塔弗纳,英國,作曲,1490-1545,2018-05-30
3541944,"Taylor, Rowan",泰勒，羅旺,,泰勒,美國,作曲,1927-2005,2018-05-30
3541945,"Tchaikovsky, Boris",柴科夫斯基，玻利斯,,柴可夫斯基，鲍里斯,俄國,作曲,1925-1996,2018-05-30
3541946,"Tchaikovsky, Pyotr Il'yich {Tschaikowsky}",柴科夫斯基，彼得,,柴可夫斯基，彼约得利,俄國,作曲,1840-1893,2018-05-30
3541947,"Tchaikowsky, Andre",柴科夫斯基，安德列,,"柴可夫斯基,安德列",波蘭,鋼琴；作曲,1935-1982,2018-05-30
3541948,"Tcherepnin, Alexander",齊爾品，亞力山大,,齐尔品，亚历山大,美國（俄裔）,作曲,1899-1977,2018-05-30
3541949,"Tcherepnin, Ivan",齊爾品，伊凡,,齐尔品，伊凡,美國（俄裔）,作曲,1943-1998,2018-05-30
3541950,"Tcherepnin, Nikolay(Nikolai)",齊爾品，尼古拉,,齐尔品，尼古拉依,俄國,作曲；指揮,1873-1945,2018-05-30
3541951,"Te Kanawa, Kiri",卡娜娃 德·卡娜娃,,特·卡娜娃,紐西蘭,女高音,1944-,2018-05-30
3541952,"Tebaldi, Renata",泰芭第,,泰巴尔迪,義大利,女高音,1922-2004,2018-05-30
3541953,"Teichmüller, Robert",泰希繆勒,,泰希缪勒,德國,鋼琴,1863-1939,2018-05-30
3541954,"Telemann, Georg Philipp",泰勒曼,,特勒曼,德國,作曲,1681-1767,2018-05-30
3541955,"Tellefsen, Thomas Dyke Acland",泰勒夫森,,特勒夫森,挪威,作曲,1823-1874,2018-05-30
3541956,"Telmanyi, Emil",泰曼尼,,泰尔曼尼,匈牙利,小提琴；指揮,1892-1988,2018-05-30
3541957,"Temperley, Nicholas",滕普利,,坦伯利,美國,音樂學,1932-,2018-05-30
3541958,"Tennstedt, Klaus",滕斯泰特,,坦斯泰特,德國,指揮,1926-1998,2018-05-30
3541959,"Tertis, Lionel",泰悌斯,,特蒂斯,英國,中提琴,1876-1975,2018-05-30
3541960,"Tetrazzini, Eva",泰特拉齊尼，艾娃,,泰特拉齐尼，埃娃,義大利,女高音,1862-1938,2018-05-30
3541961,"Tetrazzini, Luisa",泰特拉齊尼，露意莎,,泰特拉齐尼，路易莎,義大利,女高音,1871-1940,2018-05-30
3541962,"Teyte, Maggie",泰特,,泰特,英國,女高音,1888-1976,2018-05-30
3541963,"Thalberg, Sigismond",塔爾貝爾格,,塔尔贝格,德國,鋼琴；作曲,1812-1871,2018-05-30
3541964,"Thayer, Alexander Wheelock",薩耶爾,,塞耶,美國,音樂著作,1817-1897,2018-05-30
3541965,"Theodorakis, Mikis",狄奧多拉奇斯,,特奥多拉基斯,希臘,作曲,1925-,2018-05-30
3541966,"Thibaud, Jacques",狄博,,蒂博,法國,小提琴,1880-1953,2018-05-30
3541967,"Thomas, Jess",湯瑪斯，傑斯,,托马斯，杰斯,美國,男高音,1927-1993,2018-05-30
3541968,"Thompson, Oscar",湯普森，奧斯卡,,汤普森，奥斯卡,美國,樂評,1887-1945,2018-05-30
3541969,"Thompson, Randall",湯普森，藍道,,汤普森，兰德尔,美國,作曲,1899-1984,2018-05-30
3541970,"Thomson, Bryden",湯姆森，布萊登,,汤姆森，布赖登,蘇格蘭,指揮,1928-1991,2018-05-30
3541971,"Thomson, Virgil",湯姆森，維吉爾,,汤姆森，弗吉尔,美國,樂評；作曲,1896-1989,2018-05-30
3541972,"Thorborg, Kerstin",托爾伯格,,图尔堡,瑞典,次女高音,1896-1970,2018-05-30
3541973,"Thurston, Frederick",瑟斯頓,,瑟斯顿,英國,單簧管,1901-1953,2018-05-30
3541974,"Tichatschek, Joseph",狄夏諧克,,蒂哈契克,捷克,男高音,1807-1886,2018-05-30
3541975,"Tietjen, Heinz",蒂特延,,蒂天,德國,指揮,1881-1967,2018-05-30
3541976,"Tiomkin, Dimitri",提昂金,,蒂昂金,美國,作曲,1894-1979,2018-05-30
3541977,"Tippet, Michael",提佩特,,蒂皮特,英國,作曲,1905-1998,2018-05-30
3541978,"Tishchenko, Boris",季先科,,季申科,俄國,作曲,1939-2010,2018-05-30
3541979,"Tjeknavorian, Loris",且克納沃量,,契克纳沃良,伊朗,作曲；小提琴；指揮,1937-,2018-05-30
3541980,"Tobias, Rudolf",托比雅斯,,托比亚斯,愛沙尼亞,作曲,1873-1918,2018-05-30
3541981,"Toch, Ernst",托赫,,托赫,奧地利,作曲,1887-1964,2018-05-30
3541982,"Tomášek, Václav Jan Křtitel",托瑪謝克,,托马谢克,捷克,作曲,1774-1850,2018-05-30
3541983,"Tomasini, Alois Luigi",托瑪西尼,,托马西尼，,義大利,小提琴；作曲,1741-1808,2018-05-30
3541984,"Tomeoni, Pellegrino",托梅歐尼,,托梅欧尼,義大利,作曲,ca.1729-1816,2018-05-30
3541985,"Tomkins, Thomas",湯姆金斯,,汤姆金斯,英國,作曲,1572-1656,2018-05-30
3541986,"Tommasini, Vincenzo",湯瑪西尼,,汤马西尼，,義大利,作曲,1878-1950,2018-05-30
3541987,"Torelli, Giuseppe",托瑞里,,托雷里,義大利,小提琴；作曲,1658-1709,2018-05-30
3541988,"Torrefranca, Fausto",托瑞弗朗卡,,托雷弗兰卡,義大利,音樂學,1883-1955,2018-05-30
3541989,"Tortelier, Paul",托特里耶,,托尔特里耶,法國,大提琴； 指揮；作曲,1914-1990,2018-05-30
3541990,"Toscanini, Arturo",托斯卡尼尼,,托斯卡尼尼,義大利,指揮,1867-1957,2018-05-30
3541991,"Toselli, Enrico",托塞里,,托塞利,義大利,作曲,1883-1926,2018-05-30
3541992,"Tourte, François",杜爾特,,图尔特,法國,琴弓製造,1747-1835,2018-05-30
3541993,"Tovey, Donald (Françis)",托維，多納德,,托维,英國,鋼琴；作曲；音樂理論,1875-1940,2018-05-30
3541994,"Toyama, Yuzo",外山雄三,,外山雄三,日本,指揮；作曲,1931-,2018-05-30
3541995,"Trampler, Walter",特朗普勒,,特兰普勒,美國,中提琴,1915-1997,2018-05-30
3541996,Trån Van Khê,陳文溪,,陈文溪,越南,民族音樂學,1921-,2018-05-30
3541997,"Traubmann, Sophie",特勞伯嫚,,特劳伯曼,美國,女高音,1867-1951,2018-05-30
3541998,"Tubin, Eduard",杜賓,,图宾,愛沙尼亞,作曲,1905-1982,2018-05-30
3541999,"Tucker, Richard",塔克，理查,,塔克,美國,男高音,1913-1975,2018-05-30
3542000,"Tureck, Rosalyn",杜瑞克,,图雷克,美國,鋼琴；指揮,1914-2003,2018-05-30
3542001,"Turina, Joaquín",杜利納,,图里纳,西班牙,作曲,1882-1949,2018-05-30
3542002,"Türk, Daniel Gottlob",替爾克,,蒂尔克,德國,作曲,1750-1813,2018-05-30
3542003,"Turnovský, Martin",杜諾夫斯基,,图尔诺夫斯基,捷克,指揮,1928-,2018-05-30
3542004,"Tuukkanen, Kalarvo",圖卡能,,图卡宁,芬蘭,作曲；指揮,1909-1979,2018-05-30
3542005,"Tüür, Erkki-Sven",提吾爾,,提尔,愛沙尼亞,作曲,1959-,2018-05-30
3542006,"Tveitt, Geirr",特維特,,特维特,挪威,作曲,1908-1981,2018-05-30
3542007,"Tyson, Alan",泰森,,泰森,英國,音樂學,1926-2000,2018-05-30
3542008,"Uchida, Mitsuko",内田光子,,内田光子,日本,鋼琴,1946-,2018-05-30
3542009,"Uhl, Fritz",烏爾，弗利茲,,乌尔,奧地利,男高音,1928-2001,2018-05-30
3542010,"Ursuleac, Viorica",烏蘇莉克,,乌尔苏莱亚克,羅馬尼亞,女高音,1894-1985,2018-05-30
3542011,"Ussachevsky, Vladimir",烏薩切夫斯基,,乌萨切夫斯基,美國,作曲,1911-1990,2018-05-30
3542012,"Ustvol'skaya, Galina",烏絲特沃斯卡雅,,乌斯特沃斯卡雅,俄國,作曲,1919-2006,2018-05-30
3542013,"Vallas, Léon",瓦拉斯,,瓦拉斯,法國,音樂學；樂評,1879-1956,2018-05-30
3542014,"Van Allan, Richard",范艾倫,,范·艾伦,英國,男低音,1935-2008,2018-05-30
3542015,"Van den Bergh, Gertrude",范登貝格,,范·登·贝赫,荷蘭,作曲,1793-1840,2018-05-30
3542016,"Van der Straeten, Edmond",范德史特瑞登,,范·德·施特雷腾,比利時,音樂學,1826-1895,2018-05-30
3542017,"Van Dormolen, Jan Willem",范多爾摩倫,,范·多尔莫伦,荷蘭,作曲,1956-,2018-05-30
3542018,"Van Eck, Hans",范埃克,,范·埃克,荷蘭,作曲,1958-,2018-05-30
3542019,"van Eyck, J. (Joncker) Jacob",范艾克,,范·艾克,荷蘭,作曲,ca.1590-1657,2018-05-30
3542020,"Van Kampen, Christopher",范康朋,,范·坎彭,英國,大提琴,1945-,2018-05-30
3542021,"Varady, Julia",瓦拉蒂,,瓦拉第,羅馬尼亞,女高音,1941-,2018-05-30
3542022,"Varése, Edgard",瓦列茲,,瓦雷茲,美國,作曲；指揮,1883-1965,2018-05-30
3542023,"Varesi, Felice",瓦列西,,瓦列西,義大利,男中音,1813-1889,2018-05-30
3542024,"Varga, Tibor",瓦爾加,,瓦尔加,英國,小提琴；指揮,1921-2003,2018-05-30
3542025,"Varnay, Astrid",瓦娜伊,,瓦内,美國,女高音,1918-2006,2018-05-30
3542026,"Varviso, Silvio",瓦維梭,,瓦尔维梭,瑞士,指揮,1924-2006,2018-05-30
3542027,"Vásáry, Tamás",瓦薩里,,瓦沙里,瑞士,鋼琴；指揮,1933-,2018-05-30
3542028,"Vasilenko, Sergey Nikiforovich",瓦西連科,,瓦西连科,俄國,作曲,1872-1956,2018-05-30
3542029,"Vasks, Peteris",瓦斯克斯,,瓦斯克斯,拉托維亞,作曲,1946-,2018-05-30
3542030,"Vaughan Williams, Ralph",沃恩·威廉斯,,沃恩·威廉斯,英國,作曲,1872-1958,2018-05-30
3542031,"Vaughan, Elizabeth",沃恩，伊莉莎白,,"沃恩,伊莉莎白",英國,女高音,1937-,2018-05-30
3542032,"Vecchi, Orazio",威基,,韦基,義大利,作曲,1550-1605,2018-05-30
3542033,"Végh, Sándor",魏格,,韦格,法國（匈牙利裔）,小提琴；指揮,1912-1997,2018-05-30
3542034,"Veracini, Francesco Maria",魏拉契尼,,韦拉奇尼,義大利,小提琴；作曲,1690-1768,2018-05-30
3542035,"Verdi, Giuseppe",威爾第，朱塞佩,,威尔第，朱塞佩,義大利,作曲,1813-1901,2018-05-30
3542036,"Verrett, Shirley",韋瑞特,,韦瑞特,美國,次女高音,1931-2010,2018-05-30
3542037,"Vianna da Motta, José",維阿納•達•莫達,,维安纳·达·莫达,葡萄牙,作曲,1868-1948,2018-05-30
3542038,"Vickers, Jon",維克斯,,维克斯,加拿大,男高音,1926-2015,2018-05-30
3542039,"Vierne, Louis",維耶爾恩,,维耶纳,法國,作曲；管風琴,1870-1937,2018-05-30
3542040,"Vieuxtemps, Henri",維歐當,,维厄唐,比利時,小提琴；作曲,1820-1881,2018-05-30
3542041,"Villa-Lobos, Heitor",維拉－羅伯斯,,维拉-洛博斯,巴西,作曲,1887-1959,2018-05-30
3542042,"Vinay, Ramoón",維內,,维诺伊,智利,男高音,1912-1996,2018-05-30
3542043,"Vinci, Leonardo",溫奇,,温奇,義大利,作曲,ca.1690-1730,2018-05-30
3542044,"Vine, Carl",萬恩,,瓦因,澳大利亞,作曲,1954-,2018-05-30
3542045,"Viotti, Giovanni Battista",韋歐悌,,维奥蒂,義大利,小提琴；作曲,1755-1824,2018-05-30
3542046,"Vishnevskaya, Galina",韋希涅芙絲卡雅,,维什涅夫斯卡雅,俄國,女高音,1926-2012,2018-05-30
3542047,"Vitali, Giovanni Battista",韋塔利，喬望尼,,维塔利，乔凡尼,義大利,作曲；小提琴,1632-1692,2018-05-30
3542048,"Vitali, Tomaso Antonio",韋塔利，托瑪索,,维塔利，托马索,義大利,小提琴；作曲,1663-1745,2018-05-30
3542049,"Vitols, Jãzeps {Wihtol, Joseph}",韋托爾,,维托尔斯,拉托維亞,作曲,1863-1948,2018-05-30
3542050,"Vitry, Philippe de",維特利,,维特里,法國,作曲,1291-1361,2018-05-30
3542051,"Vivaldi, Antonio",韋瓦第,,维瓦尔第,義大利,作曲；小提琴,1678-1741,2018-05-30
3542052,"Vladigerov, Pancho",弗拉迪格洛夫,,弗拉迪格洛夫,保加利亞,作曲；指揮,1899-1978,2018-05-30
3542053,"Vogel, Wladimir",沃格爾,,福格尔,瑞士,作曲,1896-1984,2018-05-30
3542054,"Vogels, Fred",弗格爾斯,,福格尔斯,荷蘭,作曲,1954-,2018-05-30
3542055,"Vogrich, Max",弗格利希,,福格利希,德國,鋼琴,1852-1916,2018-05-30
3542056,"Volkonsky, Andrey Mikhaylovich",沃孔斯基,,沃尔孔斯基,俄國,作曲,1933-,2018-05-30
3542057,"Vonk, Hans",馮克,,冯克,荷蘭,指揮,1942-2004,2018-05-30
3542058,"Voříšek, Jan Václav (Hugo)",佛利瑟克,,伏希谢克,捷克,作曲,1791-1825,2018-05-30
3542059,"Vronsky, Vitya",弗容斯基,,伏隆斯基,美國,鋼琴,1909-1992,2018-05-30
3542060,"Vyshnegradsky, Jvan",韋希涅格拉德斯基,,维什尼格拉兹基,俄國,作曲,1893-1979,2018-05-30
3542061,"Waart, Edo de",瓦爾特,,瓦尔特,荷蘭,指揮,1941-,2018-05-30
3542062,"Wächter, Eberhard",魏希特,,韦希特,奧地利,男中音,1929-1992,2018-05-30
3542063,"Wagenseil, Georg Christoph",瓦根賽爾,,瓦根塞尔,奧地利,作曲；音樂理論,1715-1777,2018-05-30
3542064,"Wagner, Richard",華格納，理查,,瓦格纳，理查,德國,作曲,1813-1883,2018-05-30
3542065,"Wagner, Roger",華格納，羅傑,,瓦格纳，罗杰,美國,指揮,1914-1992,2018-05-30
3542066,"Wagner, Siegfried",華格納，齊格菲,,瓦格纳，齐克弗利,德國,作曲；指揮,1869-1930,2018-05-30
3542067,"Wagner, Werner",威爾納,,"瓦格纳,威尔纳",德國,作曲,1927-2002,2018-05-30
3542068,"Wagner-Regeny, Rudolf",華格納－雷格尼,,瓦格纳-雷格尼,德國,作曲；鋼琴,1903-1969,2018-05-30
3542069,"Walcha, Helmut",瓦爾哈,,瓦尔夏,德國,管風琴,1907-1991,2018-05-30
3542070,"Waldteufel, Émile",瓦爾托菲爾,,瓦尔德特费尔,法國,作曲；鋼琴,1837-1915,2018-05-30
3542071,"Walker, Edyth",沃克，伊迪絲,,"沃克,伊迪丝",美國,次女高音,1867-1950,2018-05-30
3542072,"Walker, Ernest",沃克，厄內斯特,,"沃克,厄内斯特",英國,音樂著作；作曲,1870-1949,2018-05-30
3542073,"Walker, Frank",沃克，弗朗克,,"沃克,弗兰克",英國,音樂學,1907-1962,2018-05-30
3542074,"Wallace, William",華萊斯，威廉,,华莱斯,蘇格蘭,作曲；音樂學,1860-1940,2018-05-30
3542075,"Wallenstein, Alfred",華倫斯坦,,沃伦斯坦,美國,大提琴；指揮,1898-1983,2018-05-30
3542076,"Walter, Bruno",華爾特，布魯諾,,沃尔特,德國,指揮；鋼琴,1876-1962,2018-05-30
3542077,"Walton, William",華爾頓,,沃尔顿,英國,作曲,1902-1983,2018-05-30
3542078,"Wangenheim, Volker",凡根海姆,,旺根海姆,德國,指揮；作曲,1928-2014,2018-05-30
3542079,"Warlock, Peter",沃洛克,,沃洛克,英國,作曲,1894-1930,2018-05-30
3542080,"Watanabe, Akeo",渡邊曉雄,,渡边晓雄,日本,指揮,1919-1990,2018-05-30
3542081,"Watts, André",瓦茲，安德列,,"沃茨,安德列",美國,鋼琴,1946-,2018-05-30
3542082,"Watts, Helen",瓦茲，海倫,,"沃茨,海伦",英國,女低音,1927-2009,2018-05-30
3542083,"Weber, Carl Maria von",韋伯，卡爾,,韦伯，卡尔,德國,作曲；指揮；鋼琴；樂評,1786-1826,2018-05-30
3542084,"Webern, Anton von",魏本,,韦伯恩,奧地利,作曲；指揮,1883-1945,2018-05-30
3542085,"Wegelius, Martin",魏格流士,,韦格柳士,芬蘭,作曲；音樂教育,1846-1906,2018-05-30
3542086,"Weill, Kurt",懷爾,,怀尔,美國,作曲,1900-1950,2018-05-30
3542087,"Weinberg(Wainberg), Moishei",瓦伊貝爾格,,魏因贝尔格,波蘭,作曲,1919-1996,2018-05-30
3542088,"Weinberger, Jaromir",瓦伊貝爾格爾,,魏因贝尔格耶,捷克,作曲,1896-1967,2018-05-30
3542089,"Weiner, Léo",懷納,,魏纳,匈牙利,作曲,1885-1960,2018-05-30
3542090,"Weingartner, Felix",溫加特納,,魏因加特纳,奧地利,指揮；作曲,1863-1942,2018-05-30
3542091,"Weiss, Sylvius Leopold",懷斯，希爾維斯,,魏斯,德國,作曲；魯特琴,1687-1750,2018-05-30
3542092,"Weissenberg, Alexis",懷森貝格,,魏森贝格,法國,鋼琴,1929-2012,2018-05-30
3542093,"Weldon, George",威爾登，喬治,,韦尔登，乔治,英國,指揮,1906-1963,2018-05-30
3542094,"Weldon, John",威爾登，約翰,,韦尔登，约翰,英國,作曲；管風琴,1676-1736,2018-05-30
3542095,"Werckmeister, Andreas",魏克邁斯特,,韦尔克迈斯特,德國,管風琴；作曲,1645-1706,2018-05-30
3542096,"Werner, Johann Gottlob",魏爾納，約翰,,韦尔纳，约翰,德國,作曲,1777-1822,2018-05-30
3542097,"Werner, Joseph Gregor",魏爾納，約瑟夫,,韦尔纳，约瑟夫,奧地利,作曲,1693-1766,2018-05-30
3542098,"Whitehouse, William",懷特豪斯,,怀特豪斯,英國,作曲；大提琴,1859-1935,2018-05-30
3542099,"Widor, Charles-Marie",維多,,维多尔,法國,管風琴；作曲,1844-1937,2018-05-30
3542100,"Wiéner, Jean",維耶內,,维耶纳,法國,作曲,1896-1982,2018-05-30
3542101,"Wieniawski, Henryk",威尼阿夫斯基，亨利克,,维耶尼亚夫斯基，亨利克,波蘭,小提琴；作曲,1835-1880,2018-05-30
3542102,"Wieniawski, Jozef",威尼奧斯基，約瑟夫,,维耶尼亚夫斯基，约瑟夫,波蘭,鋼琴,1837-1912,2018-05-30
3542103,"Wihan, Hanuš",威翰,,维汉,捷克,大提琴,1855-1920,2018-05-30
3542104,"Wilde, Earl",懷爾德，厄爾,,怀尔德,美國,鋼琴,1915-2010,2018-05-30
3542105,"Wilhelmj, August",威廉密,,威廉米,德國,小提琴,1845-1908,2018-05-30
3542106,"Wilhem, Guillaume-Louis",威倫,,威伦,法國,音樂教育,1781-1842,2018-05-30
