ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
3178728,ecological amplitude,生態幅度,,生态幅,104.11.09,2017-07-24
3178729,ecological biochemistry,生態生物化學,,生态生物化学,104.11.09,2017-07-24
3178730,ecological factor,生態因子,,生态因子,104.11.09,2017-07-24
3178731,ecological gradient,生態梯度,,生态梯度,104.11.09,2017-07-24
3178732,ecological pyramid,生態金字塔,,生态金字塔,104.11.09,2017-07-24
3178733,ecological series,生態系列,,生态系列,104.11.09,2017-07-24
3178734,ecological speciation,生態種化,,生态物种形成；生态成种,104.11.09,2017-07-24
3178735,ecological species,生態種,,生态种,104.11.09,2017-07-24
3178736,ecological succession,生態演替,,生态演替,104.11.09,2017-07-24
3178737,ecological system,生態系；生態學系統,,生态学系统,104.11.09,2017-07-24
3178738,ecological type,生態型,,生态型,104.11.09,2017-07-24
3178739,ecology,生態學,,生态学,104.11.09,2017-07-24
3178740,ecophenotype,生態表型,,生态表型,104.11.09,2017-07-24
3178741,ecosystem,生態系,,生态系统,104.11.09,2017-07-24
3178742,ecosystem ecology,生態系生態學,,生态系统生态学,104.11.09,2017-07-24
3178743,ecotone,生態過渡帶,,生态过渡带,104.11.09,2017-07-24
3178744,ecotype,生態型,,生态型,104.11.09,2017-07-24
3178745,ecotypic differentiation,生態型分化,,生态型分化,104.11.09,2017-07-24
3178746,ectal excipulum,外囊盤被,,外囊盘被,104.11.09,2017-07-24
3178747,ectexine,[花粉]外壁外層,,[花粉]外壁外层,104.11.09,2017-07-24
3178748,ectoascus{ectotunica},子囊外壁；外子囊,,子囊外壁,104.11.09,2017-07-24
3178749,ectodesma,外連絲,,外连丝,104.11.09,2017-07-24
3178750,ectomycorrhiza,外生菌根,,外生菌根,104.11.09,2017-07-24
3178751,ectonexine,[孢粉]外壁內表層,,[孢粉]外壁内表层,104.11.09,2017-07-24
3178752,ectoparasite,外寄生物,,外寄生物,104.11.09,2017-07-24
3178753,ectophloic siphonostele,外韌管狀中柱,,外韧管状中柱,104.11.09,2017-07-24
3178754,ectospore,外生孢子,,外生孢子,104.11.09,2017-07-24
3178755,ectosporium,外孢子膜,,[孢子]表壁,104.11.09,2017-07-24
3178756,ectotrophic symbiosis,體外營養共生,,体外营养共生,104.11.09,2017-07-24
3178757,ectotunica{ectoascus},子囊外壁；外子囊,,子囊外壁,104.11.09,2017-07-24
3178758,edaphic,土壤的,,土壤的,104.11.09,2017-07-24
3178759,edaphone,土棲生物,,土栖生物,104.11.09,2017-07-24
3178760,edge species,邊緣種,,边缘种,104.11.09,2017-07-24
3178761,edificato,奠基種,,奠基种,104.11.09,2017-07-24
3178762,effective segregation,有效分離,,有效分离,104.11.09,2017-07-24
3178763,egg,卵,,卵,104.11.09,2017-07-24
3178764,egg apparatus,卵器,,卵器,104.11.09,2017-07-24
3178765,egg cell,卵細胞,,卵细胞,104.11.09,2017-07-24
3178766,egg membrane,卵膜,,卵膜,104.11.09,2017-07-24
3178767,egg nucleus,卵核,,卵核,104.11.09,2017-07-24
3178768,ektonexine,[孢粉]外壁內表層,,[孢粉]外壁内表层,104.11.09,2017-07-24
3178769,elaminate,無葉片的,,无叶片的,104.11.09,2017-07-24
3178770,elater,彈絲,,弹丝,104.11.09,2017-07-24
3178771,electrochemical gradient,電化學梯度,,电化学势梯度,104.11.09,2017-07-24
3178772,electrogenic pump,生電泵{ㄅㄥˋ},,生电泵,104.11.09,2017-07-24
3178773,electromagnetic spectrum,電磁光譜,,电磁波谱,104.11.09,2017-07-24
3178774,electron carrier,電子載體,,电子载体,104.11.09,2017-07-24
3178775,electron transport,電子傳遞,,电子传递,104.11.09,2017-07-24
3178776,electroosmosis,電滲透,,电渗,104.11.09,2017-07-24
3178777,electrophysiology,電生理學,,电生理学,104.11.09,2017-07-24
3178778,elfin forest,高山矮曲林,,[热带]高山矮曲林,104.11.09,2017-07-24
3178779,elongated shoot,長枝,,长枝,104.11.09,2017-07-24
3178780,elongation region,延長部,,伸长区,104.11.09,2017-07-24
3178781,elongation zone,延長部,,伸长区,104.11.09,2017-07-24
3178782,embryo,胚,,胚,104.11.09,2017-07-24
3178783,embryo proper,胚體,,胚体,104.11.09,2017-07-24
3178784,embryo sac,胚囊,,胚囊,104.11.09,2017-07-24
3178785,embryo sac mother cell,胚囊母細胞,,胚囊母细胞,104.11.09,2017-07-24
3178786,embryo sac tube,胚囊管,,胚囊管,104.11.09,2017-07-24
3178787,embryogenesis,胚胎發生,,胚胎发育；胚胎发生,104.11.09,2017-07-24
3178788,embryogeny,胚胎發生,,胚胎发育；胚胎发生,104.11.09,2017-07-24
3178789,embryoid,胚狀體,,胚状体,104.11.09,2017-07-24
3178790,embryonal axis,胚軸,,胚轴,104.11.09,2017-07-24
3178791,embryonal tube,胚管,,胚管,104.11.09,2017-07-24
3178792,embryophyte,有胚植物,,有胚植物,104.11.09,2017-07-24
3178793,Emerson enhancement effect,埃默森增益效應,,埃默森增益效应,104.11.09,2017-07-24
3178794,enation,突起,,突起,104.11.09,2017-07-24
3178795,end-point mutation,端點突變,,端点突变,104.11.09,2017-07-24
3178796,end-season pollination,末期傳粉；季末傳粉,,末期传粉,104.11.09,2017-07-24
3178797,endarch,內始式,,内始式,104.11.09,2017-07-24
3178798,endemic species,特有種,,特有种,104.11.09,2017-07-24
3178799,endergonic,吸能的,,吸能的,104.11.09,2017-07-24
3178800,endexine,外壁內層,,外壁内层,104.11.09,2017-07-24
3178801,endo-form,銹孢型,,锈孢型,104.11.09,2017-07-24
3178802,endoascospore,子囊孢子内胞,,子囊孢子内胞,104.11.09,2017-07-24
3178803,endoascus,子囊内膜,,子囊内壁,104.11.09,2017-07-24
3178804,endocarp,內果皮,,内果皮,104.11.09,2017-07-24
3178805,endoconidium,内分生孢子,,内分生孢子,104.11.09,2017-07-24
3178806,endocyanosis,胞内藍藻共生,,胞内蓝藻共生,104.11.09,2017-07-24
3178807,endocytosis,胞吞作用,,内吞[作用],104.11.09,2017-07-24
3178808,endodermis,內皮層,,内皮层,104.11.09,2017-07-24
3178809,endogenous,內源的,,内源的,104.11.09,2017-07-24
3178810,endogenous origin,內生源,,内生源,104.11.09,2017-07-24
3178811,endogenous periodicity,内源周期性,,内源周期性,104.11.09,2017-07-24
3178812,endogenous respiration,内源呼吸,,内源呼吸,104.11.09,2017-07-24
3178813,endogenous rhythm,內源節律,,内源节律,104.11.09,2017-07-24
3178814,endogenous timing,內源節律,,内源节律,104.11.09,2017-07-24
3178815,endolithic lichen,石内地衣,,石内地衣,104.11.09,2017-07-24
3178816,endomembrane system,內膜系統,,内膜系统,104.11.09,2017-07-24
3178817,endomycorrhiza,內生菌根,,内生菌根,104.11.09,2017-07-24
3178818,endonexine,外壁內底層,,外壁内底层,104.11.09,2017-07-24
3178819,endoparasite,內寄生物,,内寄生物,104.11.09,2017-07-24
3178820,endophenotype,內在表現型,,内在表现型,104.11.09,2017-07-24
3178821,endophloeodal lichen,樹皮内生地衣,,树皮内生地衣,104.11.09,2017-07-24
3178822,endophytic algae,內生藻類,,内生藻类,104.11.09,2017-07-24
3178823,endoplasmic reticulum,內質網,,内质网,104.11.09,2017-07-24
3178824,endoporus,內孔,,内孔,104.11.09,2017-07-24
3178825,endosmosis,內滲透,,内渗,104.11.09,2017-07-24
3178826,endosperm,胚乳,,胚乳,104.11.09,2017-07-24
3178827,endosperm embryo,胚乳胚,,胚乳胚,104.11.09,2017-07-24
3178828,endosperm haustorium,胚乳吸器,,胚乳吸器,104.11.09,2017-07-24
3178829,endospore,內生孢子,,内生孢子,104.11.09,2017-07-24
3178830,endosporium,孢子内壁,,[孢子]内壁,104.11.09,2017-07-24
3178831,endostomium,內蒴齒；內齒層,,内蒴齿；内齿层,104.11.09,2017-07-24
3178832,endothecium,葯室內壁；{蒴}內層,,药室内壁；[蒴]内层,104.11.09,2017-07-24
3178833,endotrophic symbiosis,體內共生,,体内共生,104.11.09,2017-07-24
3178834,endotunica,子囊内壁,,子囊内壁,104.11.09,2017-07-24
3178835,energy of activation,活化能,,活化能,104.11.09,2017-07-24
3178836,enriching shoot,強枝,,强枝,104.11.09,2017-07-24
3178837,entomochore,蟲布植物,,虫布植物,104.11.09,2017-07-24
3178838,entomophilous flower,蟲媒花,,虫媒花,104.11.09,2017-07-24
3178839,entomophilous plant,蟲媒植物,,虫媒植物,104.11.09,2017-07-24
3178840,entomophilous pollination,蟲媒授粉,,虫媒传粉,104.11.09,2017-07-24
3178841,entomophily,蟲媒,,虫媒,104.11.09,2017-07-24
3178842,entomosporae,蟲布植物,,虫布植物,104.11.09,2017-07-24
3178843,entrainment,同步化,,同步化,104.11.09,2017-07-24
3178844,entropy,熵,,熵,104.11.09,2017-07-24
3178845,environmental botany,環境植物學,,环境植物学,104.11.09,2017-07-24
3178846,environmental indicator,環境指標,,环境指示者,104.11.09,2017-07-24
3178847,environmental physiology,環境生理學,,环境生理学,104.11.09,2017-07-24
3178848,enzyme,酶；酵素,,酶,104.11.09,2017-07-24
3178849,enzyme-substrate activity,酶-受質活性,,酶-底物活性,104.11.09,2017-07-24
3178850,enzyme-substrate molecule,酶-受質分子,,酶-底物分子,104.11.09,2017-07-24
3178851,ephemeral plant,短命植物,,短命植物,104.11.09,2017-07-24
3178852,ephemeroid,類短命植物,,类短命植物,104.11.09,2017-07-24
3178853,epibasidium,上擔子,,上担子,104.11.09,2017-07-24
3178854,epibiotic speccies,孑遺種,,孑遗种；残遗种,104.11.09,2017-07-24
3178855,epiblem,根被皮,,根被皮,104.11.09,2017-07-24
3178856,epicalyx,副萼,,副萼,104.11.09,2017-07-24
3178857,epicotyl,上胚軸,,上胚轴,104.11.09,2017-07-24
3178858,epidermal hair,表皮毛,,表皮毛,104.11.09,2017-07-24
3178859,epidermis,表皮,,表皮,104.11.09,2017-07-24
3178860,epigeous,子葉出土型,,子叶出土型,104.11.09,2017-07-24
3178861,epigynous flower,上位花,,上位花,104.11.09,2017-07-24
3178862,epigynous stamen,上位雄蕊,,上位着生雄蕊,104.11.09,2017-07-24
3178863,epigyny,上位,,上位,104.11.09,2017-07-24
3178864,epinasty,下垂伸展型,,下垂伸展型,104.11.09,2017-07-24
3178865,epipetalous,在花瓣上的,,在花瓣上的,104.11.09,2017-07-24
3178866,epipetalous stamen,冠生雄蕊；瓣生雄蕊,,冠生雄蕊；瓣生雄蕊,104.11.09,2017-07-24
3178867,epipetaly,瓣生,,瓣生,104.11.09,2017-07-24
3178868,epiphenotype,後成表現型,,表观表型,104.11.09,2017-07-24
3178869,epiphragm,表膜,,表膜,104.11.09,2017-07-24
3178870,epiphyll,葉附生植物,,叶附生植物,104.11.09,2017-07-24
3178871,epiphyllae,葉附生植物,,叶附生植物,104.11.09,2017-07-24
3178872,epiphysis,胚芽原,,胚芽原,104.11.09,2017-07-24
3178873,epiphyte,附生植物,,附生植物,104.11.09,2017-07-24
3178874,epiphytic root,附生根,,附生根,104.11.09,2017-07-24
3178875,epiplasm,造孢餘質,,造孢剩质,104.11.09,2017-07-24
3178876,episepalous,萼片上的,,萼片上的,104.11.09,2017-07-24
3178877,epispore,孢子外壁,,[孢子]附壁,104.11.09,2017-07-24
3178878,episporium,孢子外壁,,[孢子]附壁,104.11.09,2017-07-24
3178879,epistasis,上位性,,上位性,104.11.09,2017-07-24
3178880,epithecial cortex,囊層皮,,囊层皮,104.11.09,2017-07-24
3178881,epithecium,囊層被,,囊层被,104.11.09,2017-07-24
3178882,epithelium,上皮,,上皮,104.11.09,2017-07-24
3178883,epivalve,上殼面,,上壳面,104.11.09,2017-07-24
3178884,equal dichotomy,等二歧分枝,,等二歧分枝,104.11.09,2017-07-24
3178885,equal division,等分裂,,均等分裂,104.11.09,2017-07-24
3178886,equatorial axis,赤道軸,,赤道轴,104.11.09,2017-07-24
3178887,equatorial face,赤道面,,赤道面,104.11.09,2017-07-24
3178888,equatorial view,赤道面觀,,赤道面观,104.11.09,2017-07-24
3178889,equivalent species,等值種,,等值种；等价种,104.11.09,2017-07-24
3178890,erect stem,直立莖,,直立茎,104.11.09,2017-07-24
3178891,eremophyte,荒漠植物,,荒漠植物,104.11.09,2017-07-24
3178892,ergastic substance,後生物質,,后含物,104.11.09,2017-07-24
3178893,ergosome,聚核糖體,,聚核糖体,104.11.09,2017-07-24
3178894,erythroamylose,支鏈澱粉,,支链淀粉,104.11.09,2017-07-24
3178895,essential element,必需元素,,必需元素,104.11.09,2017-07-24
3178896,essential oil,精油；揮發油,,精油,104.11.09,2017-07-24
3178897,ethnobotany,民族植物學,,民族植物学,104.11.09,2017-07-24
3178898,ethylene,乙烯,,乙烯,104.11.09,2017-07-24
3178899,etiolated seedling,黃化苗,,黄化苗,104.11.09,2017-07-24
3178900,etiolation,黃化,,黄化,104.11.09,2017-07-24
3178901,etioplast,黃化體,,黄化体,104.11.09,2017-07-24
3178902,eu-form,全孢型,,全孢型,104.11.09,2017-07-24
3178903,eucarpic reproduction,分體產果式生殖,,分体产果式生殖,104.11.09,2017-07-24
3178904,eudicotyledons,真雙子葉植物,,真双子叶植物,104.11.09,2017-07-24
3178905,eukaryote,真核生物,,真核生物,104.11.09,2017-07-24
3178906,Euramerican flora,歐美植物區系,,欧美植物区系,104.11.09,2017-07-24
3178907,Eurasian flora,歐亞植物區系,,欧亚植物区系,104.11.09,2017-07-24
3178908,eurychoric species,廣域種,,广域种,104.11.09,2017-07-24
3178909,euryhaline organisms,廣鹽性生物,,广盐性生物,104.11.09,2017-07-24
3178910,eurypalynous,廣域孢粉類型的,,多孢粉类型[的],104.11.09,2017-07-24
3178911,euryphotic organisms,廣光性生物,,广旋旋旋光性生物,104.11.09,2017-07-24
3178912,eurytopic species,廣幅種,,广幅种,104.11.09,2017-07-24
3178913,eusporangiate type,厚囊型；厚壁孢子囊型,,厚囊型；厚壁孢子囊型,104.11.09,2017-07-24
3178914,eusporangium,厚壁孢子囊,,厚壁孢子囊,104.11.09,2017-07-24
3178915,eustele,真中柱；真中軸,,真中柱；真中心柱,104.11.09,2017-07-24
3178916,eusymbiosis,真共生,,真共生,104.11.09,2017-07-24
3178917,euthecium,真子囊果,,真子囊果,104.11.09,2017-07-24
3178918,eutrophic plant,富養植物,,富养植物,104.11.09,2017-07-24
3178919,eutrophyte,富養植物,,富养植物,104.11.09,2017-07-24
3178920,evapotranspiration,蒸發散作用,,蒸发散作用,104.11.09,2017-07-24
3178921,evapotranspiration rate,蒸發散率,,蒸发散率,104.11.09,2017-07-24
3178922,evenness index,均度指數,,均匀度指数,104.11.09,2017-07-24
3178923,evergreen broad-leaved forest,常綠闊葉林,,常绿阔叶林,104.11.09,2017-07-24
3178924,evolution,演化,,进化；演化,104.11.09,2017-07-24
3178925,evolutionary botany,演化植物學,,进化植物学；演化植物学,104.11.09,2017-07-24
3178926,evolutionism,演化論,,无环带孢子囊,104.11.09,2017-07-24
3178927,exannulate sporangium,無環帶孢子囊,,无环带孢子囊,104.11.09,2017-07-24
3178928,exarch,外始式,,外始式,104.11.09,2017-07-24
3178929,exciple,囊盤被,,囊盘被,104.11.09,2017-07-24
3178930,excipulum,囊盤被,,囊盘被,104.11.09,2017-07-24
3178931,exclusive species,獨佔種,,确限种,104.11.09,2017-07-24
3178932,exergonic,釋能的,,释能的,104.11.09,2017-07-24
3178933,exine,花粉外壁,,外壁,104.11.09,2017-07-24
3178934,exit tube,出管,,出管,104.11.09,2017-07-24
3178935,exocarp,外果皮,,外果皮,104.11.09,2017-07-24
3178936,exocytosis,胞吐作用,,胞吐作用,104.11.09,2017-07-24
3178937,exodermis,外皮層,,外皮层,104.11.09,2017-07-24
3178938,exogenetic succession,外因演替,,外因演替,104.11.09,2017-07-24
3178939,exogenous origin,外生源,,外生源,104.11.09,2017-07-24
3178940,exogenous rhythm,外源節律,,外源节律,104.11.09,2017-07-24
3178941,exogenous timing,外源節律,,外源节律,104.11.09,2017-07-24
3178942,exon,外顯子,,外显子,104.11.09,2017-07-24
3178943,exophenotype,外在表現型,,外在表型,104.11.09,2017-07-24
3178944,exospore,[孢子]外壁,,[孢子]外壁,104.11.09,2017-07-24
3178945,exosporium,孢子外壁,,[孢子]外壁,104.11.09,2017-07-24
3178946,exostomium,外蒴齒；外齒層,,外蒴齿；外齿层,104.11.09,2017-07-24
3178947,exothecium,[蒴]外層,,[蒴]外层,104.11.09,2017-07-24
3178948,exotic species,外來種,,外来种,104.11.09,2017-07-24
3178949,explant,分割植株；外植體,,外植体,104.11.09,2017-07-24
3178950,explosive speciation,爆發式種化,,爆发式物种形成；爆发式成种,104.11.09,2017-07-24
3178951,exserted stamen,伸出雄蕊；突出雄蕊,,伸出雄蕊；突出雄蕊,104.11.09,2017-07-24
3178952,extra cambium,額外形成層,,额外形成层,104.11.09,2017-07-24
3178953,extra-axillary inflorescence,腋外花序,,腋外花序,104.11.09,2017-07-24
3178954,extra-tapetal membrane,外營養層膜；外絨氈層膜,,外绒毡层膜,104.11.09,2017-07-24
3178955,extrafloral nectary,花外蜜腺,,花外蜜腺,104.11.09,2017-07-24
3178956,extrinsic speciation,外因性種化,,外因性物种形成；外因性成种,104.11.09,2017-07-24
3178957,extrorse anther,外向[花]葯,,外向药,104.11.09,2017-07-24
3178958,exudate,滲出物,,溢泌物,104.11.09,2017-07-24
3178959,exudation,滲出,,溢泌,104.11.09,2017-07-24
3178960,eye spot,眼點,,眼点,104.11.09,2017-07-24
3178961,eyespot,眼點,,眼点,104.11.09,2017-07-24
3178962,facultative parasite,兼性寄生物,,兼性寄生物,104.11.09,2017-07-24
3178963,falciphore,鐮形柄,,镰形能育丝柄,104.11.09,2017-07-24
3178964,false annual ring,假年輪,,假年轮,104.11.09,2017-07-24
3178965,false dichotomy,假二叉分枝,,假二叉分枝；假二歧分枝,104.11.09,2017-07-24
3178966,false fruit,假果,,假果,104.11.09,2017-07-24
3178967,false membrane,堆膜；假膜,,堆膜；假膜,104.11.09,2017-07-24
3178968,false nerve,假脈,,假脉,104.11.09,2017-07-24
3178969,false vein,假脈,,假脉,104.11.09,2017-07-24
3178970,falx,鐮形絲,,镰形能育丝,104.11.09,2017-07-24
3178971,family,科,,科,104.11.09,2017-07-24
3178972,farinaceous endosperm,粉質胚乳,,粉质胚乳,104.11.09,2017-07-24
3178973,fasciation,成束；扁平化,,扁平化,104.11.09,2017-07-24
3178974,fascicle,簇生,,密伞；簇生,104.11.09,2017-07-24
3178975,fascicled bud,簇生芽,,簇生芽,104.11.09,2017-07-24
3178976,fascicled leaf,簇生葉,,簇生叶,104.11.09,2017-07-24
3178977,fascicled phyllotaxy,簇生葉序,,簇生叶序,104.11.09,2017-07-24
3178978,fascicular bud,簇生芽,,簇生芽,104.11.09,2017-07-24
3178979,fascicular cambium,束內形成層,,束中形成层；束内形成层,104.11.09,2017-07-24
3178980,feedback inhibition,回饋抑制；反饋抑制,,反馈抑制,104.11.09,2017-07-24
3178981,female cone,雌毬果,,雌球果,104.11.09,2017-07-24
3178982,female gametophyte,雌配子體,,雌配子体,104.11.09,2017-07-24
3178983,female germ unit,雌性生殖單位,,雌性生殖单位,104.11.09,2017-07-24
3178984,female receptacle,藏卵器托；雌生殖器托,,雌[器]托,104.11.09,2017-07-24
3178985,fenestrate,窗孔狀[的],,窗孔[的]；穿孔[的],104.11.09,2017-07-24
3178986,fermentation,發酵,,发酵,104.11.09,2017-07-24
3178987,ferredoxin,鐵氧化還原蛋白,,铁氧还蛋白,104.11.09,2017-07-24
3178988,fertile frond,生殖葉；繁殖葉,,能育叶；生殖叶,104.11.09,2017-07-24
