ID,英文名稱,中文名稱,圖片,場所標示類別,備註,更新日期
1503232,Science Fair,科展,,展覽陳列區,,2012-11-26
1503233,Art Collection,美術品典藏室,,展覽陳列區,,2012-11-26
1503234,Exhibition Area,展示區,,展覽陳列區,,2012-11-26
1503235,Calligraphy Exhibition ,書法展示區,,展覽陳列區,,2012-11-26
1503236,Display Case,展示櫃,,展覽陳列區,,2012-11-26
1503237,Galleries,展覽區,,展覽陳列區,,2012-11-26
1503238,Marine Fisheries Exhibition Room,海洋漁業展示室,,展覽陳列區,,2012-11-26
1503239,Special Exhibition Gallery,特展區,,展覽陳列區,,2012-11-26
1503240,Viewing Corridor,參觀走廊,,展覽陳列區,,2012-11-26
1503241,Museum,博物館,,展覽陳列區,,2012-11-26
1503242,History Exhibition Room,發展史室,,展覽陳列區,,2012-11-26
1503243,Township History Room,鄉史室(館),,展覽陳列區,,2012-11-26
1503244,Crafts Workshop,傳統工藝坊,,展覽陳列區,,2012-11-26
1503245,Arts Boulevard,傳藝大道,,展覽陳列區,,2012-11-26
1503246,Service Exhibition,業務展示室,,展覽陳列區,,2012-11-26
1503247,Fishing Gear and Vessel Exhibition,漁具模型室,,展覽陳列區,,2012-11-26
1503248,History of Household Registration in Taiwan,臺灣戶政史,,展覽陳列區,,2012-11-26
1503249,Student Works Exhibition Room,學員成品展示室,,展覽陳列區,,2012-11-26
1503250,Sculpture Hall,雕塑大廳,,展覽陳列區,,2012-11-26
1503251,Library History Room,館史室,,展覽陳列區,,2012-11-26
1503252,Art and Manuscripts Collection,藝文典藏室,,展覽陳列區,,2012-11-26
1503253,Ikebana Art,藝術插花,,展覽陳列區,,2012-11-26
1503254,Auditorium,禮堂,,會議展演場所,,2012-11-26
1503255,Performance Hall,演藝廳,,會議展演場所,,2012-11-26
1503256,Regional Folk Hall,民俗館,,會議展演場所,,2012-11-26
1503257,Petrified Fossil Museum,化石館,,會議展演場所,,2012-11-26
1503258,Gallery,藝術走廊,,會議展演場所,,2012-11-26
1503259,"Row A～K, Odd-numbered",A～K排單號,,會議展演場所,,2012-11-26
1503260,Group Discussion Room,分組討論室,,會議展演場所,,2012-11-26
1503261,Meeting Area,民眾洽談區,,會議展演場所,,2012-11-26
1503262,Multimedia World,多媒體世界,,會議展演場所,,2012-11-26
1503263,Multimedia Video-on-Demand,多媒體隨選視訊,,會議展演場所,,2012-11-26
1503264,Streaming Media and Cable TV Studio,串流媒體暨有線電視系統控室,,會議展演場所,,2012-11-26
1503265,Fly Counterweight Area,拉幕橋配重區,,會議展演場所,,2012-11-26
1503266,Covered Stage,雨天表演場,,會議展演場所,,2012-11-26
1503267,Backstage Lounge,後演室,,會議展演場所,,2012-11-26
1503268,Meeting Room,研討室,,會議展演場所,,2012-11-26
1503269,Interview Room,面詢室,,會議展演場所,,2012-11-26
1503270,Sound Control Room,音響室,,會議展演場所,,2012-11-26
1503271,Naluwan Theater,娜麓灣歌舞館,,會議展演場所,,2012-11-26
1503272,Makeup Room,容粧室,,會議展演場所,,2012-11-26
1503273,Meeting Recorders’ Room,特約記錄人員撰稿室,,會議展演場所,,2012-11-26
1503274,Meeting Area,討論區,,會議展演場所,,2012-11-26
1503275,Interrogation Room,偵訊室,,會議展演場所,,2012-11-26
1503276,Seminar Room,專題討論室,,會議展演場所,,2012-11-26
1503277,Interview Room,晤談室,,會議展演場所,,2012-11-26
1503278,Amphitheater,野外表演廣場,,會議展演場所,,2012-11-26
1503279,Odd-numbered Seats,單號觀眾席,,會議展演場所,,2012-11-26
1503280,Media Studio,媒體工作室,,會議展演場所,,2012-11-26
1503281,Internet Conference Room,視訊聯網會議室,,會議展演場所,,2012-11-26
1503282,Consulting Room,會談室,,會議展演場所,,2012-11-26
1503283,Conference Room(大型) / Meeting Room(小型),會議室,,會議展演場所,,2012-11-26
1503284,Conference Hall,會議廳,,會議展演場所,,2012-11-26
1503285,AV Program,節目播放表,,會議展演場所,,2012-11-26
1503286,Inquiry Room,詢問室,,會議展演場所,,2012-11-26
1503287,Experimental Theater,實驗劇場,,會議展演場所,,2012-11-26
1503288,Recital Hall,演奏廳,,會議展演場所,,2012-11-26
1503289,Performing Arts and Culture Hall,演藝文化館,,會議展演場所,,2012-11-26
1503290,Stage Props Room,舞台工具室,,會議展演場所,,2012-11-26
1503291,Stage Manager's Office,舞台監督室,,會議展演場所,,2012-11-26
1503292,Theater,劇院,,會議展演場所,,2012-11-26
1503293,Costume Room,箱房,,會議展演場所,,2012-11-26
1503294,Lighting Tool Room,燈光工具室,,會議展演場所,,2012-11-26
1503295,Lighting Equipment Storeroom / Storage,燈光儲藏室,,會議展演場所,,2012-11-26
1503296,Recording Room,錄音室,,會議展演場所,,2012-11-26
1503297,Theater,戲劇館,,會議展演場所,,2012-11-26
1503298,Lecture Hall,講堂,,會議展演場所,,2012-11-26
1503299,Backstage Lounge,禮堂準備室,,會議展演場所,,2012-11-26
1503300,Even-Numbered,雙號,,會議展演場所,,2012-11-26
1503301,Council Room,議事廳,,會議展演場所,,2012-11-26
1503302,Audience Seating,觀眾席,,會議展演場所,,2012-11-26
1503303,Events Planning / Event Planning,藝文活動組,,會議展演場所,,2012-11-26
1503304,Animated Arts Hall,動畫館,,會議展演場所,,2012-11-26
1503305,Gourd Carving Museum,葫蘆雕刻藝術館,,會議展演場所,,2012-11-26
1503306,Souvenir Stamps Here,紀念章蓋印處,,會議展演場所,,2012-11-26
1503307,Auditorium,大禮堂,,會議展演場所,,2012-11-26
1503308,Stage Right (Left),右(右)側舞台,,會議展演場所,,2012-11-26
1503309,IMAX Theater,立體電影院,,會議展演場所,,2012-11-26
1503310,Meeting Room / Conference Room,多媒體會議室,,會議展演場所,,2012-11-26
1503311,Briefing Room / Multimedia Room,多媒體簡報室,,會議展演場所,,2012-11-26
1503312,Interview Room,協談室(入出境管理局),,會議展演場所,,2012-11-26
1503313,Initial Review Room,初審討論室,,會議展演場所,,2012-11-26
1503314,Backstage Air Conditioner Control Panel,後台空調控制盤,,會議展演場所,,2012-11-26
1503315,Backstage,後臺,,會議展演場所,,2012-11-26
1503316,Record Room,紀錄室,,會議展演場所,,2012-11-26
1503317,Music Group,音樂小組,,會議展演場所,,2012-11-26
1503318,Sound Equipment Room,音響器材室,,會議展演場所,,2012-11-26
1503319,Parents Interview Room,家長晤談室,,會議展演場所,,2012-11-26
1503320,Observers’ Area,旁聽席,,會議展演場所,,2012-11-26
1503321,Meeting Room / Discussion Room,討論室,,會議展演場所,,2012-11-26
1503322,Follow Spot Room,追蹤燈室,,會議展演場所,,2012-11-26
1503323,International Conference Hall / Conference Hall,國際會議廳,,會議展演場所,,2012-11-26
1503324,Rehearsal Room,排演(練)室,,會議展演場所,,2012-11-26
1503325,Conference Room I (大型) / Meeting Room I (小型),第一會議室,,會議展演場所,,2012-11-26
1503326,Odd-numbered,單號,,會議展演場所,,2012-11-26
1503327,Lectern,報告臺,,會議展演場所,,2012-11-26
1503328,Conference Room,視訊會議室,,會議展演場所,,2012-11-26
1503329,Meeting in Progress,開會中,,會議展演場所,,2012-11-26
1503330,Meeting in Progress,會議中,,會議展演場所,,2012-11-26
1503331,Staff Room,會議準備室,,會議展演場所,,2012-11-26
1503332,Meeting Room,業務洽談室,,會議展演場所,,2012-11-26
1503333,Meeting Room for the Board,董事會會議室,,會議展演場所,,2012-11-26
1503334,Electrical Fly Control Panel,電動吊具控制盤,,會議展演場所,,2012-11-26
1503335,Dressing Room,演出準備室,,會議展演場所,,2012-11-26
1503336,Dressing Room,演員化妝室,,會議展演場所,,2012-11-26
1503337,Stage,舞台,,會議展演場所,,2012-11-26
1503338,Right (Left) Props Storage,舞台道具存放區右(左)側,,會議展演場所,,2012-11-26
1503339,Stage Working Section,舞台操作區,,會議展演場所,,2012-11-26
1503340,Theater,劇場,,會議展演場所,,2012-11-26
1503341,Linear Editing Studio,線性剪輯工作室,,會議展演場所,,2012-11-26
1503342,Lighting Control Room,燈光室,,會議展演場所,,2012-11-26
1503343,Lighting Control Room,燈控室,,會議展演場所,,2012-11-26
1503344,Stage,戲台,,會議展演場所,,2012-11-26
1503345,Waterfront Theater,臨水實驗劇場,,會議展演場所,,2012-11-26
1503346,Lecture Hall,講習廳,,會議展演場所,,2012-11-26
1503347,Briefing Room,簡報室,,會議展演場所,,2012-11-26
1503348,Council Room,議事堂,,會議展演場所,,2012-11-26
1503349,1. Stage              2. Outdoor Stage (書面),露天劇場,,會議展演場所,,2012-11-26
1503350,House Air Conditioner Control Panel,觀眾席空調控制盤,,會議展演場所,,2012-11-26
1503351,Breezeway,穿堂,,教育學習訓練,,2012-11-26
1503352,Heritage & Culture Classroom,鄉土教室,,教育學習訓練,,2012-11-26
1503353,English Classroom,英語教室,,教育學習訓練,,2012-11-26
1503354,General Classroom,綜合教室,,教育學習訓練,,2012-11-26
1503355,Reading Corner,閱讀角,,教育學習訓練,,2012-11-26
1503356,Don't take what's not yours,教室物品不可帶回家,,教育學習訓練,,2012-11-26
1503357,Culinary Arts,廚藝教室,,教育學習訓練,,2012-11-26
1503358,Common Room,多功能教室,,教育學習訓練,,2012-11-26
1503359,Storytelling Room,故事教室,,教育學習訓練,,2012-11-26
1503360,Kindergarten Level 2,中班,,教育學習訓練,,2012-11-26
1503361,Kindergarten Level 1 Class 1,小一班,,教育學習訓練,,2012-11-26
1503362,Kindergarten Level 3 Class 3,大三班,,教育學習訓練,,2012-11-26
1503363,Girls Senior High School,女子高級中學（女中）,,教育學習訓練,,2012-11-26
1503364,Lecture Hall,階梯教室,,教育學習訓練,,2012-11-26
1503365,Penguin Class,企鵝班 (幼稚園/托兒所),,教育學習訓練,,2012-11-26
1503366,Self-defense Training,防身術教室,,教育學習訓練,,2012-11-26
1503367,Arts and Culture Studio,藝文教室,,教育學習訓練,,2012-11-26
1503368,Interdepartmental Classrooms,綜合教學大樓,,教育學習訓練,,2012-11-26
1503369,Arts Studio,繪畫教室,,教育學習訓練,,2012-11-26
1503370,Weight Room,重量訓練室,,教育學習訓練,,2012-11-26
1503371,Keep the classroom clean,保持教室清潔.,,教育學習訓練,,2012-11-26
1503372,No food or drinks in class,上課不可吃零食,,教育學習訓練,,2012-11-26
1503373,"Always say, 'Please,' 'Thank you,' and 'Sorry'","常說: 請, 謝謝, 對不起",,教育學習訓練,,2012-11-26
1503374,Provisional Office of National _______ University Affiliated High School,國立_____大學附屬中學籌備處,,教育學習訓練,,2012-11-26
1503375,Eraser Cleaner,板擦機,,教育學習訓練,,2012-11-26
1503376,International Standard Dance Troupe,國際標準舞社,,教育學習訓練,,2012-11-26
1503377,Activity Counselor Club,康輔社,,教育學習訓練,,2012-11-26
1503378,Weapons Maintenance,擦槍室,,教育學習訓練,,2012-11-26
1503379,Eco-engineering Education Center,生態工法教育中心,,教育學習訓練,,2012-11-26
1503380,In-service Teacher Education,教師在職進修,,教育學習訓練,,2012-11-26
1503381,Closing Address,閉幕詞,,教育學習訓練,,2012-11-26
1503382,Turning of the Tassel,正冠撥穗,,教育學習訓練,,2012-11-26
1503383,Parent-Teacher Association (PTA) Meeting,親職座談會暨班級家長會,,教育學習訓練,,2012-11-26
1503384,Special Education Center for the Hearing Impaired,聽語中心,,教育學習訓練,,2012-11-26
1503385,Special Education Center for the Visually Impaired,啟明中心,,教育學習訓練,,2012-11-26
1503386,Special Education Center for the Hearing Impaired,啟聰中心,,教育學習訓練,,2012-11-26
1503387,Food Vendor Sanitation Training,營業衛生從業人員衛生講習,,教育學習訓練,,2012-11-26
1503388,Rescue Training Room,人命搜索訓練室,,教育學習訓練,,2012-11-26
1503389,Soil Survey and Classification Laboratory,土壤調查及分類研究室,,教育學習訓練,,2012-11-26
1503390,Machinery Maintenance Class,工程機械修護班,,教育學習訓練,,2012-11-26
1503391,"Grade Six, Class Five (非數字者採通用拼音)",六年五班,,教育學習訓練,,2012-11-26
1503392,Group Discussion Room,分組教學教室,,教育學習訓練,,2012-11-26
1503393,Word Processing Classroom,文書電腦班,,教育學習訓練,,2012-11-26
1503394,Daycare Center,日間托育中心(托兒所),,教育學習訓練,,2012-11-26
1503395,Aquacultural Technical Education Center,水產養殖技術教學中心,,教育學習訓練,,2012-11-26
1503396,Young Children's Classroom,幼兒教育情境教室,,教育學習訓練,,2012-11-26
1503397,Teaching Materials Room,幼教教具操作室,,教育學習訓練,,2012-11-26
1503398,Kindergarten Classroom,幼稚園教室,,教育學習訓練,,2012-11-26
1503399,Traffic Safety Lecture Room,交通安全教育室,,教育學習訓練,,2012-11-26
1503400,Classroom Assignment Schedule,各班次教室分配表,,教育學習訓練,,2012-11-26
1503401,Multimedia Classroom,多媒體教室,,教育學習訓練,,2012-11-26
1503402,Day Care Room,成人日間照顧教室,,教育學習訓練,,2012-11-26
1503403,Group Growth Room,成長團體室,,教育學習訓練,,2012-11-26
1503404,ARPA Simulator Room,自動測繪雷達模擬機教室,,教育學習訓練,,2012-11-26
1503405,Self-Study Area,自學區,,教育學習訓練,,2012-11-26
1503406,Alumni Center,系友會,,教育學習訓練,,2012-11-26
1503407,Disaster Prevention Education Room / Center / Hall,防災教育館,,教育學習訓練,,2012-11-26
1503408,Science Discovery Room,兒童科學探索室,,教育學習訓練,,2012-11-26
1503409,Children's Audiovisual Classroom,兒童視聽教室,,教育學習訓練,,2012-11-26
1503410,Chinese Board Writing Practice Room,板書教室,,教育學習訓練,,2012-11-26
1503411,Physics Classroom,物理專業教室,,教育學習訓練,,2012-11-26
1503412,Activity Room,社團教室,,教育學習訓練,,2012-11-26
1503413,Metal Works,金屬造型職類,,教育學習訓練,,2012-11-26
1503414,Research Training Building,研訓大樓,,教育學習訓練,,2012-11-26
1503415,Classroom / Training Room,研習教室,,教育學習訓練,,2012-11-26
1503416,Science Building,科學館,,教育學習訓練,,2012-11-26
1503417,Art and Craft Classroom,美勞教室,,教育學習訓練,,2012-11-26
1503418,Military Education Office,軍訓室,,教育學習訓練,,2012-11-26
1503419,Music Classroom,音樂教室,,教育學習訓練,,2012-11-26
1503420,Food Processing Machine Room,食品機械室,,教育學習訓練,,2012-11-26
1503421,Travel Agency Training Room,旅行實務室,,教育學習訓練,,2012-11-26
1503422,Campus News Room,校刊室,,教育學習訓練,,2012-11-26
1503423,Meteorology Workshop,氣象實習室,,教育學習訓練,,2012-11-26
1503424,Survival Techniques and Craft Training Center,海上求生與艇筏操縱訓練中心,,教育學習訓練,,2012-11-26
1503425,Chart Drawing Room,海圖繪圖室,,教育學習訓練,,2012-11-26
1503426,Joint Classroom,班群教室,,教育學習訓練,,2012-11-26
1503427,Tea Products Workshop,茶葉多元化產品實習教室,,教育學習訓練,,2012-11-26
1503428,Training Classroom,訓練班教室,,教育學習訓練,,2012-11-26
1503429,National Open University Textbooks,國立空中大學出版品專櫃,,教育學習訓練,,2012-11-26
1503430,Assessment Classroom,基本能力教室,,教育學習訓練,,2012-11-26
1503431,Training Room,常訓教室,,教育學習訓練,,2012-11-26
1503432,Scenario Simulation Classroom,情境模擬教室,,教育學習訓練,,2012-11-26
1503433,Education Research Room,教育研究室,,教育學習訓練,,2012-11-26
1503434,Classroom,教室,,教育學習訓練,,2012-11-26
1503435,Teaching Resources Room,教學資源室,,教育學習訓練,,2012-11-26
1503436,Histopathology Classroom,組織病理實習教室,,教育學習訓練,,2012-11-26
1503437,Seamanship Room,船藝教室,,教育學習訓練,,2012-11-26
1503438,Training Center,勞工學苑,,教育學習訓練,,2012-11-26
1503439,Computer Programming Classroom,程式設計,,教育學習訓練,,2012-11-26
1503440,Audiovisual Classroom,視訊教室,,教育學習訓練,,2012-11-26
1503441,Audiovisual Classroom,視聽教室,,教育學習訓練,,2012-11-26
1503442,Mothering Classroom,媽媽教室,,教育學習訓練,,2012-11-26
1503443,Business Management Training Room,經營實習教室,,教育學習訓練,,2012-11-26
1503444,Farmers’ Classroom,農民教室,,教育學習訓練,,2012-11-26
