ID,英文名稱,中文名稱,圖片,學門,更新時間,更新日期
5456194,corpus callosum,胼胝體,,高中生物,,2022-07-15
5456195,corpus luteum,黃體,,高中生物,,2022-07-15
5456196,corpus striatum,紋狀體,,高中生物,,2022-07-15
5456197,corridor,廊道,,生態學,,2022-07-15
5456198,cortex,皮層；皮質,,高中生物,,2022-07-15
5456199,cortical granule,皮質顆粒,,大一普生,,2022-07-15
5456200,cortical nephron,皮質腎元,,高中生物,,2022-07-15
5456201,corticosteroid,皮質類固醇,,大一普生,,2022-07-15
5456202,corticotropin-releasing hormone {= CRH},促腎上腺皮質素釋素,,高中生物,,2022-07-15
5456203,cortisol,皮質醇,,,,2022-07-15
5456204,cortisone,皮質酮；可體松,,高中生物,,2022-07-15
5456205,corymb,繖房花序,,植物學,,2022-07-15
5456206,cosmid,黏[接]質體,,細胞生物,20220719修訂,2022-07-19
5456207,cotranslational import,共轉譯輸入,,細胞生物,,2022-07-15
5456208,cotranslational translocation,轉譯中移位,,細胞生物,,2022-07-15
5456209,co-transport; coupled transport,共同運輸；偶聯運輸,,細生組,,2022-07-15
5456210,cotyledon,子葉,,高中生物,,2022-07-15
5456211,counter shading,消影；隱蔽,,生態學,,2022-07-15
5456212,countercurrent exchange,對流交換；逆流交換,,高中生物,20220616修訂,2022-07-15
5456213,counter-current flow,逆向流動,,高中生物,,2022-07-15
5456214,countercurrent multiplier system,對流倍增系統,,大一普生,,2022-07-15
5456215,coupled reaction,偶聯反應；偶合反應,,高中生物,,2022-07-15
5456216,coupled transporta; co-transport,偶聯運輸；共同運輸,,細生組,,2022-07-15
5456217,coupling,偶聯；偶合；耦合,,細胞生物,,2022-07-15
5456218,courtship,求偶,,高中生物,,2022-07-15
5456219,courtship behavior,求偶行為,,生態學,,2022-07-15
5456220,covalent bond,共價鍵,,細胞生物,,2022-07-15
5456221,covalent modification,共價修飾,,細胞生物,,2022-07-15
5456222,Coxsackie virus,柯薩奇[氏]病毒,,高中生物,,2022-07-15
5456223,CpG island,CpG島,,細胞生物,,2022-07-15
5456224,CPR {cardiopulmonary resuscitation},心肺復甦術,,生命科學,,2022-07-15
5456225,CPUE {Catch Per Unit Effort},單位努力漁獲量；單位努力捕獲量,,生態學,,2022-07-15
5456226,cranial nerve,腦神經,,高中生物,,2022-07-15
5456227,craniate,有頭盔[動物]類,,大一普生,,2022-07-15
5456228,cranium,顱腔；腦顱,,高中生物,,2022-07-15
5456229,crassinucellate ovule,厚珠心胚珠,,植物學,,2022-07-15
5456230,Crassulaceae,景天科,,高中生物,,2022-07-15
5456231,crassulacean acid metabolism {= CAM},景天[科]酸代謝,,生命科學,,2022-07-15
5456233,creatine,肌酸,,高中生物,,2022-07-15
5456234,creatinine,肌酸酐,,高中生物,,2022-07-15
5456235,creatinine clearance,肌酸酐廓清率,,高中生物,,2022-07-15
5456236,creeping stem; prostrate stem,匍匐莖,,生命科學,,2022-07-15
5456237,cremocarp,雙懸果,,,,2022-07-15
5456238,Cretaceous,白堊紀,,生態學,,2022-07-15
5456239,cretinism,呆小症,,高中生物,,2022-07-15
5456240,CRH {corticotropin-releasing hormone},促腎上腺皮質素釋素,,高中生物,,2022-07-15
5456241,cri-du-chat syndrome,貓叫症,,高中生物,,2022-07-15
5456242,Crinum asiaticum,文珠蘭；文殊蘭,,高中生物,,2022-07-15
5456243,crista {pl. cristae},[膜]皺褶,,高中生物,,2022-07-15
5456244,cristae {sing. crista},[膜]皺褶,,生命科學,,2022-07-15
5456245,critical concentration,臨界濃度,,細胞生物,,2022-07-15
5456246,critical dark length; critical night length,臨界夜長,,高中生物,,2022-07-15
5456247,critical day length,臨界日長；臨界日照,,高中生物,,2022-07-15
5456248,critically endangered species,極危[物]種,,生態學,,2022-07-15
5456249,critical load,臨界負載,,大一普生,,2022-07-15
5456250,critical night length; critical dark length,臨界夜長,,高中生物,,2022-07-15
5456251,Cro-Magnon man,克洛曼儂人,,高中生物,,2022-07-15
5456252,crop rotation,輪作,,大一普生,,2022-07-15
5456253,cross pollination,異花授粉,,高中生物,,2022-07-15
5456254,cross section,橫切面,,高中生物,,2022-07-15
5456255,cross bridge,橫橋 {肌細胞},,細胞生物,,2022-07-15
5456256,cross-exon recognition complex,跨外顯子辨識複合體,,細胞生物,,2022-07-15
5456257,crossing over; chromosomal crossover,[染色體]互換,,高中生物,,2022-07-15
5456259,crowding effect,擁擠效應,,生態學,,2022-07-15
5456260,crozier,產囊絲鉤,,植物學,,2022-07-15
5456261,CRP {cAMP receptor protein},環腺苷酸受體蛋白,,細胞生物,,2022-07-15
5456262,Crustacea,甲殼綱,,高中生物,,2022-07-15
5456263,crustacean,甲殼類,,高中生物,,2022-07-15
5456264,crustose lichen,殼狀地衣,,植物學,,2022-07-15
5456265,cryofixation,冷凍固定,,細胞生物,,2022-07-15
5456266,crypsis,隱蔽,,大一普生,,2022-07-15
5456267,cryptic species,隱蔽種,,大一普生,,2022-07-15
5456268,cryptochrome,隱色素,,細胞生物,,2022-07-15
5456269,cryptogam,隱花植物,,植物學,,2022-07-15
5456270,C-terminus; carboxyl end; carboxyl terminus,羧基端,,細胞生物,,2022-07-15
5456271,cuboidal epithelium,立方上皮,,高中生物,,2022-07-15
5456272,culm,[空心]稈,,植物學,,2022-07-15
5456273,cultivar,栽培種；品種,,植物學,,2022-07-15
5456274,cell culture dish,[細胞]培養皿,,,,2022-07-15
5456275,culture medium,培養基,,高中生物,,2022-07-15
5456276,cumulative gene action,累加性基因作用,,植物,,2022-07-15
5456277,cumulative selection,累加性天擇,,細胞生物,,2022-07-15
5456278,cupula,壺腹頂,,高中生物,,2022-07-15
5456279,Cushing syndrome,庫欣[氏]症[候群],,高中生物,,2022-07-15
5456280,cut-and-paste transposition,剪貼式轉位,,細胞生物,,2022-07-15
5456281,cutaneous sebum,皮脂,,高中生物,,2022-07-15
5456282,cuticle,角質層,,生命科學,,2022-07-15
5456283,cutin,角質,,高中生物,,2022-07-15
5456284,cutting,扦插,,高中生物,,2022-07-15
5456285,CVA {cerebrovascular accident},腦血管意外,,生命科學,,2022-07-15
5456287,cyanelle,藍色小體,,植物學,,2022-07-15
5456288,cyanobacteria {sing. cyanobacterium},藍[綠]菌,,細胞生物,,2022-07-15
5456289,cyanobacterium {pl. cyanobacteria},藍[綠]菌,,細胞生物,,2022-07-15
5456290,cyathium,杯狀聚繖花序；大戟花序,,植物學,,2022-07-15
5456291,cybernetics,控制論；控制學,,生態學,,2022-07-15
5456292,"cyclic adenosine monophosphate; adenosine 3',5'-cyclic monophosphate {= cyclic AMP; cAMP}",環腺[核]苷單磷酸,,生命科學,,2022-07-15
5456293,"cyclic AMP; cAMP {adenosine 3',5'-cyclic monophosphate; cyclic adenosine monophosphate}",環腺[核]苷單磷酸,,生命科學,,2022-07-15
5456294,cyclic electron flow,循環[式]電子流,,高中生物,,2022-07-15
5456295,cyclic electron transport system,循環[式]電子傳遞系統,,高中生物,,2022-07-15
5456296,"cyclic GMP; cGMP {cyclic guanosine monophosphate}; guanosine 3',5'-cyclic monophosphate",環鳥[糞][核]苷單磷酸,,細生組,,2022-07-15
5456297,"cyclic guanosine monophosphate {= cyclic GMP; cGMP}; guanosine 3',5'-cyclic monophosphate",環鳥[糞][核]苷單磷酸,,細生組,,2022-07-15
5456298,cyclic photophosphorylation,循環[式]光[合]磷酸化[作用],,細胞生物,,2022-07-15
5456299,cyclin,週期蛋白,,<p>大一普生</p>,,2022-07-15
5456300,cyclin-dependent kinase {= CDK},週期蛋白依賴型激酶,,<p>大一普生</p>,,2022-07-15
5456301,cycloheximide; actidione,環己醯亞胺；放線菌酮,,高中生物,,2022-07-15
5456302,cyclosis; cytoplasmic streaming,胞質循流,,高中生物,,2022-07-15
5456303,cyclosome; anaphase-promoting complex,週期體；促後期複合體 {細胞週期},,<p>細生組</p>,,2022-07-15
5456304,cyclosporin,環孢素,,高中生物,,2022-07-15
5456305,cyme,聚繖花序,,植物學,,2022-07-15
5456306,Cyperus malaccensis malaccensis,茳芏,,高中生物,,2022-07-15
5456307,cysteine,半胱胺酸,,高中生物,,2022-07-15
5456308,cystic fibrosis,囊腫纖化症,,大一普生,,2022-07-15
5456309,cystic fibrosis transmembrane conductance regulator {= CFTR},囊腫纖化症跨膜傳導調節蛋白,,細胞生物,,2022-07-15
5456310,cystolith,鐘乳體,,植物學,,2022-07-15
5456311,cytochalasin,細胞鬆弛素,,細胞生物,,2022-07-15
5456312,cytochrome,細胞色素,,高中生物,,2022-07-15
5456313,cytokine,細胞介素,,高中生物,,2022-07-15
5456314,cytokinesis,胞質分裂,,高中生物,,2022-07-15
5456315,cytokinin,細胞分裂素,,高中生物,,2022-07-15
5456316,cytology,細胞學,,細胞生物,,2022-07-15
5456317,cytoplasm,細胞質,,高中生物,,2022-07-15
5456318,cytoplasmic determinant,胞質決定因子,,大一普生,,2022-07-15
5456319,cytoplasmic dynein,胞質動力蛋白,,細胞生物,,2022-07-15
5456320,cytoplasmic microtubule,胞質微管,,細胞生物,,2022-07-15
5456321,cytoplasmic streaming; cyclosis,胞質循流,,高中生物,,2022-07-15
5456322,cytosine,胞嘧啶,,高中生物,,2022-07-15
5456323,cytoskeleton,細胞骨架,,高中生物,,2022-07-15
5456324,cytosol,[細]胞質液,,高中生物,,2022-07-15
5456325,cytosolic face,向胞質液面,,細胞生物,,2022-07-15
5456326,cytotoxic T cell; cytotoxic T lymphocyte {= Tc},胞毒[型]T細胞；胞毒[型]T淋巴球,,高中生物,,2022-07-15
5456327,cytotoxic T lymphocyte; cytotoxic T cell {= Tc},胞毒[型]T淋巴球；胞毒[型]T細胞,,高中生物,,2022-07-15
5456328,D. melanogaster {Drosophila melanogaster},[黑腹]果蠅,,細生組,,2022-07-15
5456329,DAG {diacylglycerol},二醯甘油,,生命科學,,2022-07-15
5456330,daily change; diurnal change,日變化,,高中生物,,2022-07-15
5456331,dalton,道爾頓 {質量單位},,細胞生物,,2022-07-15
5456332,dark reactions,暗反應,,<p>細胞生物</p>,<p>20220912修訂</p>,2022-09-12
5456333,Darwin's finches,達爾文雀,,,,2022-07-15
5456334,Darwinian fitness,達爾文適[存]度；達爾文適[存] 性,,<p>細胞生物</p>,,2022-07-15
5456335,Darwinism,達爾文主義；達爾文學說,,生態學,,2022-07-15
5456336,daughter cell,子細胞,,,,2022-07-15
5456337,daughter chromosome,子染色體,,高中生物,,2022-07-15
5456338,day-neutral plant,日中性植物,,高中生物,,2022-07-15
5456339,dB {deciBel},分貝 {聲學單位},,生態學,,2022-07-15
5456340,DCPIP {2.6-dichlorophenolindophenol},"2,6-二氯酚吲哚酚",,高中生物,,2022-07-15
5456341,de novo pathway,從頭合成路徑,,細胞生物,,2022-07-15
5456342,de novo synthesis,從頭合成,,細胞生物,,2019-10-31
5456343,deamination,去胺[作用],,細胞生物,,2022-07-15
5456344,death mimicry,擬死,,生態學,,2022-07-15
5456345,death rate,死亡[百分]率,,生態學,,2022-07-15
5456346,death receptor,死亡受體,,細胞生物,,2022-07-15
5456347,debris,殘渣；碎塊；岩屑,,生態學,,2022-07-15
5456348,debris dam; barrier lake; landslide dam,堰塞湖,,生態學,,2022-07-15
5456349,decapod,十足類,,大一普生,,2022-07-15
5456350,deciBel {= dB},分貝 {聲學單位},,生態學,,2022-07-15
5456351,deciduous forest,落葉林,,高中生物,,2022-07-15
5456352,decomposer,分解者,,高中生物,,2022-07-15
5456353,decomposition,分解[作用],,高中生物,,2022-07-15
5456354,deep etching,深度蝕刻,,細胞生物,,2022-07-15
5456355,Deep Scattering Layer,深海散射層；深海散亂層,,生態學,,2022-07-15
5456356,deep-sea hydrothermal vent,深海熱泉,,大一普生,,2022-07-15
5456357,de-etiolation,去白化；去黃化,,生命科學,,2022-07-15
5456358,defecation,排糞,,高中生物,,2022-07-15
5456359,defect gene,缺陷基因,,高中生物,,2022-07-15
5456360,definite inflorescence,有限花序,,植物學,,2022-07-15
5456361,deforestation,伐林；毀林,,生命科學,,2022-07-15
5456362,degenerate code,簡併密碼,,細胞生物,,2022-07-15
5456363,degenerate codon,簡併[性]密碼子,,細胞生物,,2022-07-15
5456364,degradation,衰退,,生態學,,2022-07-15
5456365,degron,降解決定子,,細胞生物,,2022-07-15
5456366,dehiscence,開裂,,植物學,,2022-07-15
5456367,dehiscent fruit,裂果,,植物學,,2022-07-15
5456368,dehydration,脫水[作用],,高中生物,,2022-07-15
5456369,dehydrogenase,去氫酶,,高中生物,,2022-07-15
5456370,dehydrogenation,去氫作用,,細胞生物,,2022-07-15
5456371,deism,自然神論,,,,2022-07-15
5456372,deletion,缺失,,高中生物,,2022-07-15
5456373,deletion mutation,缺失突變,,細胞生物,,2022-07-15
5456374,delta,三角洲,,生態學,,2022-07-15
5456375,denaturation,變性,,細胞生物,,2022-07-15
5456376,dendrite,樹突,,高中生物,,2022-07-15
5456377,dendritic cell,樹突細胞,,高中生物,,2022-07-15
5456378,Dengue fever,登革熱,,高中生物,,2022-07-15
5456379,denitrification,去硝化[作用],,高中生物,,2022-07-15
5456380,denitrifying bacteria,去硝化[細]菌,,生命科學,,2022-07-15
5456381,dense connective tissue,緻密結締組織,,高中生物,,2022-07-15
5456382,density dependent,密度依存[的],,大一普生,,2022-07-15
5456383,density gradient centrifugation; density gradient rate-zonal centrifugation,密度梯度[速率區帶]離心,,細胞生物,,2022-07-15
5456384,density gradient rate-zonal centrifugation;  density gradient centrifugation,密度梯度[速率區帶]離心,,細胞生物,,2022-07-15
5456385,density independent,非密度依存[的],,大一普生,,2022-07-15
5456386,density-dependent control,密度依賴型控制,,大一普生,,2022-07-15
5456387,density-dependent inhibition,密度依賴型抑制,,大一普生,,2022-07-15
5456388,density-dependent inhibition of growth,密度依賴型生長抑制,,細胞生物,,2022-07-15
5456389,dentition,齒列,,高中生物,,2022-07-15
5456390,deoxygenated blood,減氧血,,,,2022-07-15
5456391,deoxyribonuclease {= DNase},去氧核糖核酸水解酶；DNA水解酶,,高中生物,,2022-07-15
5456392,deoxyribonucleic acid {= DNA},去氧核糖核酸,,高中生物,,2022-07-15
5456393,deoxyribonucleoside triphosphate {= dNTP},去氧[核糖]核苷三磷酸,,細胞生物,,2022-07-15
5456394,deoxyribonucleotide,去氧[核糖]核苷酸,,細胞生物,,2022-07-15
5456395,deoxyribose,去氧核糖,,高中生物,,2022-07-15
5456396,dephosphorylation,去磷酸化[作用],,細胞生物,,2022-07-15
5456397,depolarization,去極化,,高中生物,,2022-07-15
5456398,depression,憂鬱[症],,高中生物,,2022-07-15
5456399,derived lipid,衍生脂質,,高中生物,,2022-07-15
5456400,dermal tissue,表皮組織,,高中生物,,2022-07-15
5456401,dermis,真皮,,細胞生物,,2022-07-15
5456402,desaturases,去飽和酶,,細胞生物,,2022-07-15
5456403,descent with modification,累世修飾,,高中生物,,2022-07-15
5456404,desensitization,去敏化,,細胞生物,,2022-07-15
5456405,desertification,沙漠化,,生態學,,2022-07-15
5456406,desmosome,胞橋體,,大一普生,,2022-07-15
5456407,desolvation,去溶劑化,,細胞生物,,2022-07-15
5456408,determinate cleavage,決定性卵裂,,大一普生,,2022-07-15
5456409,determinate growth,有限生長,,大一普生,,2022-07-15
5456410,determination,定型,,大一普生,,2022-07-15
5456411,detoxication,解毒[作用],,高中生物,,2022-07-15
5456412,detritivore; detritus feeder,食碎屑動物；食碎屑者,,生命科學,,2022-07-15
5456413,detritus,碎屑,,大一普生,,2022-07-15
5456414,detritus feeder; detritivore,食碎屑動物；食碎屑者,,生命科學,,2022-07-15
5456415,detrusor muscle,逼尿肌,,,,2022-07-15
5456416,Deuteromycetes,不完全菌綱 {舊名},,高中生物,,2022-07-15
5456417,deuterostome,後口動物,,高中生物,,2022-07-15
5456418,development,發育,,細胞生物,,2022-07-15
5456419,devernalization,去春化,,植物學,,2022-07-15
5456420,deviation,偏差,,細胞生物,,2022-07-15
5456421,Devonian,泥盆紀,,生態學,,2022-07-15
5456422,dextrin,糊精,,高中生物,,2022-07-15
5456423,diabetes insipidus,尿崩症,,高中生物,,2022-07-15
5456424,diabetes mellitus,糖尿病,,高中生物,,2022-07-15
5456425,diacylglycerol {= DAG},二醯甘油,,大一普生,,2022-07-15
5456426,diadelphous stamen,二體雄蕊,,植物學,,2022-07-15
5456427,diadromous,河海洄游,,生態學,,2022-07-15
5456428,diakinesis,終變期,,細胞生物,,2022-07-15
5456429,dialysis,透析,,細胞生物,,2022-07-15
5456430,diaphragm,橫膈,,大一普生,,2022-07-15
5456431,diapsid,雙孔類；雙弓類,,大一普生,,2022-07-15
5456432,diastole,心舒期；舒張期,,高中生物,,2022-07-15
5456433,diastolic pressure,心舒壓；舒張壓,,大一普生,,2022-07-15
5456434,diatom,矽藻,,高中生物,,2022-07-15
5456435,dicentric chromosome,雙中節染色體,,細胞生物,,2022-07-15
5456436,Dicer,切丁酶,,細胞生物,,2022-07-15
5456437,dichotomy,二叉分枝；二歧分枝,,植物學,,2022-07-15
5456438,dicot; dicotyledon; dicotyledonous plant,雙子葉植物,,高中生物,,2022-07-15
5456439,dicotyledon; dicot; dicotyledonous plant,雙子葉植物,,高中生物,,2022-07-15
5456440,dicotyledonous plant; dicot; dicotyledon,雙子葉植物,,高中生物,,2022-07-15
5456441,dictyosome,分散型高基[氏]體,,細胞生物,,2022-07-15
