ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
2697559,correlogram analysis,自相關圖分析,,相关分析,104.11.09,2016-09-13
2697560,corridor,廊道,,廊道,104.11.09,2016-09-13
2697561,corticolous bryophyte,樹皮苔蘚,,树皮苔藓,104.11.09,2016-09-13
2697562,cosere,同生演替系列；同生消長系列,,"同生演替系列,同地演替系列",104.11.09,2016-09-13
2697563,cosmopolitan plant,全球性植物,,世界种植种,104.11.09,2016-09-13
2697564,cosmopolitan species,全球種,,"世界种,广布种",104.11.09,2016-09-13
2697565,cosmopolite,全球種,,世界种,104.11.09,2016-09-13
2697566,cosmopolitic species,全球種,,世界种,104.11.09,2016-09-13
2697567,count quadrat method,計數樣區法,,计数样方法,104.11.09,2016-09-13
2697568,countercurrent circulation,對流循環,,逆流循环,104.11.09,2016-09-13
2697569,counter-urbanization,逆都市化,,逆城市化,104.11.09,2016-09-13
2697570,coupling,耦合,,"信息关联,耦合",104.11.09,2016-09-13
2697571,courtship,求偶,,求偶[期],104.11.09,2016-09-13
2697572,courtship behavio(u)r,求偶行為,,求偶行为,104.11.09,2016-09-13
2697573,courtship display,求偶展示,,求偶炫耀,104.11.09,2016-09-13
2697574,courtship feeding,求偶餵食,,求偶喂食,104.11.09,2016-09-13
2697575,cover class,覆蓋級,,盖度级,104.11.09,2016-09-13
2697576,cover crop,覆蓋作物,,覆盖作物,104.11.09,2016-09-13
2697577,cover degree,覆蓋度,,"盖度,优势度",104.11.09,2016-09-13
2697578,cover vegetation,覆蓋植被,,覆盖植被,104.11.09,2016-09-13
2697579,cover(age),覆蓋[度],,盖度,104.11.09,2016-09-13
2697580,covering,覆蓋,,覆盖,104.11.09,2016-09-13
2697581,crassulacean acid metabolism plant{=CAM plant},景天酸代謝植物；CAM植物,,景天酸代谢植物；CAM植物,104.11.09,2016-09-13
2697582,crassulacean acid metabolism{=CAM},景天酸代謝,,景天酸代谢,104.11.09,2016-09-13
2697583,creche,離巢小動物,,离巢幼龄动物群,104.11.09,2016-09-13
2697584,creeper,匍匐植物；匍匐枝,,匍匐植物,104.11.09,2016-09-13
2697585,creeping,匍匐性的；潛移性的,,"匍匐生根的,匍匐性的,潜移性的,泻溜",104.11.09,2016-09-13
2697586,creeping hemicryptophyte,匍匐地面芽植物,,匍匐地面芽植物,104.11.09,2016-09-13
2697587,creeping plant,匍匐性植物,,匍匐植物,104.11.09,2016-09-13
2697588,crenium,泉水群落,,水泉群落,104.11.09,2016-09-13
2697589,crenophilous,嗜泉性的,,适泉的；喜泉的,104.11.09,2016-09-13
2697590,crenoxenous,間歇[性]泉的,,偶来泉的；外来泉的,104.11.09,2016-09-13
2697591,creosote bush desert,灌叢沙漠,,灌丛沙漠,104.11.09,2016-09-13
2697592,crepuscular,晨昏性的,,晨昏性的,104.11.09,2016-09-13
2697593,crepuscular period,晨昏期,,晨昏期,104.11.09,2016-09-13
2697594,crepuscular type,晨昏活動型,,晨昏活动型,104.11.09,2016-09-13
2697595,criteria for endangered species,瀕危危物種等級標準,,濒危物种等级标准,104.11.09,2016-09-13
2697596,critical concentration,臨界濃度,,临界浓度,104.11.09,2016-09-13
2697597,critical day length,臨界日長；臨界日照,,临界昼长,104.11.09,2016-09-13
2697598,critical depth,臨界深度,,临界深度,104.11.09,2016-09-13
2697599,critical dissolved oxygen,臨界溶氧,,临界氧,104.11.09,2016-09-13
2697600,critical phase{critical period},臨界期,,临界期,104.11.09,2016-09-13
2697601,critical photoperiod,臨界光週期,,临界光周期,104.11.09,2016-09-13
2697602,critical size,臨界體長,,临界体长,104.11.09,2016-09-13
2697603,critical temperature for evaporative heat loss,蒸發散熱臨界溫度,,蒸发散热临界温度,104.11.09,2016-09-13
2697604,critical temperature for heat production,產熱臨界溫度,,产热临界温度,104.11.09,2016-09-13
2697605,critical thermal increment,臨界熱增量,,临界热增量,104.11.09,2016-09-13
2697606,cron,進化年{一百萬年},,"克龙(时间单位,等于百万年)",104.11.09,2016-09-13
2697607,crop growth rate{=CGR},作物生長率,,作物生长率,104.11.09,2016-09-13
2697608,crop rotation,輪作,,作物轮作,104.11.09,2016-09-13
2697609,cropland,耕地,,耕地,104.11.09,2016-09-13
2697610,cropping system,耕作制度,,耕作制度,104.11.09,2016-09-13
2697611,cross breeding,雜交育種,,杂交育种,104.11.09,2016-09-13
2697612,cross pollination,異花授粉,,异花授粉,104.11.09,2016-09-13
2697613,cross resistance,交互抗性,,交互抗性,104.11.09,2016-09-13
2697614,cross seeding,縱橫式播種,,杂交育种,104.11.09,2016-09-13
2697615,crowding,擁擠,,拥挤,104.11.09,2016-09-13
2697616,crowding effect,擁擠效應,,"拥挤效应,环境阻力(environmental resistance)",104.11.09,2016-09-13
2697617,crown,樹冠,,树冠,104.11.09,2016-09-13
2697618,crown canopy,樹冠層,,树冠层,104.11.09,2016-09-13
2697619,crown class,樹冠級,,树冠级,104.11.09,2016-09-13
2697620,crown closure,鬱閉,,郁闭,104.11.09,2016-09-13
2697621,crown cover,樹冠層,,树冠层,104.11.09,2016-09-13
2697622,crown density,鬱閉度,,郁闭度,104.11.09,2016-09-13
2697623,crown depth,樹冠厚度,,林冠厚度,104.11.09,2016-09-13
2697624,crown fire,樹冠火,,"林冠火,野火(wildfire)",104.11.09,2016-09-13
2697625,crown projection diagram,樹冠投影圖,,树冠投影图,104.11.09,2016-09-13
2697626,crown ratio,樹冠比,,树冠率,104.11.09,2016-09-13
2697627,crown surface,樹冠面,,树冠面,104.11.09,2016-09-13
2697628,crown thinning,冠層疏伐,,上层疏伐,104.11.09,2016-09-13
2697629,crude birth rate,粗出生率,,粗出生率,104.11.09,2016-09-13
2697630,crude death rate,粗死亡率,,总死亡率,104.11.09,2016-09-13
2697631,crude density,粗密度,,粗密度,104.11.09,2016-09-13
2697632,crustacean plankton,甲殼類浮游生物,,甲壳类浮游生物,104.11.09,2016-09-13
2697633,crustal movement,地殼運動,,地壳运动,104.11.09,2016-09-13
2697634,cryophilous,嗜冰雪性的,,适冰雪的；喜冷的；喜冰雪的,104.11.09,2016-09-13
2697635,cryophyta,冰雪植物,,冰雪植物,104.11.09,2016-09-13
2697636,cryophyte,冰雪植物,,冰雪植物,104.11.09,2016-09-13
2697637,cryoplankton,冰雪浮游生物,,冰雪浮游生物,104.11.09,2016-09-13
2697638,cryoplanktophyte,冰雪浮游生物,,冰雪浮游生物,104.11.09,2016-09-13
2697639,cryotropism,趨冷性,,"向冷性,向低温性",104.11.09,2016-09-13
2697640,crypsis,隱蔽,,隐蔽,104.11.09,2016-09-13
2697641,cryptic species,隱蔽種,,"隐存种,表型相似种",104.11.09,2016-09-13
2697642,cryptobion,隱蔽生物,,隐蔽生物,104.11.09,2016-09-13
2697643,cryptogamic community,隱花植物群落,,隐花植物群落,104.11.09,2016-09-13
2697644,cryptophyte,隱芽植物；地下芽植物,,"隐芽植物,地下芽植物(geophyte)",104.11.09,2016-09-13
2697645,cryptophyte mountain steppe,隱芽山區乾草原,,隐芽山区干草原,104.11.09,2016-09-13
2697646,cryptozoic,隱居動物的,,"隐居动物的,穴居动物的",104.11.09,2016-09-13
2697647,cuelure,克蠅{農藥},,瓜实蝇性诱剂,104.11.09,2016-09-13
2697648,culm,稈,,秆,104.11.09,2016-09-13
2697649,cultivated meadow,栽植草原,,栽培草地；人造草场,104.11.09,2016-09-13
2697650,cultivated soil,耕作土,,耕作土壤,104.11.09,2016-09-13
2697651,cultivation,培養；養殖；栽培；耕作,,"培育,耕作,栽培,养殖",104.11.09,2016-09-13
2697652,cultural control,耕作防治,,"耕作防治,农业防治",104.11.09,2016-09-13
2697653,cultural eutrophic lake,人為優養湖,,人为富营养湖,104.11.09,2016-09-13
2697654,culture,培養；養殖；文化,,"栽培,培养,培养物",104.11.09,2016-09-13
2697655,culture medium,培養基,,"培养液,培养基",104.11.09,2016-09-13
2697656,cumulative effect,累積效應,,累积效应,104.11.09,2016-09-13
2697657,cumulative toxicity,累積性毒性,,蓄积性毒性,104.11.09,2016-09-13
2697658,current annual uptake,當年吸收量,,当年吸收量,104.11.09,2016-09-13
2697659,current meter,流速計,,流速计,104.11.09,2016-09-13
2697660,cushion moss,墊狀蘚苔,,垫藓,104.11.09,2016-09-13
2697661,cuticle,角質層；角皮,,角质膜,104.11.09,2016-09-13
2697662,cuticular transpiration,角質層蒸散,,角质膜蒸腾,104.11.09,2016-09-13
2697663,cutover forest,伐採林,,"主伐林,采伐林",104.11.09,2016-09-13
2697664,cutover land,伐採地,,采伐迹地,104.11.09,2016-09-13
2697665,cutting,扡插,,"扦插,条插；伐木",104.11.09,2016-09-13
2697666,cutting cycle,伐木週期,,择伐周期,104.11.09,2016-09-13
2697667,cybernetic system,控制論系統,,控制论系统,104.11.09,2016-09-13
2697668,cybernetics,控制論；控制學,,控制论,104.11.09,2016-09-13
2697669,cycasterone,蘇鐵蛻皮酮,,苏铁蜕皮酮,104.11.09,2016-09-13
2697670,cycle of erosion,侵蝕週期,,侵蚀周期,104.11.09,2016-09-13
2697671,cycle succession,週期性演替,,周期性演替,104.11.09,2016-09-13
2697672,cyclic climax,循環極相,,循环演替顶级,104.11.09,2016-09-13
2697673,cyclic fluctuation,週期性變動,,周期性波动,104.11.09,2016-09-13
2697674,cycling pool,循環庫,,循环库,104.11.09,2016-09-13
2697675,cyclomorphosis,週期變形,,周期变形,104.11.09,2016-09-13
2697676,cypress swamps,柏澤,,柏木沼泽,104.11.09,2016-09-13
2697677,cyst,胞囊,,胞；包囊；膀胱；囊肿,104.11.09,2016-09-13
2697678,daily activity rhythm,日周活動律,,昼夜活动节律；日活动规律,104.11.09,2016-09-13
2697679,daily compensation point,日補償點,,日补偿点,104.11.09,2016-09-13
2697680,daily cumulative temperature,日積溫,,日积温,104.11.09,2016-09-13
2697681,daily periodicity,日週期,,"昼夜周期,日周期",104.11.09,2016-09-13
2697682,daily rhythm,日周律,,日节律,104.11.09,2016-09-13
2697683,daily succession,日演替；日消長,,日演替；日消长,104.11.09,2016-09-13
2697684,daisy world model,雛菊世界模型(式),,雏菊世界模型,104.11.09,2016-09-13
2697685,dammed basin,堰塞盆地,,堰塞盆地,104.11.09,2016-09-13
2697686,dammed lake,堰塞湖,,堰塞湖,104.11.09,2016-09-13
2697687,damped oscillation,減幅振盪,,减幅振荡,104.11.09,2016-09-13
2697688,dance language,舞蹈語言,,舞蹈语言,104.11.09,2016-09-13
2697689,dark adaption,暗適應,,暗适应,104.11.09,2016-09-13
2697690,dark germination,暗性發芽,,暗性发芽,104.11.09,2016-09-13
2697691,dark reactions,暗反應,,暗反应,104.11.09,2016-09-13
2697692,dark respiration,暗呼吸,,暗呼吸,104.11.09,2016-09-13
2697693,Darwinian fitness,達爾文適合度,,达尔文适合度,104.11.09,2016-09-13
2697694,Darwinian theory,達爾文學說,,达尔文学说,104.11.09,2016-09-13
2697695,Darwinism,達爾文主義；達爾文學說,,达尔文学说,104.11.09,2016-09-13
2697696,day degree,日度,,日度,104.11.09,2016-09-13
2697697,day length,晝長,,昼长,104.11.09,2016-09-13
2697698,day-length treatment,晝長處理,,昼长处理,104.11.09,2016-09-13
2697699,day-neutral plant,"日照中性植物, 中性日照植物",,日[照]中性植物,104.11.09,2016-09-13
2697700,de Martonne's index of aridity,戴馬通尼乾燥指數,,戴马通尼干燥指数,104.11.09,2016-09-13
2697701,De Saussure effect,德索敘爾效應,,戴嫂秀效应,104.11.09,2016-09-13
2697702,dead stage,枯熟期,,枯熟期,104.11.09,2016-09-13
2697703,deamination,去胺[作用],,脱氨作用 ,104.11.09,2016-09-13
2697704,death feigning,假死；裝死,,装死,104.11.09,2016-09-13
2697705,death mimicry,擬死,,装死,104.11.09,2016-09-13
2697706,death rate,死亡率,,死亡率,104.11.09,2016-09-13
2697707,debris,殘渣；碎塊；岩屑,,碎片；碎屑；岩屑；有机碎屑,104.11.09,2016-09-13
2697708,decarboxylation,去羧基作用,,去碳酸基,104.11.09,2016-09-13
2697709,decay,腐化；衰變,,腐解作用；腐败；腐蚀；衰变；蜕变,104.11.09,2016-09-13
2697710,deceiving colo(u)ration,矇騙色,,欺骗色,104.11.09,2016-09-13
2697711,decibel{=db},分貝[聲學單位],,分贝,104.11.09,2016-09-13
2697712,decidu(i)lignosa,落葉木本群落,,落叶木本群落,104.11.09,2016-09-13
2697713,deciduous broad-leaved forest,落葉闊葉林,,落叶阔叶林,104.11.09,2016-09-13
2697714,deciduous broad-leaved forest zone,落葉闊葉林帶,,落叶阔叶林带,104.11.09,2016-09-13
2697715,deciduous coniferous forest,落葉針葉林,,落叶针叶林,104.11.09,2016-09-13
2697716,deciduous forest,落葉林,,落叶林,104.11.09,2016-09-13
2697717,decomposer,分解者,,分解者；还原者,104.11.09,2016-09-13
2697718,decomposition,分解[作用],,分解；腐烂；降解,104.11.09,2016-09-13
2697719,decomposition rate,分解速率,,分解速率,104.11.09,2016-09-13
2697720,decreaser,減少者,,"减少者,减少种",104.11.09,2016-09-13
2697721,decreasing consumption loop,減耗環,,减耗环,104.11.09,2016-09-13
2697722,deep plowing,深耕,,深耕,104.11.09,2016-09-13
2697723,deep rootedness,深根性,,深根性,104.11.09,2016-09-13
2697724,Deep Scattering Layer{=DSL},深海散射層；深海散亂層,,"深海散射层,深水散射层",104.11.09,2016-09-13
2697725,deep-sea bacteria,深海細菌,,深海细菌,104.11.09,2016-09-13
2697726,deep-sea fishery,深海漁業,,深海渔业,104.11.09,2016-09-13
2697727,defense behavio(u)r,防禦行為,,防御行为,104.11.09,2016-09-13
2697728,defensive mutualism,防禦性互利共生,,防御性互惠共生,104.11.09,2016-09-13
2697729,defensive substance,防禦物質,,防御物质,104.11.09,2016-09-13
2697730,deficiency symptom,缺乏症,,缺乏症,104.11.09,2016-09-13
2697731,defloration,落花；摘花,,摘花；落花,104.11.09,2016-09-13
2697732,defoliant,落葉劑,,落叶剂,104.11.09,2016-09-13
2697733,defoliation,剪葉；落葉；採葉,,脱叶,104.11.09,2016-09-13
2697734,defoliator,葉食者；落葉劑,,食叶动物,104.11.09,2016-09-13
2697735,deforestation,毀林[作業],,破坏植被；森林砍伐,104.11.09,2016-09-13
2697736,degeneration,退化；變性,,退化,104.11.09,2016-09-13
2697737,deglaciation,冰消,,冰川退缩,104.11.09,2016-09-13
2697738,degradation,衰退,,退化,104.11.09,2016-09-13
2697739,degraded ecosystem,退化生態系,,退化生态系统,104.11.09,2016-09-13
2697740,degraded forest,衰退林,,退化林,104.11.09,2016-09-13
2697741,degree days,日度[數],,日度,104.11.09,2016-09-13
2697742,degree hours,時度[數],,温度时数；时度,104.11.09,2016-09-13
2697743,degree of freedom,自由度,,自由度,104.11.09,2016-09-13
2697744,degree of overlap,重疊度,,重迭度,104.11.09,2016-09-13
2697745,degree of succession{=DS},演替度；消長度,,演替度,104.11.09,2016-09-13
2697746,delayed density-dependent factor,延遲性密度依變因數,,延滞性密度依存因子,104.11.09,2016-09-13
2697747,delivery season,分娩季,,分娩季节,104.11.09,2016-09-13
2697748,delta,三角洲,,三角洲,104.11.09,2016-09-13
2697749,deme,族群；同族群；繁殖亞族群；同群種,,繁殖群；同类群,104.11.09,2016-09-13
2697750,demersal egg,沉性卵；底層卵,,沉性卵,104.11.09,2016-09-13
2697751,demersal fish,底層魚類；底棲魚,,"底层鱼类,底栖鱼类",104.11.09,2016-09-13
2697752,demineralized water,去礦質水,,脱矿质水；去矿质水,104.11.09,2016-09-13
2697753,demographic parameter,族群統計參數,,种群统计参数,104.11.09,2016-09-13
2697754,demography,族群統計學,,"群种统计学,人口统计学",104.11.09,2016-09-13
2697755,dendrochronology,年輪學；樹齡學,,树木年代学,104.11.09,2016-09-13
2697756,dendrograph,測樹儀；測樹圖,,树径记录器,104.11.09,2016-09-13
2697757,dendrometer,測樹計,,测树仪,104.11.09,2016-09-13
2697758,denitrification,去硝化[作用]；脫氮作用,,反硝化作用,104.11.09,2016-09-13
2697759,denitrifying bacteria,去硝化[細]菌；脫氮細菌,,反硝化细菌,104.11.09,2016-09-13
2697760,dense pasture,集約放牧地,,集约放牧,104.11.09,2016-09-13
2697761,dense planting,密植,,密植,104.11.09,2016-09-13
2697762,density,密度,,密度,104.11.09,2016-09-13
2697763,density dependent,密度依變；密度依存,,密度制约,104.11.09,2016-09-13
2697764,density effect,密度效應,,密度效应,104.11.09,2016-09-13
2697765,density in situ,原位密度,,原位密度,104.11.09,2016-09-13
