ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5452933,supply airflow rate,進氣速率,,104.05.14,GMP,2019-10-31
5452934,supply chain,供應鏈,,104.05.14,GMP,2019-10-31
5452935,suppository,栓劑,,102.04.18,中華無菌製劑協會,2019-10-31
5452936,suppository base,栓劑基劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452937,surface activity,界面活性,,102.07.16,中華無菌製劑協會,2019-10-31
5452938,surface finish,表面拋光,,104.05.14,GMP,2019-10-31
5452939,surface free energy,表面自由能,,106.04.11,Remington,2019-10-31
5452940,surface potential,表面電位,,106.04.11,Remington,2019-10-31
5452941,surface tension,表面張力,,102.07.16,中華無菌製劑協會,2019-10-31
5452942,surface-active agents,界面活性劑,,106.04.11,Remington,2019-10-31
5452943,surfactants,界面活性劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452944,surgical antiseptics,外科用抗菌劑,,102.11.06,國立編譯館,2019-10-31
5452945,surveillance,監視,,102.07.16,中華無菌製劑協會,2019-10-31
5452946,susceptible,敏感的,,102.07.16,中華無菌製劑協會,2019-10-31
5452947,suspending agent,助懸劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452948,suspension,懸液劑；懸浮劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452949,suspension granule,懸液用顆粒劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452950,suspensoid,懸膠體,,102.07.16,中華無菌製劑協會,2019-10-31
5452951,sustained-release,持續釋放,,101.05.17,,2019-10-31
5452952,sutures,[外科用]縫線,,102.11.06,國立編譯館,2019-10-31
5452953,swab,塗抹劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452954,swab sampling,擦拭取樣,,104.05.14,GMP,2019-10-31
5452955,sweat glands,汗腺,,106.04.11,Remington,2019-10-31
5452956,sweet almond,甜杏仁,,102.11.06,國立編譯館,2019-10-31
5452957,sweet gum,楓香,,106.04.11,Remington,2019-10-31
5452958,sweet orange peel,甜橙皮,,102.11.06,國立編譯館,2019-10-31
5452959,sweet wormwood herb {Artemisiae Annuae Herba},青蒿,,103.07.17,中醫藥,2019-10-31
5452960,sweetening agents,甜味劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452961,symmetry,對稱,,102.07.16,中華無菌製劑協會,2019-10-31
5452962,symmetry factor,對稱因素,,102.07.16,中華無菌製劑協會,2019-10-31
5452963,sympathetic nervous system,交感神經系統,,102.07.16,中華無菌製劑協會,2019-10-31
5452964,sympatholytic drugs,交感神經阻斷劑；交感神經解藥,,102.07.16,中華無菌製劑協會,2019-10-31
5452965,sympatholytics,交感神經阻斷劑；交感神經解藥,,102.07.16,中華無菌製劑協會,2019-10-31
5452966,sympathomimetic drugs,擬交感神經作用藥,,102.07.16,中華無菌製劑協會,2019-10-31
5452967,sympathomimetics,擬交感神經作用藥,,102.07.16,中華無菌製劑協會,2019-10-31
5452968,symptom,症狀,,102.07.16,中華無菌製劑協會,2019-10-31
5452969,syndrome,症候群,,102.07.16,中華無菌製劑協會,2019-10-31
5452970,synergism,協同作用,,102.07.16,中華無菌製劑協會,2019-10-31
5452971,synergists,增效劑,,102.07.16,中華無菌製劑協會,2019-10-31
5452972,synovial fluid,滑液,,106.04.11,Remington,2019-10-31
5452973,syphilis,梅毒,,102.08.13,中華無菌製劑協會,2019-10-31
5452974,syringe,注射器,,102.08.13,中華無菌製劑協會,2019-10-31
5452975,syringe pump,注射泵,,102.08.13,中華無菌製劑協會,2019-10-31
5452976,syrup,糖漿,,102.08.13,中華無菌製劑協會,2019-10-31
5452977,syrups,糖漿劑,,102.11.06,,2019-10-31
5452978,system suitability,系統適用性,,106.11.09,中華藥典,2019-10-31
5452979,systemic acidosis,全身性酸中毒,,102.08.13,中華無菌製劑協會,2019-10-31
5452980,systemic lupus erythematosus {=SLE},全身性紅斑狼瘡,,102.08.13,中華無菌製劑協會,2019-10-31
5452981,tablespoonful,湯匙量,,103.01.16,國立編譯館,2019-10-31
5452982,tablet,錠劑；片劑,,102.12.05,中華無菌製劑協會,2019-10-31
5452983,tablet coating,錠劑著衣；片劑包衣,,102.12.05,中華無菌製劑協會,2019-10-31
5452984,tablet machine,壓錠機；壓片機,,102.12.05,中華無菌製劑協會,2019-10-31
5452985,tablet triturates,研製錠；模製錠,,106.04.11,Remington,2019-10-31
5452986,tablets,錠劑,,103.01.16,國立編譯館,2019-10-31
5452987,tachycardia,心跳過速；心搏過速,,102.12.05,中華無菌製劑協會,2019-10-31
5452988,tachyphylaxis,急速耐藥性,,102.12.05,中華無菌製劑協會,2019-10-31
5452989,tacrine,他克林,,103.01.16,中華無菌製劑協會：新藥,2019-10-31
5452990,tailing factor {=TF},曳尾因子,,106.11.09,中華藥典,2019-10-31
5452991,talc,滑石；滑石粉,,103.02.13,中華藥典,2019-10-31
5452992,talc {Talcum},滑石,,103.09.11,中醫藥,2019-10-31
5452993,tallow,獸脂,,101.10.11,,2019-10-31
5452994,tamper-evident package,篡改易顯包裝,,105.02.19,,2019-10-31
5452995,tampon,棉球,,102.12.05,中華無菌製劑協會,2019-10-31
5452996,tamsulosin hydrochloride,鹽酸坦羅森,,,化學藥品,2019-10-31
5452997,tandem mass spectrometry {=MS/MS},串聯式質譜法,,106.04.11,Remington,2019-10-31
5452998,tangential flow filtration {=TFF},切向流過濾,,104.05.14,GMP,2019-10-31
5452999,tangerine peel {Citri Reticulatae Pericarpium},陳皮,,103.08.14,中醫藥,2019-10-31
5453000,tannic acid,鞣酸,,102.12.05,中華無菌製劑協會,2019-10-31
5453001,tannin,鞣質,,102.12.05,中華無菌製劑協會,2019-10-31
5453002,tap[ping] density,振實密度；堆密度,,103.01.16,,2019-10-31
5453003,tapped density,振實密度,,108.10.22,,2019-10-31
5453004,taraxacum,蒲公英,,103.01.16,國立編譯館,2019-10-31
5453005,target,標靶；標的,,102.12.05,中華無菌製劑協會,2019-10-31
5453006,tartaric acid,酒石酸,,103.02.13,國立編譯館,2019-10-31
5453007,tautomer,互變異構物,,102.12.05,中華無菌製劑協會,2019-10-31
5453008,tautomerism,互變異構,,102.12.05,中華無菌製劑協會,2019-10-31
5453009,taxol；paclitaxel,紫杉醇,,101.12.12,,2019-10-31
5453010,tea tree oil,茶油,,103.09.11,健康食品,2019-10-31
5453011,teaspoonful,茶匙量,,103.01.16,國立編譯館,2019-10-31
5453012,technetium radiopharmaceuticals,鎝放射藥品,,106.04.11,Remington,2019-10-31
5453013,technical specification,技術規格,,104.05.14,GMP,2019-10-31
5453014,telepharmacy,遠距藥事照護,,106.04.11,Remington,2019-10-31
5453015,telomerase,端粒酶,,102.12.05,中華無菌製劑協會,2019-10-31
5453016,telomere,端粒,,102.12.05,,2019-10-31
5453017,temperature probes,溫度探針,,103.02.13,pics-gmp,2019-10-31
5453018,template,模板；範本,,102.12.05,中華無菌製劑協會,2019-10-31
5453019,tensile testers,張力試驗機,,106.04.11,Remington,2019-10-31
5453020,teratogen,致畸原,,102.12.05,中華無菌製劑協會,2019-10-31
5453021,teratogenecity,致畸性,,102.12.05,中華無菌製劑協會,2019-10-31
5453022,teratogenesis,致畸作用,,102.12.05,中華無菌製劑協會,2019-10-31
5453023,teratogenicity,致畸胎性,,106.11.09,ICH Q3C,2019-10-31
5453024,terminal analysis,末端分析,,102.12.05,中華無菌製劑協會,2019-10-31
5453025,terminal sterilization,最終滅菌,,103.02.13,藥品劑型分類草案,2019-10-31
5453026,termination,終止,,106.04.11,Remington,2019-10-31
5453027,termination codon,終止密碼子,,102.12.05,中華無菌製劑協會,2019-10-31
5453028,ternary systems,三元系統,,106.04.11,Remington,2019-10-31
5453029,terpene,萜,,102.12.05,中華無菌製劑協會,2019-10-31
5453030,terpenoid,萜類,,102.12.05,中華無菌製劑協會,2019-10-31
5453031,terpenoid alkaloid,萜類生物鹼,,102.12.05,中華無菌製劑協會,2019-10-31
5453032,terpin hydrate,水合萜二醇；水合薄荷烷二醇,,106.04.11,Remington,2019-10-31
5453033,tertiary structure,三級結構,,102.12.05,中華無菌製劑協會,2019-10-31
5453034,test,試驗；檢驗；測試；檢測,,106.09.12,,2019-10-31
5453035,test paper,試紙,,103.02.13,中華藥典,2019-10-31
5453036,test solution {=TS},試液,,103.02.13,中華藥典,2019-10-31
5453037,testicular,睪丸的,,106.04.11,Remington,2019-10-31
5453038,tetanus,破傷風,,103.02.13,,2019-10-31
5453039,tetanus immune globulin,破傷風免疫球蛋白,,101.02.09,,2019-10-31
5453040,tetanus toxoid,破傷風類毒素,,106.04.11,Remington,2019-10-31
5453041,tetracycline,四環素,,103.02.13,,2019-10-31
5453042,tetracycline antibiotics,四環素類抗生素,,102.12.05,中華無菌製劑協會,2019-10-31
5453043,tetracyclines,四環素類,,103.02.13,中華藥典,2019-10-31
5453044,tetrahedral configuration,四面體組態,,106.04.11,Remington,2019-10-31
5453045,tetrahydrofuran {=THF},四氫呋喃,,103.02.13,中華藥典,2019-10-31
5453046,tetraterpenoid,四萜類,,102.12.05,中華無菌製劑協會,2019-10-31
5453047,tetrazolium blue,四吡唑啉藍,,103.02.13,中華藥典,2019-10-31
5453048,tetrodotoxin,河豚毒素,,103.01.16,國立編譯館,2019-10-31
5453049,thallium {=Tl},鉈,,106.04.11,Remington,2019-10-31
5453050,thallous chloride 201Tl injection,氯化亞鉈 [T1-201] 注射液,,103.02.13,中華藥典,2019-10-31
5453051,thebaine,蒂巴因,,,,2019-10-31
5453052,theobroma oil,可可脂,,103.02.13,中華藥典,2019-10-31
5453055,therapeutic action,治療作用,,102.12.05,中華無菌製劑協會,2019-10-31
5453056,therapeutic alternatives,治療替代藥物,,106.04.11,Remington,2019-10-31
5453057,therapeutic drug monitoring {=TDM},藥物治療監測,,102.12.05,中華無菌製劑協會,2019-10-31
5453058,therapeutic index,治療指數,,102.12.05,中華無菌製劑協會,2019-10-31
5453059,therapeutic range,治療範圍,,106.04.11,Remington,2019-10-31
5453060,therapeutic window,治療範圍,,106.04.11,,2019-10-31
5453061,therapeutics,藥物治療學；治療學,,103.02.13,國立編譯館,2019-10-31
5453062,therapy,治療；療法,,103.02.13,,2019-10-31
5453063,thermal analysis,熱分析,,106.04.11,Remington,2019-10-31
5453064,thermal sterilization,加熱滅菌法；熱力滅菌法,,102.12.05,中華無菌製劑協會,2019-10-31
5453065,thermochemistry,熱化學,,106.04.11,Remington,2019-10-31
5453066,thermocouple detector,熱電偶檢測器,,102.12.05,中華無菌製劑協會,2019-10-31
5453067,thermodynamics,熱力學,,106.04.11,Remington,2019-10-31
5453068,thermo-energy analyzer {=TEA},熱能分析儀,,,,2019-10-31
5453069,thermogravimetric analysis {=TGA},熱重分析,,106.04.11,Remington,2019-10-31
5453070,thermometer,溫度計,,106.04.11,Remington,2019-10-31
5453071,thermophile,嗜熱菌,,104.05.14,GMP,2019-10-31
5453072,thermoplastic,熱塑性,,104.05.14,GMP,2019-10-31
5453073,thermoplastic packaging,熱塑性包裝,,106.04.11,Remington,2019-10-31
5453074,thermoresponsive drug delivery,溫度感應性藥物遞輸,,106.04.11,Remington,2019-10-31
5453075,thermoset packaging,熱固性包裝,,106.04.11,Remington,2019-10-31
5453076,thermospray {=TSP},熱灑[法],,102.12.05,中華無菌製劑協會,2019-10-31
5453077,thiamine {=vitamin B1},硫胺；維生素B1,,103.02.13,中華藥典,2019-10-31
5453078,thin layer chromatography {=TLC},薄層層析法,,101.11.14,中華無菌製劑協會,2019-10-31
5453079,thin membrane evaporator,薄膜濃縮器,,101.06.07,中華無菌製劑協會,2019-10-31
5453080,thin-layer chromatographic identification test,薄層層析鑑別試驗,,107.08.17,,2019-10-31
5453081,thin-layer chromatography,薄層層析法,,,,2019-10-31
5453082,thioglycoside,硫苷,,102.12.05,中華無菌製劑協會,2019-10-31
5453083,thiourea,硫脲,,103.02.13,中華藥典,2019-10-31
5453084,thixotropy,搖變性,,106.05.16,Remington,2019-10-31
5453085,three compartment model,三室模型,,102.12.05,中華無菌製劑協會,2019-10-31
5453086,three dimensional structure,三維結構,,102.12.05,中華無菌製劑協會,2019-10-31
5453087,three-dimensional printing,3D列印；三維列印,,106.05.16,Remington,2019-10-31
5453088,three-phase aerosol,三相氣化噴霧劑,,102.12.05,中華無菌製劑協會,2019-10-31
5453089,three-prong sinker,三爪沉錘,,107.11.22,,2019-10-31
5453090,threshold,閾；閥,,102.12.05,中華無菌製劑協會,2019-10-31
5453091,thrombin,凝血酶,,103.02.13,中華藥典,2019-10-31
5453092,thrombocytes,血小板,,106.05.16,Remington,2019-10-31
5453093,thrombocytopenia,血小板減少症,,106.05.16,Remington,2019-10-31
5453094,thrombogen,凝血酶原,,106.05.16,,2019-10-31
5453095,thrombolytic agents,血栓溶解劑,,106.05.16,Remington,2019-10-31
5453096,thrombolytics,溶血栓藥,,102.12.05,中華無菌製劑協會,2019-10-31
5453097,thrombosis,血栓形成；[血]栓塞,,106.05.16,Remington,2019-10-31
5453098,thromboxane,凝血脂素,,101.02.09,,2019-10-31
5453099,Thunberg fritillary bulb {Fritillariae Thunbergii Bulbus},浙貝母,,103.07.17,中醫藥,2019-10-31
5453100,thyme,麝香草,,101.05.17,國編館,2019-10-31
5453101,thyme oil,麝香草油,,101.09.06,國立編譯館,2019-10-31
5453102,thymol,瑞香酚；麝香草酚,,103.01.16,國立編譯館,2019-10-31
5453103,thymol blue,瑞香酚藍,,103.02.13,中華藥典,2019-10-31
5453104,thymolphthalein,瑞香酚酞,,107.05.14,通則試藥與溶液,2019-10-31
5453105,thyroid,甲狀腺；甲狀腺的,,103.02.13,中華藥典,2019-10-31
5453106,thyroid gland,甲狀腺,,103.01.16,國立編譯館,2019-10-31
5453107,thyroid hormones,甲狀腺激素藥,,102.12.05,中華無菌製劑協會,2019-10-31
5453108,thyroiditis,甲狀腺炎,,106.05.16,Remington,2019-10-31
5453109,thyromimetics,擬甲狀腺素藥,,102.12.05,中華無菌製劑協會,2019-10-31
5453110,thyrotropic hormone {=TSH},促甲狀腺素,,106.05.16,Remington,2019-10-31
5453111,thyrotropin,促甲狀腺素,,106.05.16,Remington,2019-10-31
5453112,thyroxin,甲狀腺素,,103.01.16,國立編譯館,2019-10-31
5453113,thyroxine,甲狀腺素,,103.02.13,中華藥典,2019-10-31
5453114,ticks,壁蝨；蜱,,106.05.16,Remington,2019-10-31
5453115,ticlopidine hydrochloride,鹽酸梯可匹定,,,化學藥品,2019-10-31
5453116,tier,層,,106.05.16,,2019-10-31
5453117,tin {=Sn},錫,,106.05.16,Remington,2019-10-31
5453118,tinctures,酊劑,,103.02.13,國立編譯館,2019-10-31
5453119,tinospora root {Tinosporae Radix},金果欖,,103.09.11,中醫藥,2019-10-31
5453120,tip-seal,頂封,,102.12.05,中華無菌製劑協會,2019-10-31
5453121,titanium {=Ti},鈦,,106.05.16,Remington,2019-10-31
5453122,titanium dioxide,二氧化鈦,,106.05.16,Remington,2019-10-31
5453123,titanium tetrachloride,四氯化鈦,,103.02.13,,2019-10-31
5453124,titer,效價；滴定量,,106.05.16,中華無菌製劑協會,2019-10-31
5453125,titration,滴定[法],,102.12.05,中華無菌製劑協會,2019-10-31
5453126,titrations in nonaqueous solvents,非水溶劑滴定,,107.08.17,,2019-10-31
5453127,titrimetric methods,滴定法,,106.05.16,Remington,2019-10-31
5453128,TLC chamber,TLC展開槽,,105.06.20,,2019-10-31
5453129,tobacco,菸草,,103.01.16,國立編譯館,2019-10-31
5453130,toiletry,化粧品,,106.05.16,Remington,2019-10-31
5453131,tolerance,耐受[性],,102.12.05,中華無菌製劑協會,2019-10-31
5453132,tolmetin sodium,妥美丁鈉,,,化學藥品,2019-10-31
5453133,Tolu balsam,吐魯香膠,,103.01.16,國立編譯館,2019-10-31
5453134,toluene,甲苯,,103.02.13,中華藥典,2019-10-31
5453135,tonic convulsion,強直性痙攣,,102.12.05,中華無菌製劑協會,2019-10-31
5453136,tonic-clonic seizure,強直間代性發作,,102.12.05,中華無菌製劑協會,2019-10-31
5453137,tonicity,張力；滲壓性,,106.05.16,Remington,2019-10-31
5453138,tonicity agents,張力劑；滲壓劑,,106.05.16,Remington,2019-10-31
5453139,tonics,[滋]補劑,,101.11.14,中華無菌製劑協會,2019-10-31
5453140,tonka bean,香豆,,103.09.11,健康食品,2019-10-31
5453141,toosendan fruit {Meliae Toosendan Fructus},川楝子,,103.08.14,中醫藥,2019-10-31
5453142,tooth powder,牙粉,,102.12.05,中華無菌製劑協會,2019-10-31
5453143,toothpastes,牙膏劑,,102.12.05,中華無菌製劑協會,2019-10-31
5453144,topical,局部的；外用的,,106.05.16,Remington,2019-10-31
5453145,topical product,局部藥；外用藥,,104.05.14,GMP,2019-10-31
5453146,topoisomerase,拓樸異構酶,,101.02.09,,2019-10-31
5453147,torreya nut {Torreyae Semen},榧子,,103.09.11,中醫藥,2019-10-31
5453148,torsion,扭轉；扭力,,106.05.16,Remington,2019-10-31
5453149,torsion angle,扭轉角,,102.12.05,中華無菌製劑協會,2019-10-31
5453150,torsion balance,扭力天平,,106.05.16,Remington,2019-10-31
5453151,torsion tester,扭力測試器,,106.05.16,Remington,2019-10-31
5453152,tortoise shell,龜甲,,103.10.30,中醫藥,2019-10-31
5453153,total ash,總灰分,,102.12.05,中華無菌製劑協會,2019-10-31
5453154,total organic carbon {=TOC},總有機碳,,104.05.14,GMP,2019-10-31
5453155,total parenteral nutrition {=TPN},全營養注射劑,,103.01.16,中華無菌製劑協會,2019-10-31
5453156,total radioactivity,總放射量,,104.05.14,GMP,2019-10-31
5453157,tourniquet,止血帶,,106.05.16,Remington,2019-10-31
5453158,Toxic Exposure Surveillance System {=TESS},毒性暴露監視系統,,106.05.16,Remington,2019-10-31
5453159,toxic reaction,毒性反應,,103.01.16,中華無菌製劑協會,2019-10-31
5453160,toxicant,毒物,,103.01.16,中華無菌製劑協會,2019-10-31
5453161,toxicity,毒性,,103.01.16,中華無菌製劑協會,2019-10-31
5453162,toxicity test,毒性試驗,,103.01.16,中華無菌製劑協會,2019-10-31
5453163,toxicodynamics,毒物效應學,,103.01.16,中華無菌製劑協會,2019-10-31
5453164,toxicokinetics,毒物動態學,,103.01.16,中華無菌製劑協會,2019-10-31
5453165,toxicologist,毒理學家,,103.01.16,中華無菌製劑協會,2019-10-31
5453166,toxicology,毒理學；毒物學,,103.02.13,國立編譯館,2019-10-31
5453167,toxin,毒素,,103.01.16,中華無菌製劑協會,2019-10-31
5453168,toxoid,類毒素,,103.02.13,中華藥典,2019-10-31
5453169,trace element,微量元素,,103.01.16,中華無菌製劑協會,2019-10-31
5453170,traceability,可追溯性,,104.05.14,GMP,2019-10-31
5453171,traceback,回溯,,104.05.14,GMP,2019-10-31
5453172,traditional Chinese herbal drug,中草藥,,,,2019-10-31
5453173,traditional Chinese medicine,中藥,,,,2019-10-31
5453174,traditional medicine,傳統藥,,,,2019-10-31
5453175,tragacanth,西黃蓍膠,,103.02.13,國立編譯館,2019-10-31
5453176,tramadol HCl,鹽酸特拉嗎竇,,107.10.18,,2019-10-31
5453177,tranquilizers,鎮靜劑,,103.01.16,中華無菌製劑協會,2019-10-31
5453178,trans,反式,,106.05.16,Remington,2019-10-31
5453179,transcriptase,轉錄酶,,103.01.16,中華無菌製劑協會,2019-10-31
5453180,transcription,轉錄,,103.01.16,中華無菌製劑協會,2019-10-31
5453181,transdermal {=TD},經皮；穿皮；透皮,,103.01.16,,2019-10-31
