ID,英文名稱,中文名稱,圖片,生歿年,國籍,專長,備註,更新日期
3254004,"Schnabel, Artur","施納貝爾,阿圖",,1882-1951,奧地利,鋼琴；作曲,,2017-08-08
3254005,"Schnabel, Karl Ulrich","施納貝爾,卡爾",,1909-2001,美國,鋼琴,奧裔,2017-08-08
3254006,"Schnebel, Dieter",施內貝爾,,1930-,德國,作曲；音樂學,,2017-08-08
3254007,Schneevoigt Georg,施內沃伊特,,1872-1947,芬蘭,指揮；大提琴,,2017-08-08
3254008,"Schneider, Alexander","施奈德,亞力山大",,1908-1993,美國,小提琴；指揮,俄裔,2017-08-08
3254009,"Schneider, Friedrich","施奈德,弗里德利希",,1786-1853,德國,作曲；指揮；管風琴,,2017-08-08
3254010,"Schneiderhan, Wolfgang",施奈德漢,,1915-2002,奧地利,小提琴,,2017-08-08
3254011,"Schnittke, Alfred",施尼特克,,1934-1998,俄國,作曲,,2017-08-08
3254012,"Schnyder von Wartensee, Franz Xaver",施尼德‧封‧瓦坦澤,,1786-1868,瑞士,作曲,,2017-08-08
3254013,"Schnyder, Daniel",施尼德,,1961-,瑞士,作曲,,2017-08-08
3254014,"Schobert, Johann",休貝特,,1735-1767,德國,作曲,,2017-08-08
3254015,"Schock, Rudolf",秀克,,1915-1986,德國,聲樂,男高音,2017-08-08
3254016,"Schoeck, Othmar",謝克,,1886-1957,瑞士,指揮；作曲,,2017-08-08
3254017,"Schöffler, Paul",薛夫勒,,1897-1977,奧地利,聲樂,低男中音,2017-08-08
3254018,"Schofield, Ian",休費爾德,,1949-,英國,長號,,2017-08-08
3254019,"Schollum, Robert",蕭隆,,1913-1987,奧地利,作曲,,2017-08-08
3254020,"Scholz, Bernhard E.",蕭爾茲,,1835-1916,德國,指揮；作曲,,2017-08-08
3254021,"Schönbach, Dieter",荀巴赫,,1931-2012,德國,作曲；指揮,,2017-08-08
3254022,"Schönberg(Schoenberg), Arnold",荀貝格,,1874-1951,奧地利,作曲,,2017-08-08
3254023,"Schönherr, Max",荀赫爾,,1903-1984,奧地利,指揮；作曲；音樂學,,2017-08-08
3254024,"Schönzeler, Hans-Hubert",荀澤勒,,1925-1997,德國,指揮；音樂學,,2017-08-08
3254025,"Schoonenbeek, Kees",宋能畢克,,1947-,荷蘭,作曲,,2017-08-08
3254026,"Schorr, Friedrich",秀爾˙弗里德利希,,1888-1953,美國,聲樂,匈裔低男中音,2017-08-08
3254027,"Schorr, Ian",秀爾，易安,,1970-,美國,作曲,,2017-08-08
3254028,"Schradieck, Henry",施拉迪克,,1846-1918,德國,小提琴,,2017-08-08
3254029,"Schreck, Brundo",施雷克,,1928-,德國,大提琴,,2017-08-08
3254030,"Schreier, Peter",施萊爾,,1935-,德國,聲樂；指揮,男高音,2017-08-08
3254031,"Schreker, Franz",施雷克爾,,1878-1934,奧地利,指揮；作曲,,2017-08-08
3254032,"Schröder, Hermann",施略德,,1904-1984,德國,作曲,,2017-08-08
3254033,"Schröder-Devrient, Wilhelmine",施略德-戴芙琳,,1804-1860,德國,聲樂,女高音,2017-08-08
3254034,"Schroyens, Daniel","施洛因斯,丹尼爾",,1961-,比利時,作曲,,2017-08-08
3254035,"Schroyens, Raymond","施洛因斯,雷蒙",,1933-,比利時,作曲,,2017-08-08
3254036,"Schubert, Franz",舒伯特,,1797-1828,奧地利,作曲,,2017-08-08
3254037,"Schuch, Ernst von",舒赫,,1846-1914,奧地利,指揮,,2017-08-08
3254038,"Schulhoff, Erwin(Ervin)","舒霍夫,厄文",,1894-1942,捷克,鋼琴；作曲,,2017-08-08
3254039,"Schulhoff, Julius","舒霍夫,尤留斯",,1825-1898,捷克,鋼琴；作曲,,2018-03-22
3254040,"Schuller, Gunther",舒勒,,1925-,美國,作曲；指揮,,2017-08-08
3254041,"Schultz, Svend","舒爾次,史文德",,1913-1998,丹麥,作曲,,2017-08-08
3254042,"Schultz, Wolfgang-Andreas","舒爾次,沃夫岡－安德雷阿斯",,1948-,德國,作曲,,2017-08-08
3254043,"Schulz, Johann Abraham Peter",舒爾茲,,1747-1800,德國,作曲,,2017-08-08
3254044,"Schulz-Beuthen, Heinrich",舒爾茲－伯伊滕,,1838-1915,德國,作曲,,2017-08-08
3254045,"Schulz-Evler, Andrei",舒爾茲－艾弗勒,,1852-1905,波蘭,作曲,,2017-08-08
3254046,"Schuman, William","舒曼,威廉",,1910-1992,美國,作曲,,2017-08-08
3254047,"Schumann, Clara","舒曼,克拉拉",,1819-1896,德國,鋼琴；作曲,,2017-08-08
3254048,"Schumann, Elizabeth","舒曼,伊莉莎白",,1888-1952,德國,作曲,女高音,2017-08-08
3254049,"Schumann, Robert","舒曼,羅伯特",,1810-1856,德國,作曲,,2017-08-08
3254050,Schumann-Heink Ernestine,舒曼－海茵克,,1861-1936,美國,聲樂,奧裔女低中音,2017-08-08
3254051,"Schuppanzigh, Ignaz",舒潘齊格,,1776-1830,奧地利,小提琴；指揮,,2017-08-08
3254052,"Schuricht, Carl",舒里希特,,1880-1967,德國,指揮,,2017-08-08
3254053,"Schurmann, Georg Caspar","舒爾曼,蓋歐格",,1672/73-1751,德國,作曲,,2017-08-08
3254054,"Schurmann, Gerard","舒爾曼,蓋拉格",,1924-,荷蘭,作曲；指揮,,2017-08-08
3254055,"Schutt, Eduard",舒特,,1856-1933,奧地利,鋼琴；作曲,,2017-08-08
3254056,"Schütz, Heinrich",許茲,,1585-1672,德國,作曲,,2017-08-08
3254057,"Schuyt, Cornelis",舒易特,,1557-1616,荷蘭,作曲,,2017-08-08
3254058,"Schwarz, Rudolf",施瓦茲,,1905-1994,英國,指揮,奧裔,2017-08-08
3254059,"Schwarzkopf, Elisabeth",施瓦茲科芙,,1915-2006,德國,聲樂,女高音,2017-08-08
3254060,"Schweitzer, Albert",史懷哲,,1875-1965,法國,管風琴；音樂學,,2017-08-08
3254061,"Schwencke, Christian Friedrich Gottlieb",施文克,,1767-1822,德國,作曲,,2017-08-08
3254062,"Schwendinger, Laura Elise",史溫丁格,,1962-,墨西哥,作曲,,2017-08-08
3254063,"Schwertsik, Kurt",施維爾奇克,,1935-,奧地利,作曲,,2017-08-08
3254064,"Schwindl, Friedrich",施溫德爾,,1737-1786,荷蘭,小提琴；作曲,,2017-08-08
3254065,"Schytte, Ludwig",席特,,1848-1909,丹麥,鋼琴；作曲,,2017-08-08
3254066,"Sciammarella, Valdo",夏馬雷雅,,1924-2014,阿根廷,作曲,,2017-08-08
3254067,"Sciarrino, Salvatore",夏里諾,,1947-,義大利,作曲,,2017-08-08
3254068,"Sciberras, Ray",西貝拉斯,,1962-,馬爾他,作曲,,2017-08-08
3254069,"Sciutti, Graziella",秀第,,1927-2001,義大利,聲樂,女高音,2017-08-08
3254070,"Scontrino, Antonio",斯孔特利諾,,1850-1922,義大利,作曲；低音提琴,,2017-08-08
3254071,"Scott, Anthony","斯考特,安東尼",,1911-2012,英國,作曲；管風琴,,2017-08-08
3254072,"Scott, Cyril","斯考特,西利爾",,1879-1970,英國,作曲；鋼琴,,2017-08-08
3254073,"Scott, Francis George","斯考特,弗朗西斯",,1880-1958,英國（蘇格蘭）,作曲,,2017-08-08
3254074,"Scotti, Antonio",斯柯第,,1866-1936,義大利,聲樂,男中音,2017-08-08
3254075,"Scotto, Renata",斯柯朵,,1934-,義大利,聲樂,女高音,2017-08-08
3254076,"Scriabin(Skriabin), Alexander",斯克里亞賓,,1872-1915,俄國,作曲,,2017-08-08
3254077,"Sculthorpe, Peter",斯克爾索普,,1929-2014,澳大利亞,鋼琴；作曲,,2017-08-08
3254078,"Seaman, Christopher",西曼,,1942-,英國,指揮,,2017-08-08
3254079,"Searle, Humphrey",瑟爾,,1915-1982,英國,作曲；音樂學,,2017-08-08
3254080,"Sechter, Simon",瑟赫特,,1788-1867,奧地利,作曲；管風琴；音樂理論,,2017-08-08
3254081,"Seefried, Irmgard",澤芙莉德,,1919-1988,奧地利,聲樂,德裔女高音,2017-08-08
3254082,"Seeger, Ruth",西格,,1901-1953,美國,作曲,,2017-08-08
3254083,"Segerstam, Leif",賽格斯坦,,1944-,芬蘭,指揮；作曲,,2018-05-31
3254084,"Segovia, Andrés",賽歌維雅,,1893-1987,西班牙,吉他,,2017-08-08
3254085,"Sehested, Hilda",賽赫斯泰德,,1858-1936,丹麥,作曲,,2017-08-08
3254086,"Seiber, Matyas",賽伯,,1905-1960,英國,作曲,匈裔,2017-08-08
3254087,"Seidel, Toscha",賽德爾,,1899-1962,美國,小提琴,俄裔,2017-08-08
3254088,"Seinemeyer, Meta",翟內梅耶爾,,1895-1929,德國,聲樂,女高音,2017-08-08
3254089,"Seitz, Fritz (Friedrich)",翟茲,,1848-1918,德國,作曲,,2017-08-08
3254090,"Sekles, Bernhard",澤克勒斯,,1872-1934,德國,作曲,,2017-08-08
3254091,"Sellars, James",瑟拉斯,,1943-,美國,作曲,,2017-08-08
3254092,"Sellick, Phyllis",瑟利克,,1911-2007,英國,鋼琴,,2017-08-08
3254093,"Sembrich, Marcella",森布莉希,,1858-1935,波蘭,聲樂,女高音,2017-08-08
3254094,"Semkow, Jerzy",森科夫,,1928-2014,波蘭,指揮,,2017-08-08
3254095,"Semyonow, Wjatseslaw",謝苗諾夫,,1946-,俄國,作曲,,2017-08-08
3254096,"Senaillé, Jean-Baptiste",瑟納伊耶,,1687-1730,法國,小提琴,,2017-08-08
3254097,"Senanes, Gabriel",賽納內斯,,1956-,阿根廷,作曲,,2017-08-08
3254098,"Senfl, Ludwig",森佛,,1490-1543,瑞士,作曲,,2017-08-08
3254099,"Senofsky, Berl",塞諾夫斯基,,1925-2002,美國,小提琴,,2017-08-08
3254100,"Serafin, Tullio",賽拉芬,,1878-1968,義大利,指揮,,2017-08-08
3254101,"Serebrier, José",賽雷布里耶爾,,1938-,烏拉圭,作曲；指揮,,2017-08-08
3254102,"Serkin, Rudolf",瑟金,,1903-1991,美國,鋼琴,奧裔,2017-08-08
3254103,"Serly, Tibor",瑟爾利,,1901-1978,美國,作曲；音樂理論,匈裔,2017-08-08
3254104,"Serocki, Kazimierz",謝洛茲基,,1922-1981,波蘭,作曲；鋼琴,,2017-08-08
3254105,"Serov, Alexander",謝洛夫,,1820-1871,俄國,作曲；樂評,,2017-08-08
3254106,"Serova-Bergman, Valentina Semyonova",謝洛瓦－貝爾格曼,,1846-1924,俄國,作曲,,2017-08-08
3254107,"Servais, (Adrien-) François",謝爾維,,1807-1866,比利時,大提琴；作曲,,2017-08-08
3254108,"Sessions, Roger",賽旬思,,1896-1985,美國,作曲,,2017-08-08
3254109,"Seter, Mordecai",賽特,,1916-1994,以色列,作曲,,2017-08-08
3254110,"Setoguji, Fuziyoshi",瀬戸口藤吉,,1868-1941,日本,作曲,,2017-08-08
3254111,"Setrakian, Setrak",賽特拉基安,,1938-,黎巴嫩,作曲,,2017-08-08
3254112,"Séverac, Déodat de",賽維拉克,,1873-1921,法國,作曲,,2017-08-08
3254113,"Sevitzky, Fabien",瑟維茲基,,1891-1967,俄國,低音提琴；指揮,,2017-08-08
3254114,"Seyfried, Ignaz von",翟夫里特,,1776-1841,奧地利,作曲；指揮,,2017-08-08
3254115,"Sfetsas, Kyriakos",史菲查斯,,1945-,希臘,作曲,,2017-08-08
3254116,"Sgambati, Giovanni",斯甘巴悌,,1841-1914,義大利,鋼琴；作曲,,2017-08-08
3254117,"Shaffer, Elaine",夏芙爾,,1925-1973,美國,長笛,,2017-08-08
3254118,"Shapero, Harold",夏培若,,1920-2013,美國,作曲,,2017-08-08
3254119,"Shapiro, Alex","夏皮若,阿雷克斯",,1962-,美國,作曲,,2017-08-08
3254120,"Shapiro, Michael","夏皮若,麥可",,1951-,美國,作曲,,2017-08-08
3254121,"Shapleigh, Bertram",夏普利,,1871-1940,美國,作曲,,2017-08-08
3254122,"Shaporin, Yury",夏波林,,1887-1966,俄國,作曲,,2017-08-08
3254123,"Sharman, Rodney",夏曼,,1958-,加拿大,作曲,,2017-08-08
3254124,"Sharp, Cecil","夏普,瑟西爾",,1859-1924,英國,民歌編曲,,2017-08-08
3254125,"Sharp, Elliott","夏普,艾略特",,1951-,美國,作曲,,2017-08-08
3254126,"Sharpe, Carlyle","夏佩,卡利樂",,1965-,美國,作曲,,2017-08-08
3254127,"Sharpe, Cedric","夏佩,瑟德里克",,1891-1978,英國,大提琴；作曲,,2017-08-08
3254128,"Shaw, (George) Bernard",蕭伯納,,1856-1950,愛爾蘭,樂評,,2017-08-08
3254129,"Shaw, Geoffrey","蕭,喬弗瑞",,1879-1943,英國,作曲；管風琴,,2017-08-08
3254130,"Shaw, Martin","蕭,馬丁",,1875-1958,英國,作曲,,2017-08-08
3254131,"Shaw, Robert","蕭,羅伯特",,1916-1999,美國,指揮；作曲,,2017-08-08
3254132,"Shchedrin, Rodion",席且德林,,1932-,俄國,作曲,,2017-08-08
3254133,"Shcherbachev, Vladimir",席且巴齊夫,,1889-1952,俄國,作曲,,2017-08-08
3254134,"Shebalin, Vissarion",薛巴林,,1902-1963,俄國,作曲,,2017-08-08
3254135,"Shelley, Harry Rowe",薛利,,1858-1947,美國,管風琴；作曲,,2017-08-08
3254136,"Shepherd, Arthur","薛波德,亞瑟",,1880-1958,美國,樂評；作曲,,2017-08-08
3254137,"Sheppard(Shepherd), John","薛帕德,約翰",,1515-1558(1560?),英國,作曲,,2017-08-08
3254138,"Sheppard, Honor","薛帕德,歐諾",,1931-,英國,聲樂,女高音,2017-08-08
3254139,"Shera, Frank Henry",薛拉,,1852-1956,英國,作曲,,2017-08-08
3254140,"Sheram, Gousan",薛拉姆,,1857-1938,亞美尼亞,作曲,,2017-08-08
3254141,"Sheridan, Margaret",薛莉丹,,1889-1958,英國,聲樂,女高音,2017-08-08
3254142,"Sheriff, Noam",薛立夫,,1935-,以色列,作曲,,2017-08-08
3254143,"Sherman, Alec",薛爾曼,,1907-2008,英國,小提琴；指揮,,2017-08-08
3254144,"Sherwood, Gordon",薛伍德,,1929-2013,美國,作曲,,2017-08-08
3254145,"Shibata, Minao",柴田南雄,,1916-1996,日本,作曲,,2017-08-08
3254146,"Shield, William",席爾德,,1748-1829,英國,作曲；中提琴,,2017-08-08
3254147,"Shields, Alice",席爾茲,,1943-,美國,作曲,,2017-08-08
3254148,"Shifrin, Seymour",席弗林,,1926-1979,美國,作曲,,2017-08-08
3254149,"Shimizu, Osamu",清水修,,1911-1986,日本,作曲,,2017-08-08
3254150,"Shimono, Tatsuya",下野龍也,,1969-,日本,指揮,,2017-08-08
3254151,"Shiner, Emily",辛娜,,1862-1901,英國,小提琴,,2017-08-08
3254152,"Shinozaki, Yasuo",篠崎靖男,,1968-,日本,聲樂；指揮,,2017-08-08
3254153,"Shirley, George",席爾利,,1934-,美國,聲樂,男高音,2017-08-08
3254154,"Shirley-Quirk, John",席爾利－奎克,,1931-2014,英國,聲樂,男中音,2017-08-08
3254155,"Shoot, Vladislav",舒特,,1941-,俄國,作曲,,2017-08-08
3254156,"Shostakovich, Dmitri(Dmitry)","蕭斯塔科維契,德米特里",,1906-1975,俄國,作曲,,2017-08-08
3254157,"Shostakovich, Maxim","蕭斯塔科維契,馬克辛",,1938-,俄國,指揮；鋼琴,,2017-08-08
3254158,"Shuard, Amy",舒華德,,1924-1975,英國,聲樂,女高音,2017-08-08
3254159,"Sibelius, Jean",西貝流士,,1865-1957,芬蘭,作曲,,2017-08-08
3254160,"Sieber, Ferdinand",齊貝爾,,1822-1895,奧地利,聲樂教育,,2017-08-08
3254161,"Siegmeister, Elie",齊格麥斯特,,1909-1991,美國,作曲,,2017-08-08
3254162,"Siems, Margarethe",齊姆絲,,1879-1952,德國,聲樂,女高音,2017-08-08
3254163,"Siepi, Cesare",謝皮,,1923-2010,義大利,聲樂,男低音,2017-08-08
3254164,"Sierra, Arlene Elizabeth",西耶菈,,1970-,美國,作曲,,2017-08-08
3254165,"Sigtenhorst Meyer, Bernhard van den",席登霍斯特梅耶,,1888-1953,荷蘭,作曲,,2017-08-08
3254166,"Siki, Bela",席基,,1923-,瑞士,鋼琴,匈裔,2017-08-08
3254167,"Sikorski, Kazimierz","席科爾斯基,卡濟米耶茲",,1895-1986,波蘭,作曲,,2017-08-08
3254168,"Sikorski, Tomasz","席科爾斯基,托瑪斯",,1939-1988,波蘭,作曲,,2017-08-08
3254169,"Silas, Edouard",席拉斯,,1827-1909,荷蘭,鋼琴；作曲,,2017-08-08
3254170,"Silk, Dorothy",席爾可,,1883-1942,英國,聲樂,女高音,2017-08-08
3254171,"Sills, Beverly",席爾絲,,1929-2007,美國,聲樂,女高音,2017-08-08
3254172,"Siloti(Ziloti), Alexander",席洛悌,,1863-1945,俄國,鋼琴；指揮；作曲,,2017-08-08
3254173,"Silt, Hans",席爾特,,1850-1922,捷克,小提琴；指揮；作曲,,2017-08-08
3254174,"Silveri, Paolo",席威利,,1913-2008,義大利,聲樂,男中音,2017-08-08
3254175,"Silverstein, Joseph",席威爾斯坦,,1932-,美國,小提琴；指揮,,2017-08-08
3254176,"Silvestri, Constantin",席維斯特利,,1913-1969,英國,指揮；鋼琴；作曲,羅裔,2017-08-08
3254177,"Silvestrov, Valentin",席威斯特洛夫,,1937-,烏克蘭,作曲,,2017-08-08
3254178,"Simionato, Giulietta",席繆娜托,,1910-2010,義大利,聲樂,次女高音,2017-08-08
3254179,"Simon, Abbey",賽門,,1922-2014,美國,鋼琴,,2017-08-08
3254180,"Simoneau, Léopold",席摩諾,,1918-2006,加拿大,聲樂,男高音,2017-08-08
3254181,"Simonetto, Alessandro",西蒙內托,,1974-,義大利,作曲,,2017-08-08
3254182,"Simonovich, Alejandro",席摩諾維契,,1964-,阿根廷,作曲,,2017-08-08
3254183,"Simpson, Christopher","辛普森,克利斯朵夫",,1605-1669,英國,作曲,,2017-08-08
3254184,"Simpson, Daniel Leo","辛普森,丹尼爾",,1950-,美國,作曲,,2017-08-08
3254185,"Simpson, Nicholas","辛普森,尼可拉斯",,1958-,美國,作曲,,2017-08-08
3254186,"Simpson, Robert","辛普森,羅伯特",,1921-1997,英國,作曲；音樂學,,2017-08-08
3254187,"Simpson, Thomas","辛普森,湯瑪斯",,1582-1628,英國,作曲,,2017-08-08
3254188,"Sinclair, George Robertson","辛克萊爾,喬治",,1863-1917,英國,管風琴；指揮,,2017-08-08
3254189,"Sinclair, Monica","辛克萊爾,摩尼卡",,1925-2002,英國,聲樂,女低音,2017-08-08
3254190,"Sinding, Christian",辛定,,1856-1941,挪威,作曲,,2017-08-08
3254191,"Sinigaglia, Leone",席尼加利亞,,1868-1894,義大利,作曲,,2017-08-08
3254192,"Sinisalo, Helmer-Rayner",席尼沙羅,,1920-1989,俄國,作曲,,2017-08-08
3254193,"Sisask, Urmas",席薩斯克,,1960-,愛沙尼亞,作曲,,2017-08-08
3254194,"Sivori, Camillo",席沃瑞,,1815-1894,義大利,小提琴；作曲,,2017-08-08
3254195,"Sjögren, Emil",薛格倫,,1853-1918,瑞典,作曲,,2017-08-08
3254196,"Skalkottas, Nikos (Nikolas)",斯卡科塔斯,,1904-1949,希臘,作曲；小提琴,,2017-08-08
3254197,"Skempton, Howard",斯坎普頓,,1947-,英國,作曲,,2017-08-08
3254198,"Skilton, Charles sanford",斯基爾頓,,1868-1941,美國,作曲,,2017-08-08
3254199,"Skinner, James Scott",斯金納,,1843-1927,英國（蘇格蘭）,小提琴,,2017-08-08
3254200,"Skrowaczewski, Stanislaw",斯克羅瓦切夫斯基,,1923-,美國,指揮；作曲,波裔,2017-08-08
3254201,"Skrzypczak, Bettina",斯克齊普札克,,1962-,波蘭,作曲,,2017-08-08
3254202,"Slatkin, Leonard",斯拉特金,,1944-,美國,指揮；鋼琴,,2017-08-08
3254203,"Slavický, Milan",斯拉維奇,,1947-,捷克,作曲,,2017-08-08
3254204,"Slezak, Leo",斯雷札克,,1873-1946,奧地利,聲樂,男高音,2017-08-08
3254205,"Slivinski, Joseph von",斯利文斯基,,1865-1930,波蘭,鋼琴,,2017-08-08
3254206,"Slobodskaya, Oda",斯洛波德絲卡亞,,1888-1970,俄國,聲樂,女高音,2017-08-08
3254207,"Slonimsky, Nicolas","斯洛寧姆斯基,尼古拉",,1894-1995,俄國,指揮；作曲；音樂學,,2017-08-08
3254208,"Slonimsky, Sergei(y)","斯洛寧姆斯基,瑟蓋伊",,1932-,俄國,作曲,,2017-08-08
3254209,"Sloper, Lindsay",斯洛波,,1826-1887,英國,鋼琴；作曲,,2017-08-08
3254210,"Smallens, Alexander",斯莫倫斯,,1889-1972,美國,指揮,俄裔,2017-08-08
3254211,"Smalley, Roger",斯莫利,,1943-,英國,作曲；鋼琴,,2017-08-08
3254212,"Smallman, Basil",斯莫曼,,1921-,英國,鋼琴；指揮,,2017-08-08
3254213,"Smareglia, Antonio",斯馬雷利亞,,1854-1929,義大利,作曲,,2017-08-08
3254214,"Smart, George",斯馬特,,1776-1867,英國,指揮；作曲；管風琴,,2017-08-08
3254215,"Smeets, Jos (Jozef Johannes Helena)",斯密茲,,1960-,荷蘭,作曲,,2017-08-08
3254216,"Smetana, Bedrich",斯梅塔納,,1824-1884,捷克,作曲,,2017-08-08
3254217,"Smeterlin, Jan",斯梅特林,,1892-1967,英國,鋼琴,波裔,2017-08-08
3254218,"Smit, Leo",斯密特,,1921-1999,美國,作曲；鋼琴,,2017-08-08
3254219,"Smit, Leo",斯密特,,1900-1943,荷蘭,作曲,,2017-08-08
3254220,"Smith, Alice Mary","斯密士,艾莉絲",,1839-1884,英國,作曲,,2017-08-08
3254221,"Smith, Carleton Sprague","斯密士,卡爾頓",,1905-1994,美國,音樂學,,2017-08-08
3254222,"Smith, Chris","斯密士,克利斯",,1967-,英國（蘇格蘭）,作曲,,2017-08-08
3254223,"Smith, Cyril","斯密士,希利爾",,1909-1974,英國,鋼琴,,2017-08-08
3254224,"Smith, David Stanley","斯密士,大衛",,1877-1949,美國,作曲；指揮,,2017-08-08
3254225,"Smith, John Stafford","斯密士,約翰",,1750-1836,英國,音樂學；作曲,,2017-08-08
3254226,"Smith, Julia","斯密士,茱莉亞",,1911-1989,美國,作曲；鋼琴,,2017-08-08
3254227,"Smith, Robert W.","斯密士,羅伯特",,1958-,美國,作曲,,2017-08-08
3254228,"Smith, Ronald","斯密士,羅納德",,1922-2004,英國,鋼琴；作曲,,2017-08-08
3254229,"Smith, Russell","斯密士,羅瑟爾",,1927-,美國,作曲,,2017-08-08
3254230,"Smith, William","斯密士,威廉",,1881-1972,英國,音樂學,,2017-08-08
3254231,"Smith-Brindle, Reginald",斯密士－布林朵,,1917-2003,英國,作曲；吉他,,2017-08-08
3254232,"Smyth, Ethel Mary",斯密絲,,1858-1944,英國,作曲,,2017-08-08
3254233,"Soares da Costa, Rui",索阿列斯‧達‧柯斯達,,1958-,葡萄牙,作曲,,2017-08-08
3254234,"Sobrino, Carlos",索布利諾,,1861-1927,義大利,鋼琴,,2017-08-08
3254235,"Söderman, Johan August",佘德曼,,1832-1876,瑞典,作曲,,2017-08-08
3254236,"Söderström, Elisabeth",佘德斯特蓉,,1927-2009,瑞典,聲樂,女高音,2017-08-08
3254237,"Soga, Daisuke",曾我大介,,1965-,日本,指揮,,2017-08-08
3254238,"Sogomonian, Sogomon",索果摩尼安,,1869-1935,土耳其,作曲,,2017-08-08
3254239,"Sohal, Naresh",索哈爾,,1939-,印度,作曲,,2017-08-08
3254240,"Sokoloff, Nikolay","索科洛夫,尼古拉",,1886-1965,美國,指揮；小提琴,俄裔,2017-08-08
3254241,"Sokolov, Nikolay Alexandrovich","索科洛夫,尼古拉‧亞力山德羅維契",,1859-1922,俄國,作曲,,2017-08-08
3254242,"Sokolov,Grigory",索科洛夫，格利葛利,,1950-,俄國,鋼琴,,2017-08-08
3254243,"Solare, Juan María",索拉雷,,1966-,阿根廷,作曲,,2017-08-08
3254244,"Soldat, Marie",索妲特,,1963-1955,奧地利,小提琴,,2017-08-08
3254245,"Soler, Antonio",索列爾,,1729-1783,西班牙,作曲；管風琴,,2017-08-08
3254246,"Sollberger, Harvey",索貝爾格爾,,1938-,美國,作曲,,2017-08-08
3254247,"Solomons, David Warin",索羅蒙斯,,1953-,英國,作曲,,2017-08-08
3254248,"Solov'yov-Sedoy, Vasily",索洛維耶夫－瑟多伊,,1907-1979,俄國,作曲,,2017-08-08
3254249,"Solti, Georg",蕭提,,1912-1997,英國,指揮；鋼琴,匈裔,2017-08-08
3254250,"Somers, Harry Stewart",薩莫斯,,1925-1999,加拿大,作曲；鋼琴,,2017-08-08
3254251,"Somervell, Arthur",薩莫威爾,,1863-1937,英國,作曲,,2017-08-08
3254252,"Sommer, Lukáš",梭莫，路卡斯,,1984-,捷克,作曲,,2017-08-08
3254253,"Sommer, Raphael","梭莫,拉斐爾",,1937-2001,捷克,大提琴,20121201修正,2017-08-08
