ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3238504,close harmony,密集和聲,,英,,2017-08-08
3238505,close imitation,緊模仿,,英,,2017-08-08
3238506,close position,密集位置,,英,,2017-08-08
3238507,closed pipe,閉管,,英,,2017-08-08
3238508,closing resolution,終止解決,,英,,2017-08-08
3238509,closing section,結束樂段,,英,,2017-08-08
3238510,cluster,音簇；音堆,,英,,2017-08-08
3238511,coach horn,郵號,,英,,2017-08-08
3238512,cobla {Sp.},柯布拉樂隊,,西,,2017-08-08
3238513,Cobzǎ,柯不扎琴,,羅馬尼亞,,2017-08-08
3238514,coda uncinata {It.},符尾,,義,,2017-08-08
3238515,coda {It.}{Fr.},尾聲；尾奏,,義˙英˙法,,2017-08-08
3238516,codetta {It.},小尾聲；小尾奏,,義,,2017-08-08
3238517,Codex Chigi,基吉抄本,,法,,2017-08-08
3238518,codex {Lat.}{Fr.},抄本,,拉˙英˙法,,2017-08-08
3238519,codice {It.},抄本,,義,,2017-08-08
3238520,cog rattle,齒輪嘎嘎器,,英,,2017-08-08
3238521,col arco {It.},用弓奏,,義,,2017-08-08
3238522,col canto {It.},配合歌唱,,義,,2017-08-08
3238523,col legno {It.},用弓背奏,,義,,2017-08-08
3238524,colascione {It.},柯拉兄內琴,,義,,2017-08-08
3238525,coll' ottava,加八度,,義,,2017-08-08
3238526,coll'arco {It.},用弓奏,,義,,2017-08-08
3238527,coll'ottava {It.},連八度奏,,義,,2017-08-08
3238528,colla parte {It.},配合主要聲部,,義,,2017-08-08
3238529,colla punta dell'arco {It.},用弓尖部奏,,義,,2017-08-08
3238530,colla voce {It.},配合獨唱聲部,,義,,2017-08-08
3238531,collage {Fr.},拼貼,,法,,2017-08-08
3238532,collect,集禱經,,英,,2017-08-08
3238533,collegamento di accordi {It.},和弦連接,,義,,2017-08-08
3238534,collegium musicum {Lat.},音樂社團,,拉,,2017-08-08
3238535,collegium rorantistarum {Lat.},教堂唱詩班,,拉,,2017-08-08
3238536,colophony,松香,,英,,2017-08-08
3238537,coloration,色符記譜法；色彩裝飾,,英,,2017-08-08
3238538,coloratura aria {It.},花腔詠唱調,,義,,2017-08-08
3238539,coloratura soprano {It.},華彩女高音；花腔女高音,,義,,2017-08-08
3238540,coloratura {It.},華彩；花腔,,義,,2017-08-08
3238541,colotomic structure,銜接式構造,,英,,2017-08-08
3238542,colour,音色,,英,,2017-08-08
3238543,coloured hearing,色彩聽覺,,英,,2017-08-08
3238544,colpo {It.},擊奏,,義,,2017-08-08
3238545,combination tone,混合音,,英,,2017-08-08
3238546,combined counterpoint,混合對位法,,英,,2017-08-08
3238547,combo,小爵士樂隊,,英,,2017-08-08
3238548,come {It.},如同,,義,,2017-08-08
3238549,comédie-ballet {Fr.},喜劇芭蕾舞劇,,法,,2017-08-08
3238550,comes,答题；答句,,英,,2017-08-08
3238551,comes {Lat.},答句,,拉,,2017-08-08
3238552,comic opera,喜歌劇,,英,,2017-08-08
3238553,comiquement {Fr.},喜劇的；詼諧的,,法,,2017-08-08
3238554,comma {Fr.}{It.},音差,,英˙法˙義,,2017-08-08
3238555,comma sintonico {It.},共振音差,,義,,2017-08-08
3238556,Commedia dell'arte {It.},即興喜劇,,義,,2017-08-08
3238557,commedia per musica {It.},拿波里喜歌劇,,義,,2017-08-08
3238558,commercial jazz,商業爵士樂,,英,,2017-08-08
3238559,common chord,普通和弦,,英,,2017-08-08
3238560,common meansure,四四拍子,,英,,2017-08-08
3238561,common pitch,共同音高,,英,,2017-08-08
3238562,common time,四四拍子,,英,,2017-08-08
3238563,Commune sanctorum {Lat.},諸聖節,,拉,,2017-08-08
3238564,communio {Lat.},領主詠,,拉,,2017-08-08
3238565,communion {Fr.},領主詠,,法,,2017-08-08
3238566,community singing,社團合唱,,英,,2017-08-08
3238567,comodo {It.},悠閒的；舒適的；輕鬆的；随便的；,,義,,2017-08-08
3238568,compact cassette,卡式錄音帶,,英,,2017-08-08
3238569,compact disc,雷射唱片｛ＣＤ｝,,英,,2017-08-08
3238570,companella {It.},小鈴；小鐘,,義,,2017-08-08
3238571,comparative musicology,比較音樂學,,英,,2017-08-08
3238572,compás {Sp.},小節,,西,,2017-08-08
3238573,compass,音域,,英,,2017-08-08
3238574,compass of voice,聲部音域；聲音音域,,英,,2017-08-08
3238575,competition in music,音樂比賽,,英,,2017-08-08
3238576,compiacevole {It.},爽快的,,義,,2017-08-08
3238577,complainte {Fr.},悲嘆之歌,,法,,2017-08-08
3238578,complement,轉位音程,,英,,2017-08-08
3238579,complementary interval,轉位音程,,英,,2017-08-08
3238580,complete bar,完全小節,,英,,2017-08-08
3238581,complete cadence,完全終止,,英,,2017-08-08
3238582,complete edition,全集,,英,,2017-08-08
3238583,complete modulation,完全轉調,,英,,2017-08-08
3238584,complete perfect cadence,完全終止,,英,,2017-08-08
3238585,complex figuration,複雜音型法,,英,,2017-08-08
3238586,complex rhythm,複節奏,,英,,2017-08-08
3238587,compline,晚禱,,英,,2017-08-08
3238588,component tone,分音,,英,,2017-08-08
3238589,componium,複合自動管風琴,,英,,2017-08-08
3238590,composer,作曲家,,英,,2017-08-08
3238591,composition,作品；樂曲；作曲,,英,,2017-08-08
3238592,composition pedals,合成踏板,,英,,2017-08-08
3238593,compound authentic cadence,複式正格終止,,英,,2017-08-08
3238594,compound auxiliary note,複助音,,英,,2017-08-08
3238595,compound binary form,複二段體,,英,,2017-08-08
3238596,compound changing tone (note),複換音,,英,,2017-08-08
3238597,compound duple meter,複二拍子,,英,,2017-08-08
3238598,compound duple time,複二拍子,,英,,2017-08-08
3238599,compound figuration,複合音型法,,英,,2017-08-08
3238600,compound interval,複音程,,英,,2017-08-08
3238601,compound measure,複拍子,,英,,2017-08-08
3238602,compound meter,複拍子,,英,,2017-08-08
3238603,compound modulation,複轉調,,英,,2017-08-08
3238604,compound quadruple time,複四拍子,,英,,2017-08-08
3238605,compound rhythm,複節奏,,英,,2017-08-08
3238606,compound suspensions,複掛留音,,英,,2017-08-08
3238607,compound ternary form,複三段式,,英,,2017-08-08
3238608,compound time,複拍子,,英,,2017-08-08
3238609,compound tone,複合音,,英,,2017-08-08
3238610,Compound triple meter,複三拍子,,英,,2017-08-08
3238611,compound triple time,複三拍子,,英,,2017-08-08
3238612,comprimaria {It.},候補演員,,義,,2017-08-08
3238613,comprimario {It.},候補演員,,義,,2017-08-08
3238614,computer cantata,電腦清唱劇,,英,,2017-08-08
3238615,computer music,電腦音樂,,英,,2017-08-08
3238616,con allegrezza,明朗快樂的,,義,,2017-08-08
3238617,con amore {It.},情意綿綿的,,義,,2017-08-08
3238618,con anima {It.},生氣蓬勃的；精神煥發的,,義,,2017-08-08
3238619,con ardore {It.},如火如荼的,,義,,2017-08-08
3238620,con bravura {It.},精湛技巧的,,義,,2017-08-08
3238621,con brio {It.},有精神的,,義,,2017-08-08
3238622,con calore {It.},熱烈的；熱情的；激烈的,,義,,2017-08-08
3238623,con energia {It.},加強的；使勁的,,義,,2017-08-08
3238624,con espressione {It.},富於表情的,,義,,2017-08-08
3238625,con garbo {It.},優雅的；高尚的,,義,,2017-08-08
3238626,con giusto {It.},精確的,,義,,2017-08-08
3238627,con grazia {It.},優雅的；可愛的,,義,,2017-08-08
3238628,con malinconia {It.},憂鬱的,,義,,2017-08-08
3238629,con moto {It.},速度略快,,義,,2017-08-08
3238630,con passione {It.},感動的,,義,,2017-08-08
3238631,con pedale {It.},使用踏瓣,,義,,2017-08-08
3238632,con scioltezza {It.},悠閒的,,義,,2017-08-08
3238633,con sentimento {It.},充滿感情的,,義,,2017-08-08
3238634,con sordino {It.},加弱音器,,義,,2017-08-08
3238635,con spirito {It.},有精神的,,義,,2017-08-08
3238636,con tenerezza {It.},溫柔的,,義,,2017-08-08
3238637,con tutta la forza {It.},全力以赴的,,義,,2017-08-08
3238638,con {It.},與,,義,,2017-08-08
3238639,concentus {Lat.},合唱；合唱團,,拉,,2017-08-08
3238640,concert,音樂會,,英,,2017-08-08
3238641,concert aria,音樂會詠唱調,,英,,2017-08-08
3238642,concert band,室內管樂團,,英,,2017-08-08
3238643,concert de chambre {Fr.},室內音樂會,,法,,2017-08-08
3238644,concert grand piano,大平臺鋼琴；音樂會大鋼琴,,英,,2017-08-08
3238645,concert hall,演奏廳；音樂廳,,英,,2017-08-08
3238646,concert music,音樂會音樂,,英,,2017-08-08
3238647,concert of ancient music,古樂音樂會,,英,,2017-08-08
3238648,concert overture,音樂會序曲,,英,,2017-08-08
3238649,concert performer,演奏家,,英,,2017-08-08
3238650,concert piece,音樂會曲,,英,,2017-08-08
3238651,concert pitch,音樂會音高,,英,,2017-08-08
3238652,concert program,曲目,,英,,2017-08-08
3238653,concert room,演奏室,,英,,2017-08-08
3238654,concert singer,歌唱家,,英,,2017-08-08
3238655,concert spirituel {Fr.},聖靈音樂會；牧靈音樂會,,法,,2017-08-08
3238656,concert {Fr.},音樂會；合奏曲,,法,,2017-08-08
3238657,concertante {It.},複協奏曲,,義,,2017-08-08
3238658,concertato {It.},主奏部,,義,,2017-08-08
3238659,concerted,合奏,,英,,2017-08-08
3238660,concertina,六角手風琴,,英,,2017-08-08
3238661,concertina {Fr.},六角手風琴,,英˙法,,2017-08-08
3238662,concertino {It.},獨奏群；小協奏曲,,義,,2017-08-08
3238663,concertist,演奏家,,英,,2017-08-08
3238664,concertmaster,樂團首席,,英,,2017-08-08
3238665,concerto da camera {It.},室內協奏曲,,義,,2017-08-08
3238666,concerto da chiesa {It.},教會協奏曲,,義,,2017-08-08
3238667,concerto ecclesiatico {It.},教會協奏曲,,義,,2017-08-08
3238668,concerto for orchestra,管弦協奏曲,,英,,2017-08-08
3238669,concerto grosso {It.},大協奏曲,,義,,2017-08-08
3238670,concerto {It.},協唱奏曲；協奏曲；音樂會,,義,,2017-08-08
3238671,concerto {It.}{Fr.},協奏曲,,義˙英˙法,,2017-08-08
3238672,concierto {Sp.},音樂會；協奏曲,,西,,2017-08-08
3238673,concise binary form,簡明二段體,,英,,2017-08-08
3238674,concitato {It.},激動的；感動的,,義,,2017-08-08
3238675,concord,協和和絃,,英,,2017-08-08
3238676,concord harmonies,協和和絃和聲,,英,,2017-08-08
3238677,concordant intervals,協和音程,,英,,2017-08-08
3238678,concours de musique {Fr.},音樂比賽,,法,,2017-08-08
3238679,condotta delle voci {It.},聲部進行,,義,,2017-08-08
3238680,conducteur {Fr.},簡化總譜,,法,,2017-08-08
3238681,conducting,指揮法,,英,,2017-08-08
3238682,conductor,指揮,,英,,2017-08-08
3238683,Conductus motet,康都經文歌,,英,,2017-08-08
3238684,conductus {Lat.},康都曲風,,拉,,2017-08-08
3238685,conduite des voix {Fr.},聲部進行,,法,,2017-08-08
3238686,confinalis {Lat.},副終止音（教會調式）,,拉,,2017-08-08
3238687,conga ( drums ),康加鼓,,英,,2017-08-08
3238688,congoerá {Sp.},拱戈耶拉｛擦響器｝,,西,,2017-08-08
3238689,conjunct and disjunct,級進與跳進,,英,,2017-08-08
3238690,conjunct degree,連續級,,英,,2017-08-08
3238691,conjunct motion,級進,,英,,2017-08-08
3238692,conjunct tetrachords,直接四音組,,英,,2017-08-08
3238693,conjunctura {Lat.},方形記譜,,拉,,2017-08-08
3238694,connection of chords,和弦連接,,英,,2017-08-08
3238695,consecutive dominant chords,連續屬和弦（絃）,,英,,2017-08-08
3238696,consecutive fifths,連續五度,,英,,2017-08-08
3238697,consecutive fourths,連續四度,,英,,2017-08-08
3238698,consecutive octaves,連續八度,,英,,2017-08-08
3238699,consecutive seconds,連續二度,,英,,2017-08-08
3238700,consecutive sevenths,連續七度,,英,,2017-08-08
3238701,consecutive unisons,連續同度,,英,,2017-08-08
3238702,consecutives,連續,,英,,2017-08-08
3238703,consequent phrase,後分句,,英,,2017-08-08
3238704,conservatoire {Fr.},音樂學院,,法,,2017-08-08
3238705,conservatorio {It.}{Sp.},音樂學院,,義．西,,2017-08-08
3238706,conservatory,音樂學院,,英,,2017-08-08
3238707,consolations {Fr.},安慰,,法,,2017-08-08
3238708,console,演奏台（管風琴）；混音器；控制台,,英,,2017-08-08
3238709,consonance imparfaite {Fr.},不完全協和；不完全協和音　,,法,,2017-08-08
3238710,consonance parfaite {Fr.},完全協和,,法,,2017-08-08
3238711,consonance {Fr.},協和；協和音,,英˙法,,2017-08-08
3238712,consonant,子音,,英,,2017-08-08
3238713,consonant chord,協和和弦（絃）,,英,,2017-08-08
3238714,consonant interval,協和音程,,英,,2017-08-08
3238715,consonante {It.},子音,,義,,2017-08-08
3238716,consonanza imperfetta {It.},不完全協和；不完全協和音,,義,,2017-08-08
3238717,consonanza perfetta {It.},完全協和,,義,,2017-08-08
3238718,consonanza {It.},協和；協和音,,義,,2017-08-08
3238719,consonne {Fr.},子音,,法,,2017-08-08
3238720,consort,同類樂器重奏,,英,,2017-08-08
3238721,conte {Fr.},情景曲,,法,,2017-08-08
3238722,contemporary music,當代音樂,,英,,2017-08-08
3238723,continental fingering,歐陸指法,,英,,2017-08-08
3238724,continental tango,歐陸探戈舞曲,,英,,2017-08-08
3238725,continuity,連續性,,英,,2017-08-08
3238726,continuo instrument,數字低音樂器,,英,,2017-08-08
3238727,continuo {It.},持續低音；數字低音,,義,,2017-08-08
3238728,contra octave,下一點八度（音域）,,英,,2017-08-08
3238729,contrabass,低音提琴,,英,,2017-08-08
3238730,contrabass clarinet,倍低音單簧管,,英,,2017-08-08
3238731,contrabass clef,下低音譜號,,英,,2017-08-08
3238732,contrabass sarrusophone,倍低音薩魯管,,英,,2017-08-08
3238733,contrabass saxophone,倍低音薩氏管,,英,,2017-08-08
3238734,contrabass trombone,倍低音長號,,英,,2017-08-08
3238735,contrabass tuba,低音號,,英,,2017-08-08
3238736,contrabassoon,倍低音管,,英,,2017-08-08
3238737,contraction of sentence,樂句縮短,,英,,2017-08-08
3238738,contradanza {Sp.},鄉村舞曲；對舞舞曲,,西,,2017-08-08
3238739,contraddanza {It.},鄉村舞曲；對舞舞曲,,義,,2017-08-08
3238740,contrafactum {It.},換詞歌曲,,義,,2017-08-08
3238741,contrafagotto {It.},倍低音管,,義,,2017-08-08
3238742,contraltist {It.},女中音閹歌手,,義,,2017-08-08
3238743,contralto {It.},中音；女低音,,義,,2017-08-08
3238744,contraponto doppio {It.},二部對位,,義,,2017-08-08
3238745,contrappunto eguale {It.},等值對位法,,義,,2017-08-08
3238746,contrappunto ineguale {It.},不等值對位法,,義,,2017-08-08
3238747,contrappunto invertibile {It.},複對位,,義,,2017-08-08
3238748,Contrappunto quadruplo {It.},四部複對位法,,義,,2017-08-08
3238749,contrappunto quintuple {It.},五部複對位法,,義,,2017-08-08
3238750,contrappunto triplo {It.},三部對位,,義,,2017-08-08
3238751,contrappunto {It.},對位法,,義,,2017-08-08
3238752,contrapunctus aequalis {Lat.},等值對位法,,拉,,2017-08-08
3238753,contrapunctus inaequalis {Lat.},不等值對位法,,拉,,2017-08-08
3238754,contrapunctus {Lat.},對位法；對位,,拉,,2017-08-08
3238755,contrapuntist,對位法家,,英,,2017-08-08
3238756,contrapunto {Sp.},對位法,,西,,2017-08-08
3238757,contrary motion,反行,,英,,2017-08-08
3238758,contrast construction,對比構造,,英,,2017-08-08
3238759,contrasted motive,對比動機,,英,,2017-08-08
3238760,Contratanz {Ger.},鄉村舞曲；對舞舞曲,,德,,2017-08-08
3238761,contre chant {Fr.},對位聲部；對旋律,,法,,2017-08-08
3238762,contre octave {Fr.},下一點八度（音域）,,法,,2017-08-08
3238763,contre sujet {Fr.},對句；對位主題,,法,,2017-08-08
3238764,contrebasse à pistons {Fr.},活塞式低音號,,法,,2017-08-08
3238765,contrebasse d'harmonie {Fr.},奧菲克萊德號,,法,,2017-08-08
3238766,contrebasson {Fr.},倍低音管,,法,,2017-08-08
3238767,contredanse {Fr.},鄉村舞曲；對舞舞曲,,法,,2017-08-08
3238768,contrepoint doublé {Fr.},二部對位,,法,,2017-08-08
3238769,contrepoint en ronde {Lat.},等值對位法,,拉,,2017-08-08
3238770,contrepoint fleuri {Fr.},華彩對位,,法,,2017-08-08
3238771,contrepoint imitatif {Fr.},模仿對位法,,法,,2017-08-08
3238772,contrepoint inégal {Fr.},不等值對位法,,法,,2017-08-08
3238773,contrepoint libre {Fr.},自由對位,,法,,2017-08-08
3238774,Contrepoint quadruple {Fr.},四部複對位法,,法,,2017-08-08
3238775,contrepoint quintuple {Fr.},五部複對位法,,法,,2017-08-08
3238776,contrepoint renversable {Fr.},複對位,,法,,2017-08-08
3238777,contrepoint strict {Fr.},嚴格對位,,法,,2017-08-08
3238778,contrepoint triple {Fr.},三部對位,,法,,2017-08-08
3238779,contrepoint {Fr.},對位法,,法,,2017-08-08
3238780,contreteneur {Fr.},中音 ｛音域｝；假聲中音,,法,,2017-08-08
3238781,controcanto {It.},對位聲部；對旋律,,義,,2017-08-08
3238782,controsoggetto {It.},對句；對位主題,,義,,2017-08-08
3238783,controtema {It.},對句；對位主題,,義,,2017-08-08
3238784,convenient notation,簡便記譜法,,英,,2017-08-08
3238785,Cool jazz,冷爵士,,英,,2017-08-08
3238786,coon song,黑人歌,,英,,2017-08-08
3238787,coperti {pl.} {It.},蒙布奏的；覆蓋；掩蓋,,義,,2017-08-08
3238788,coperto {It.},蒙布奏的；覆蓋,,義,,2017-08-08
3238789,copista {It.},抄譜家,,義,,2017-08-08
3238790,copiste {Fr.},抄譜家,,法,,2017-08-08
3238791,copla,科普拉歌,,英,,2017-08-08
3238792,Coppel {Ger.},聯鍵音栓（管風琴）,,德,,2017-08-08
3238793,copula {Lat.},聯結,,拉,,2017-08-08
3238794,copyist,抄譜家,,英,,2017-08-08
3238795,copyright,著作權；版權,,英,,2017-08-08
3238796,Cor à main {Fr.},手號,,法,,2017-08-08
3238797,cor à pistons {Fr.},有鍵號,,法,,2017-08-08
3238798,cor anglais {Fr.},英國管,,法,,2017-08-08
3238799,cor d'harmonie {Fr.},自然號,,法,,2017-08-08
3238800,cor de basset {Fr.},巴塞管,,法,,2017-08-08
3238801,cor de chasse {Fr.},獵號,,法,,2017-08-08
3238802,cor des Aples {Fr.},阿爾卑斯號,,法,,2017-08-08
3238803,cor en signal {Lat.},信號,,拉,,2017-08-08
3238804,cor {Fr.},號角，圓號；號角音栓｛管風琴｝,,法,,2017-08-08
3238805,cor-oboe,雙簧管音栓（管風琴）,,英,,2017-08-08
3238806,corale per organo {It.},管風琴聖詠,,義,,2017-08-08
3238807,corda {It.},弦（絃）,,義,,2017-08-08
3238808,corde à vide {Fr.},空弦（絃）,,法,,2017-08-08
3238809,corde di resonanza {It.},共鳴弦（絃）,,義,,2017-08-08
3238810,corde en boyau {Fr.},腸弦（絃）,,法,,2017-08-08
3238811,corde nuit {Fr.},守夜號音栓（管風琴）,,法,,2017-08-08
3238812,corde vocali {It.},聲帶,,義,,2017-08-08
3238813,corde {Fr.},弦（絃）,,法,,2017-08-08
3238814,cordes sympathiques {Fr.},共鳴弦（絃）,,法,,2017-08-08
3238815,cordes vocales {Fr.},聲帶,,法,,2017-08-08
3238816,cordier {Fr.},繫弦（絃）板,,法,,2017-08-08
3238817,cordiera {It.},繫弦（絃）板,,義,,2017-08-08
3238818,cori spezzati {It.},複合唱,,義,,2017-08-08
3238819,corista {It.},音叉；標準音高；合唱團員,,義,,2017-08-08
3238820,cormet de poste {Fr.},郵號,,法,,2017-08-08
3238821,cornemuse {Fr.},法國風笛,,法,,2017-08-08
3238822,cornet,短號；郵號；角號；角號音栓｛管風琴｝,,英,,2017-08-08
3238823,Cornet à pistons {Fr.},有鍵短號,,法,,2017-08-08
3238824,cornet stop,短號音栓,,英,,2017-08-08
3238825,corneta {Sp.},短號；郵號；角號；角號音栓｛管風琴｝,,西,,2017-08-08
3238826,Cornett {Ger.},短號；郵號；角號；角號音栓｛管風琴｝,,德,,2017-08-08
3238827,cornetta di postiglione {It.},郵號,,義,,2017-08-08
3238828,cornetta {It.},短號；郵號；角號；角號音栓｛管風琴｝,,義,,2017-08-08
3238829,Corno a mano {It.},手號,,義,,2017-08-08
3238830,corno alto and corno basso {It.},高音號和英國蛇號,,義,,2017-08-08
3238831,corno alto {It.},高音號,,義,,2017-08-08
3238832,corno basso {It.},英國蛇號；英國蛇號音栓,,義,,2017-08-08
3238833,corno da caccia {It.},獵號,,義,,2017-08-08
3238834,corno da segnale {Fr.},信號,,法,,2017-08-08
3238835,corno di bassetto {It.},巴塞管,,義,,2017-08-08
3238836,corno dolce,柔音圓號音栓（管風琴）,,英,,2017-08-08
3238837,corno doppio {It.},雙調圓號,,義,,2017-08-08
