ID,英文名稱,中文名稱,圖片,中國大陸譯名,備註,更新日期
2295305,SERRS {surface enhanced resonance Raman scattering},表面增強共振拉曼散射,,表面增强共振拉曼散射,,2015-05-25
2295306,SERS {surface enhanced Raman scattering},表面增強拉曼散射,,表面增强拉曼散射,,2015-05-25
2295307,SERS {surface-enhanced Raman spectrometry},表面增強拉曼光譜法,,表面增强拉曼光谱法,,2015-05-25
2295308,sesquioxide,倍半氧化物,,倍半氧化物,,2015-05-25
2295309,sesquiterpene,倍半萜,,倍半萜,,2015-05-25
2295310,sessile drop method,躺滴法；不濡液滴法,,﹡躺滴法,,2015-05-25
2295311,sesterterpene,二倍半萜,,二倍半萜,,2015-05-25
2295312,setting of fiber,纖維定型,,定形,,2015-05-25
2295313,sex hormone,性激素,,性激素,,2015-05-25
2295314,SFC {supercritical fluid chromatography},超臨界流體層析法,,超临界流体色谱法,,2015-05-25
2295316,shallow land burial,淺層掩埋,,浅层掩埋,,2015-05-25
2295317,shape isomer,形狀同質異能素{原子核},,形状同质异能素,,2015-05-25
2295318,shape memory effect,形狀記憶效應,,形状记忆效应,,2015-05-25
2295319,shape selectivity,形狀選擇性,,择形选择性,,2015-05-25
2295320,shaped catalyst,成型觸媒；成型催化劑,,成型催化剂,,2015-05-25
2295321,shape-memory polymer,形狀記憶高分子,,形状记忆高分子,,2015-05-25
2295322,shape-selective effect,擇形效應,,择形效应,,2015-05-25
2295323,sharpness index,敏銳指數,,敏锐指数,,2015-05-25
2295324,SHE {standard hydrogen electrode},標準氫電極,,标准氢电极,,2015-05-25
2295325,shear thickening,剪切稠化,,﹡剪切稠化,,2015-05-25
2295326,shear thinning,剪切稀化,,剪切变稀,,2015-05-25
2295327,shear viscosity,剪切黏度,,剪切黏度,,2015-05-25
2295328,shear-driven chromatography {= SDC},剪切驅動層析法,,剪切驱动色谱,,2015-05-25
2295329,shearing,剪；切,,剪切,,2015-05-25
2295330,sheath core fiber,皮芯纖維,,皮芯纤维,,2015-05-25
2295331,shell model,殼[層]模型,,壳[层]模型,,2015-05-25
2295332,shellac,蟲膠,,紫胶,,2015-05-25
2295333,shield,屏蔽；屏護；遮蔽,,屏蔽体,,2015-05-25
2295334,shielded cave,屏蔽室,,屏蔽[地下]室,,2015-05-25
2295335,shielded flame,屏蔽火焰,,屏蔽火焰,,2015-05-25
2295336,shielded nuclide,屏蔽核種,,受屏蔽核,,2015-05-25
2295337,shielded room,屏蔽室；隔絕室,,屏蔽室,,2015-05-25
2295338,shielding,屏蔽；屏護,,屏蔽,,2015-05-25
2295339,shielding constant,屏蔽常數；遮蔽常數,,屏蔽常数,,2015-05-25
2295340,shielding effect,遮蔽效應,,屏蔽效应,,2015-05-25
2295341,shielding factor,遮蔽因數；遮蔽因子,,屏蔽因子,,2015-05-25
2295342,shielding transmission ratio,屏蔽穿透比,,[X射线或中子]屏蔽穿透比,,2015-05-25
2295343,shift factor,位移因子,,平移因子,,2015-05-25
2295344,shift reagent,位移試劑,,位移试剂,,2015-05-25
2295345,shim coil,勻場線圈,,匀场线圈,,2015-05-25
2295346,shimming,勻場,,匀场,,2015-05-25
2295347,shish-kebab structure,串晶結構,,串晶结构,,2015-05-25
2295348,shock molding,衝壓模塑,,冲压模塑,,2015-05-25
2295349,shock tube,衝撃波管,,激波管,,2015-05-25
2295350,short circuit current,短路電流,,短路电流,,2015-05-25
2295351,short range force,短程力,,短程力,,2015-05-25
2295352,short range order,短程有序,,短程有序,,2015-05-25
2295353,short-chain branch,短支鏈,,短支链,,2015-05-25
2295354,short-range intramolecular interaction,近程分子內相互作用,,近程分子内相互作用,,2015-05-25
2295355,short-range structure,近程結構,,近程结构,,2015-05-25
2295356,shoulder,肩峰,,肩峰,,2015-05-25
2295357,si face,si面,,si面,,2015-05-25
2295358,SIBR {styrene-isoprene-butadiene rubber},苯乙烯-異戊二烯-丁二烯橡膠,,苯乙烯-异戊二烯-丁二烯橡胶,,2015-05-25
2295359,SID {surface-induced dissociation},表面誘導解離,,表面诱导电离,,2015-05-25
2295360,side band,邊帶；旁[頻]帶,,调制边带,,2015-05-25
2295361,side chain,側鏈,,侧链,,2015-05-25
2295362,side chain liquid crystalline polymer,側鏈型液晶聚合物,,侧链型液晶聚合物,,2015-05-25
2295363,side reaction,副反應,,副反应,,2015-05-25
2295364,side reaction coefficient,副反應係數,,副反应系数,,2015-05-25
2295365,side-bound ligand,側鍵配位基,,侧连配体,,2015-05-25
2295366,side-on ligand,側鍵配位基,,侧连配体,,2015-05-25
2295367,siderophore,螯鐵蛋白,,铁结合物,,2015-05-25
2295368,sievert {= Sv},西弗,,希[沃特],,2015-05-25
2295369,sigmatropic rearrangement,σ遷移重排,,s迁移重排,,2015-05-25
2295370,sign test,符號檢定,,符号检验,,2015-05-25
2295371,signal peptide,訊息肽；前導肽,,信号肽，前导肽,,2015-05-25
2295372,signal to noise ratio,訊噪比；信號雜訊比,,信噪比,,2015-05-25
2295373,signal-background ratio,訊號背景比,,信背比,,2015-05-25
2295374,significance level,顯著水準,,显著性水平,,2015-05-25
2295375,significance test,顯著性檢定,,显著性检验,,2015-05-25
2295376,significant difference,顯著差異,,显著性差异,,2015-05-25
2295377,significant figures,有效數字,,有效数字,,2015-05-25
2295378,silabenzene,矽苯,,硅杂苯,,2015-05-25
2295379,silane,矽烷,,硅烷,,2015-05-25
2295380,silane coupling agent,矽烷偶合劑,,硅烷偶联剂,,2015-05-25
2295381,silanetetramine,四胺基矽烷,,四氨基硅烷,,2015-05-25
2295382,silazane,矽氮烷；胺基矽烷,,氨基硅烷,,2015-05-25
2295383,silene,矽碳烯,,硅碳烯,,2015-05-25
2295384,Si-Li detector,矽-鋰偵檢器,,硅-锂探测器,,2015-05-25
2295385,Si-Li detector,矽-鋰偵檢器,,硅-锂探测器,,2015-05-25
2295386,silica,矽石,,硅石,,2015-05-25
2295387,silica gel,矽[凝]膠,,硅胶,,2015-05-25
2295388,silicane,矽烷,,硅烷,,2015-05-25
2295389,silicate polymer,矽酸鹽聚合物,,硅酸盐聚合物,,2015-05-25
2295390,silication,矽酸化[作用],,硅化作用,,2015-05-25
2295391,silicon rubber,矽橡膠,,硅橡胶,,2015-05-25
2295392,silicon surface barrier detector,矽面障偵檢器,,硅面垒探测器,,2015-05-25
2295393,silicon surfactant,矽界面活性劑,,﹡硅表面活性剂,,2015-05-25
2295394,silicone resin,[聚]矽氧樹脂,,有机硅树脂,,2015-05-25
2295395,siloxane,矽氧烷,,硅氧烷,,2015-05-25
2295396,siloxene indicator,矽氧烯指示劑,,硅氧烯指示剂,,2015-05-25
2295397,silver mirror test,銀鏡試驗,,银镜试验,,2015-05-25
2295398,silver/silver chloride electrode,銀-氯化銀電極,,银-氯化银电极,,2015-05-25
2295399,silver-zinc battery,銀鋅電池,,银锌电池,,2015-05-25
2295400,silyl radical,矽自由基,,硅自由基,,2015-05-25
2295401,silylamine,矽烷胺,,硅胺,,2015-05-25
2295402,silylation,矽化[作用],,硅烷[基]化,,2015-05-25
2295403,silylene,矽烯,,硅烯,,2015-05-25
2295404,silylimine,矽亞胺,,硅亚胺,,2015-05-25
2295405,silylium cation,矽陽離子；矽正離子,,硅正离子,,2015-05-25
2295406,silyne,矽碳炔,,硅碳炔,,2015-05-25
2295408,simple collision theory {= SCT},簡單碰撞理論,,简单碰撞理论,,2015-05-25
2295409,simplex,單純形；單工,,单纯形,,2015-05-25
2295410,simplex optimization,單純最適化；簡單最佳化,,单纯形优化,,2015-05-25
2295411,SIMS {secondary ion mass spectrometer},二次離子質譜儀,,二次离子质谱儀,,2015-05-25
2295412,simulated annealing,模擬退火,,模拟退火,,2015-05-25
2295413,simulated spectrum,模擬譜,,模拟谱,,2015-05-25
2295414,simultaneous differential thermal analysis and microscopy,差熱分析-顯微鏡聯用法,,差热分析与显微镜联用,,2015-05-25
2295415,simultaneous radiation grafting,共輻射接枝,,共辐射接枝,,2015-05-25
2295416,simultaneous techniques of thermal analysis,熱分析聯用技術,,热分析联用技术,,2015-05-25
2295417,simultaneous thermal analysis and mass spectrometry,熱分析與質譜聯用法,,热分析与质谱联用,,2015-05-25
2295418,simultaneous thermogravimetry and electron paramagnetic resonance,熱重法-電子順磁共振聯用法,,热重法与顺磁共振联用,,2015-05-25
2295419,single beam spectrophotometer,單光束分光光度計,,单光束分光光度计,,2015-05-25
2295420,single bond,單鍵,,单键,,2015-05-25
2295421,single cell analysis,單細胞分析,,单细胞分析,,2015-05-25
2295422,single collector,單接收器,,单接收器,,2015-05-25
2295423,single crystal,單晶,,单晶,,2015-05-25
2295424,single crystal electrode,單晶電極,,单晶电极,,2015-05-25
2295425,single crystal X-ray diffractometry,單晶X射線繞射法,,单晶X射线衍射法,,2015-05-25
2295426,single electron transfer,單電子轉移,,单电子转移,,2015-05-25
2295427,single electron transfer reaction,單電子轉移反應,,单电子转移反应,,2015-05-25
2295428,single focusing mass spectrometer,單聚焦質譜儀,,单聚焦质谱仪,,2015-05-25
2295429,single ion monitoring,單離子監測,,单离子监测,,2015-05-25
2295430,single molecule analysis,單分子分析,,单分子分析,,2015-05-25
2295431,single molecule detection,單分子偵測,,单分子探测,,2015-05-25
2295432,single pan balance,單盤天平,,单盘天平,,2015-05-25
2295433,single particle distribution function,單粒子分配函數,,单粒子分布函数,,2015-05-25
2295434,single path catalytic reaction,單一路徑催化反應,,单一路径催化反应,,2015-05-25
2295435,single photon camera,單光子照相機,,单光子照相机,,2015-05-25
2295436,single photon counting,單光子計數[技術],,单光子计数技术,,2015-05-25
2295437,single photon emission computed tomography {= SPECT},單光子發射電腦斷層掃描攝影術,,单光子发射计算机断层显像,,2015-05-25
2295438,single point calculation,單點計算,,单点计算,,2015-05-25
2295439,single-atom chemistry,單原子化學,,单个原子化学,,2015-05-25
2295440,single-reference configuration interaction {= SRCI},單參考組態相互作用法,,单参考组态相互作用法,,2015-05-25
2295441,singlet,單[重]態；單峰,,单重态，单峰,,2015-05-25
2295442,singlet oxygen,單[重]態氧,,单重态氧,,2015-05-25
2295443,singlet state,單[重]態,,单线态,,2015-05-25
2295444,singly and doubly excited CI {= SDCI},單雙激發組態相互作用法,,单、双激发组态相互作用法,,2015-05-25
2295445,sinter molding,燒結成型,,烧结成型,,2015-05-25
2295446,sintered-glass filter crucible,燒結玻璃濾坩堝,,[烧结]玻璃砂[滤]坩锅,,2015-05-25
2295447,sintering,燒結,,烧结,,2015-05-25
2295448,siphon injection,虹吸進樣,,虹吸进样,,2015-05-25
2295449,SIPN {semi-interpenetrating polymer network},半互穿網狀聚合物,,半互穿［聚合物］网络,,2015-05-25
2295450,SIS {styrene-isoprene-styrene block copolymer},苯乙烯-異戊二烯-苯乙烯嵌段共聚物,,苯乙烯-异戊二烯-苯乙烯嵌段共聚物,,2015-05-25
2295451,site occupation factor {= SOF},位置佔有率,,占有率,,2015-05-25
2295452,site symmetry,位點對稱,,位点对称性,,2015-05-25
2295453,size consistency,大小一致性,,容量一致性,,2015-05-25
2295454,size exclusion chromatography {= SEC},粒徑篩析層析法；粒徑排阻層析法,,尺寸排阻色谱法,,2015-05-25
2295455,skeletal catalyst,骨架觸媒；骨架催化劑,,骨架催化剂,,2015-05-25
2295456,skeletal electron theory,骨架電子理論,,骨架电子理论,,2015-05-25
2295457,skeletal isomerization,骨架異構化[反應],,骨架异构化,,2015-05-25
2295458,skew conformation,偏錯構形,,邻位交叉构象,,2015-05-25
2295459,skin and core effect,皮芯效應,,皮芯效应,,2015-05-25
2295460,slaked lime,熟石灰；消石灰,,熟石灰,,2015-05-25
2295461,Slater determinant,斯雷特行列式,,Slater行列式,,2015-05-25
2295462,Slater theory,斯雷特理論,,斯莱特理论,,2015-05-25
2295463,Slater type orbital {= STO},斯雷特型軌域,,Slater型轨道,,2015-05-25
2295464,Slater-Condon rules,斯雷特-康登法則,,Slater-Condon规则,,2015-05-25
2295465,slit,[狹]縫,,狭缝,,2015-05-25
2295466,slot burner,縫式燃燒器,,缝式燃烧器,,2015-05-25
2295467,slotted-tube atom trap {= STAT},縫管原子捕集,,缝管原子捕集,,2015-05-25
2295468,slurry bed reactor,漿態床反應器,,浆态床反应器,,2015-05-25
2295469,slurry impregnation,漿液浸漬,,浆液浸渍,,2015-05-25
2295470,slurry packing,漿液填充,,匀浆填充[法],,2015-05-25
2295471,slurry polymerization,漿液聚合,,淤浆聚合,,2015-05-25
2295472,small angle strain,小角張力,,小角张力,,2015-05-25
2295473,small angle X-ray scattering {= SAXS},X射線小角散射,,X射线小角散射,,2015-05-25
2295474,small ring,小環,,小环,,2015-05-25
2295475,smectic phase,層列相,,近晶相,,2015-05-25
2295476,SMSI {strong metal-support interaction},強金屬載體相互作用,,金属载体强相互作用,,2015-05-25
2295477,soap film gas meter,皂膜氣量計,,皂膜流量计,,2015-05-25
2295478,SOD {superoxide dismutase},超氧化物歧化酶,,超氧化物歧化酶,,2015-05-25
2295479,soda,鈉鹼；蘇打,,纯碱,,2015-05-25
2295480,soda niter,智利硝石{硝酸鈉},,智利硝石,,2015-05-25
2295481,sodalite,方鈉石,,方钠石,,2015-05-25
2295482,"sodium 2,2-dimethyl-2-silapentane-5-sulfonate {= DSS}","2,2-二甲基-2-矽戊-5-磺酸鈉",,"4,4-二甲基-4-硅代戊磺酸钠",,2015-05-25
2295483,sodium tetraphenylborate,四苯硼酸鈉,,四苯硼钠,,2015-05-25
2295484,sodium-sulfur battery,鈉硫電池,,钠硫电池,,2015-05-25
2295485,SOF {site occupation factor},位置佔有率,,占有率,,2015-05-25
2295486,SOFC {solid oxide fuel cell},固態氧化物燃料電池,,固体氧化物燃料电池,,2015-05-25
2295487,soft acid,軟酸,,软酸,,2015-05-25
2295488,soft base,軟鹼,,软碱,,2015-05-25
2295489,soft matter,軟物質,,﹡软物质,,2015-05-25
2295490,soft water,軟水,,软水,,2015-05-25
2295491,softening temperature,軟化溫度,,软化温度,,2015-05-25
2295492,soil analysis,土壤分析,,土壤分析,,2015-05-25
2295493,sol,溶膠,,溶胶,,2015-05-25
2295494,solar cell,太陽能電池,,太阳能电池,,2015-05-25
2295495,sol-gel method,溶膠凝膠法,,溶胶-凝胶法,,2015-05-25
2295496,sol-gel transformation,溶膠-凝膠轉化,,溶胶-凝胶转化,,2015-05-25
2295497,solid acid,固態酸,,固体酸,,2015-05-25
2295498,solid acid catalyst,固體酸觸媒；固體酸催化劑,,固体酸催化剂,,2015-05-25
2295499,solid basic catalyst,固體鹼觸媒；固體鹼催化劑,,固体碱催化剂,,2015-05-25
2295500,solid electrolyte,固態電解質,,固体电解质,,2015-05-25
2295501,solid energy band theory,固態能帶理論,,固体能带理论,,2015-05-25
2295502,solid fluorescence analysis,固體螢光分析,,固体荧光分析,,2015-05-25
2295503,solid oxide fuel cell {= SOFC},固態氧化物燃料電池,,固体氧化物燃料电池,,2015-05-25
2295504,solid phase extraction {= SPE},固相萃取,,固相萃取,,2015-05-25
2295505,solid phase micro-extraction,固相微萃取,,固相微萃取,,2015-05-25
2295506,solid phase peptide synthesis {= SPPS},固相肽合成法,,固相肽合成法,,2015-05-25
2295507,solid phase polycondensation,固相聚縮,,固相缩聚,,2015-05-25
2295508,solid phase polymerization,固相聚合,,固相聚合,,2015-05-25
2295509,solid phase spectrophotometry,固相分光光度法,,固相分光光度法,,2015-05-25
2295510,solid radwaste,固體放射廢料,,固体放射性废物,,2015-05-25
2295511,solid solution,固溶體,,固溶体,,2015-05-25
2295512,solid state electrochemistry,固態電化學,,固态电化学,,2015-05-25
2295513,solid state ionics,固態離子學,,固态离子学,,2015-05-25
2295514,solid state laser,固態雷射,,固体激光器,,2015-05-25
2295515,solid state nuclear track detector {= SSNTD},固態核徑跡偵檢器,,固体核径迹探测器,,2015-05-25
2295516,solid state reaction,固態反應,,固相反应,,2015-05-25
2295517,solid surface chemiluminescence,固體表面化學發光,,固体表面化学发光,,2015-05-25
2295518,solidification of radioactive waste,放射性廢料固化,,放射性废物固化,,2015-05-25
2295519,solid-liquid extraction,固液萃取,,固液萃取,,2015-05-25
2295520,solid-phase extrusion,固相擠出,,固相挤出,,2015-05-25
2295521,solid-substrate room temperature phosphorimetry {= SS-RTP},固體基質室溫磷光法,,固体基质室温磷光法,,2015-05-25
2295522,soliton,孤立子,,孤子,,2015-05-25
2295523,solubility,溶[解]度,,溶解度,,2015-05-25
2295524,solubility parameter,溶度參數；溶解度參數,,①溶度参数 ②溶解度参数,,2015-05-25
2295525,solubility product,溶度積,,溶度积,,2015-05-25
2295526,solubilization,溶解化[作用],,增溶作用,,2015-05-25
2295527,solute,溶質,,溶质,,2015-05-25
2295528,solution,溶液；溶體,,溶液,,2015-05-25
2295529,solution polymerization,溶液聚合[作用],,溶液聚合,,2015-05-25
